Date,TFCILTD
2016-01-01,64.4
2016-01-04,60.95
2016-01-05,64.7
2016-01-06,65.0
2016-01-07,60.05
2016-01-08,61.35
2016-01-11,59.9
2016-01-12,58.05
2016-01-13,54.2
2016-01-14,54.7
2016-01-15,50.9
2016-01-18,47.0
2016-01-19,49.5
2016-01-20,47.4
2016-01-21,50.65
2016-01-22,51.4
2016-01-25,49.8
2016-01-27,50.8
2016-01-28,50.4
2016-01-29,50.7
2016-02-01,49.6
2016-02-02,47.55
2016-02-03,46.55
2016-02-04,45.95
2016-02-05,46.85
2016-02-08,46.55
2016-02-09,45.6
2016-02-10,45.0
2016-02-11,39.95
2016-02-12,38.7
2016-02-15,41.7
2016-02-16,40.8
2016-02-17,40.35
2016-02-18,40.35
2016-02-19,40.0
2016-02-22,42.65
2016-02-23,41.45
2016-02-24,40.4
2016-02-25,40.6
2016-02-26,40.3
2016-02-29,38.85
2016-03-01,40.7
2016-03-02,42.75
2016-03-03,43.45
2016-03-04,44.4
2016-03-08,44.15
2016-03-09,44.7
2016-03-10,46.85
2016-03-11,46.0
2016-03-14,46.8
2016-03-15,45.85
2016-03-16,44.75
2016-03-17,44.2
2016-03-18,44.4
2016-03-21,44.05
2016-03-22,44.15
2016-03-23,43.7
2016-03-28,42.6
2016-03-29,42.45
2016-03-30,42.75
2016-03-31,42.4
2016-04-01,43.25
2016-04-04,44.15
2016-04-05,42.25
2016-04-06,43.6
2016-04-07,43.85
2016-04-08,44.35
2016-04-11,45.05
2016-04-12,45.15
2016-04-13,45.45
2016-04-18,45.1
2016-04-20,45.05
2016-04-21,44.9
2016-04-22,44.15
2016-04-25,43.85
2016-04-26,45.05
2016-04-27,45.25
2016-04-28,45.15
2016-04-29,44.3
2016-05-02,44.2
2016-05-03,43.7
2016-05-04,43.45
2016-05-05,43.05
2016-05-06,42.75
2016-05-09,43.1
2016-05-10,43.15
2016-05-11,43.95
2016-05-12,43.9
2016-05-13,43.85
2016-05-16,42.05
2016-05-17,38.55
2016-05-18,37.75
2016-05-19,37.2
2016-05-20,36.35
2016-05-23,35.45
2016-05-24,34.95
2016-05-25,35.35
2016-05-26,34.9
2016-05-27,35.55
2016-05-30,36.2
2016-05-31,36.0
2016-06-01,36.5
2016-06-02,37.95
2016-06-03,39.05
2016-06-06,38.55
2016-06-07,38.0
2016-06-08,39.35
2016-06-09,38.85
2016-06-10,38.4
2016-06-13,37.9
2016-06-14,38.3
2016-06-15,38.2
2016-06-16,37.95
2016-06-17,37.75
2016-06-20,37.8
2016-06-21,37.65
2016-06-22,37.2
2016-06-23,36.95
2016-06-24,36.2
2016-06-27,37.7
2016-06-28,38.55
2016-06-29,38.85
2016-06-30,42.1
2016-07-01,41.2
2016-07-04,42.3
2016-07-05,41.95
2016-07-07,41.8
2016-07-08,40.65
2016-07-11,41.3
2016-07-12,41.9
2016-07-13,40.85
2016-07-14,40.8
2016-07-15,40.6
2016-07-18,40.4
2016-07-19,40.0
2016-07-20,40.7
2016-07-21,40.7
2016-07-22,40.8
2016-07-25,41.5
2016-07-26,41.55
2016-07-27,41.4
2016-07-28,42.05
2016-07-29,42.0
2016-08-01,42.25
2016-08-02,41.65
2016-08-03,41.25
2016-08-04,43.15
2016-08-05,44.25
2016-08-08,46.5
2016-08-09,49.2
2016-08-10,50.1
2016-08-11,47.45
2016-08-12,46.5
2016-08-16,44.6
2016-08-17,44.5
2016-08-18,45.05
2016-08-19,47.3
2016-08-22,46.4
2016-08-23,44.95
2016-08-24,44.8
2016-08-25,44.8
2016-08-26,44.25
2016-08-29,44.25
2016-08-30,44.35
2016-08-31,43.8
2016-09-01,43.75
2016-09-02,43.65
2016-09-06,47.0
2016-09-07,52.0
2016-09-08,52.85
2016-09-09,50.9
2016-09-12,48.0
2016-09-14,49.15
2016-09-15,49.2
2016-09-16,48.65
2016-09-19,48.85
2016-09-20,48.3
2016-09-21,48.55
2016-09-22,49.85
2016-09-23,49.1
2016-09-26,49.15
2016-09-27,49.35
2016-09-28,50.6
2016-09-29,46.4
2016-09-30,48.0
2016-10-03,52.6
2016-10-04,61.55
2016-10-05,70.35
2016-10-06,67.05
2016-10-07,65.0
2016-10-10,67.65
2016-10-13,62.05
2016-10-14,65.4
2016-10-17,64.85
2016-10-18,65.5
2016-10-19,65.2
2016-10-20,66.2
2016-10-21,65.05
2016-10-24,64.05
2016-10-25,64.45
2016-10-26,66.25
2016-10-27,66.05
2016-10-28,69.7
2016-10-30,69.7
2016-11-01,67.35
2016-11-02,64.75
2016-11-03,63.7
2016-11-04,60.55
2016-11-07,62.85
2016-11-08,61.9
2016-11-09,58.2
2016-11-10,58.6
2016-11-11,54.05
2016-11-15,47.7
2016-11-16,48.6
2016-11-17,48.55
2016-11-18,49.4
2016-11-21,45.4
2016-11-22,46.35
2016-11-23,47.4
2016-11-24,46.95
2016-11-25,48.85
2016-11-28,49.65
2016-11-29,50.2
2016-11-30,53.2
2016-12-01,52.75
2016-12-02,50.85
2016-12-05,52.35
2016-12-06,51.5
2016-12-07,51.45
2016-12-08,52.45
2016-12-09,53.05
2016-12-12,51.6
2016-12-13,51.7
2016-12-14,50.6
2016-12-15,51.45
2016-12-16,51.0
2016-12-19,52.7
2016-12-20,51.1
2016-12-21,51.2
2016-12-22,50.05
2016-12-23,50.1
2016-12-26,48.75
2016-12-27,49.95
2016-12-28,51.7
2016-12-29,52.55
2016-12-30,52.3
