Date,RAMCOSYS
2016-01-01,808.25
2016-01-04,789.0
2016-01-05,777.15
2016-01-06,772.85
2016-01-07,735.2
2016-01-08,743.9
2016-01-11,735.8
2016-01-12,730.05
2016-01-13,689.25
2016-01-14,691.05
2016-01-15,661.45
2016-01-18,608.9
2016-01-19,603.6
2016-01-20,581.05
2016-01-21,590.65
2016-01-22,600.3
2016-01-25,600.75
2016-01-27,602.6
2016-01-28,603.0
2016-01-29,612.7
2016-02-01,642.7
2016-02-02,624.65
2016-02-03,606.8
2016-02-04,593.75
2016-02-05,610.2
2016-02-08,622.15
2016-02-09,619.4
2016-02-10,638.7
2016-02-11,611.6
2016-02-12,658.9
2016-02-15,711.65
2016-02-16,706.6
2016-02-17,720.05
2016-02-18,739.6
2016-02-19,687.55
2016-02-22,693.1
2016-02-23,672.6
2016-02-24,659.1
2016-02-25,653.1
2016-02-26,652.5
2016-02-29,649.4
2016-03-01,671.7
2016-03-02,693.1
2016-03-03,690.1
2016-03-04,693.2
2016-03-08,678.5
2016-03-09,677.95
2016-03-10,674.3
2016-03-11,673.05
2016-03-14,685.05
2016-03-15,687.6
2016-03-16,695.65
2016-03-17,694.25
2016-03-18,726.55
2016-03-21,709.05
2016-03-22,701.4
2016-03-23,705.35
2016-03-28,689.35
2016-03-29,680.55
2016-03-30,723.0
2016-03-31,708.5
2016-04-01,713.95
2016-04-04,717.65
2016-04-05,718.95
2016-04-06,744.6
2016-04-07,746.8
2016-04-08,762.7
2016-04-11,764.55
2016-04-12,772.85
2016-04-13,759.55
2016-04-18,764.6
2016-04-20,774.35
2016-04-21,769.75
2016-04-22,796.9
2016-04-25,780.7
2016-04-26,780.95
2016-04-27,772.15
2016-04-28,752.8
2016-04-29,746.0
2016-05-02,800.5
2016-05-03,771.85
2016-05-04,763.45
2016-05-05,743.3
2016-05-06,731.65
2016-05-09,734.55
2016-05-10,734.45
2016-05-11,766.8
2016-05-12,771.8
2016-05-13,758.0
2016-05-16,754.15
2016-05-17,758.4
2016-05-18,758.15
2016-05-19,759.85
2016-05-20,717.1
2016-05-23,715.35
2016-05-24,710.5
2016-05-25,702.15
2016-05-26,706.6
2016-05-27,712.8
2016-05-30,719.45
2016-05-31,715.1
2016-06-01,698.25
2016-06-02,689.6
2016-06-03,709.25
2016-06-06,701.65
2016-06-07,700.95
2016-06-08,703.2
2016-06-09,700.5
2016-06-10,695.0
2016-06-13,694.9
2016-06-14,701.1
2016-06-15,701.95
2016-06-16,700.95
2016-06-17,701.25
2016-06-20,704.85
2016-06-21,700.6
2016-06-22,710.0
2016-06-23,711.6
2016-06-24,692.7
2016-06-27,689.25
2016-06-28,698.55
2016-06-29,691.15
2016-06-30,692.5
2016-07-01,696.25
2016-07-04,696.6
2016-07-05,690.45
2016-07-07,690.9
2016-07-08,690.5
2016-07-11,691.35
2016-07-12,695.5
2016-07-13,694.55
2016-07-14,691.35
2016-07-15,688.15
2016-07-18,678.45
2016-07-19,667.9
2016-07-20,663.9
2016-07-21,665.5
2016-07-22,651.55
2016-07-25,630.95
2016-07-26,638.9
2016-07-27,636.35
2016-07-28,645.4
2016-07-29,653.85
2016-08-01,662.8
2016-08-02,651.0
2016-08-03,654.65
2016-08-04,549.15
2016-08-05,561.55
2016-08-08,562.1
2016-08-09,549.25
2016-08-10,534.65
2016-08-11,520.35
2016-08-12,525.45
2016-08-16,527.5
2016-08-17,527.45
2016-08-18,524.55
2016-08-19,521.55
2016-08-22,498.2
2016-08-23,504.75
2016-08-24,513.95
2016-08-25,520.7
2016-08-26,512.95
2016-08-29,513.45
2016-08-30,510.15
2016-08-31,510.3
2016-09-01,499.3
2016-09-02,484.2
2016-09-06,501.1
2016-09-07,494.65
2016-09-08,486.45
2016-09-09,484.7
2016-09-12,467.3
2016-09-14,466.9
2016-09-15,470.1
2016-09-16,473.5
2016-09-19,468.95
2016-09-20,467.6
2016-09-21,470.7
2016-09-22,468.95
2016-09-23,470.35
2016-09-26,466.15
2016-09-27,468.25
2016-09-28,463.55
2016-09-29,463.35
2016-09-30,460.85
2016-10-03,468.95
2016-10-04,460.4
2016-10-05,461.05
2016-10-06,460.25
2016-10-07,459.9
2016-10-10,461.0
2016-10-13,460.55
2016-10-14,474.1
2016-10-17,463.45
2016-10-18,464.15
2016-10-19,486.3
2016-10-20,477.95
2016-10-21,475.7
2016-10-24,471.65
2016-10-25,468.25
2016-10-26,464.0
2016-10-27,462.4
2016-10-28,462.85
2016-10-30,476.95
2016-11-01,469.85
2016-11-02,464.9
2016-11-03,451.95
2016-11-04,442.05
2016-11-07,442.95
2016-11-08,443.95
2016-11-09,436.9
2016-11-10,425.7
2016-11-11,408.45
2016-11-15,382.75
2016-11-16,369.3
2016-11-17,362.1
2016-11-18,362.5
2016-11-21,346.35
2016-11-22,331.75
2016-11-23,319.05
2016-11-24,318.85
2016-11-25,314.8
2016-11-28,319.6
2016-11-29,306.5
2016-11-30,313.2
2016-12-01,333.45
2016-12-02,325.85
2016-12-05,324.2
2016-12-06,327.0
2016-12-07,318.8
2016-12-08,316.25
2016-12-09,311.95
2016-12-12,300.95
2016-12-13,298.15
2016-12-14,289.95
2016-12-15,301.35
2016-12-16,344.1
2016-12-19,346.4
2016-12-20,365.6
2016-12-21,361.45
2016-12-22,344.0
2016-12-23,339.25
2016-12-26,319.65
2016-12-27,332.45
2016-12-28,333.35
2016-12-29,335.1
2016-12-30,333.45
