Date,THIRUSUGAR
2016-01-01,43.65
2016-01-04,43.9
2016-01-05,43.55
2016-01-06,46.05
2016-01-07,44.95
2016-01-08,49.4
2016-01-11,53.55
2016-01-12,48.2
2016-01-13,45.45
2016-01-14,44.35
2016-01-15,40.5
2016-01-18,36.95
2016-01-19,38.6
2016-01-20,38.45
2016-01-21,38.8
2016-01-22,39.9
2016-01-25,38.8
2016-01-27,39.3
2016-01-28,39.35
2016-01-29,39.5
2016-02-01,39.5
2016-02-02,38.85
2016-02-03,37.2
2016-02-04,36.75
2016-02-05,37.45
2016-02-08,37.75
2016-02-09,37.3
2016-02-10,36.45
2016-02-11,33.1
2016-02-12,32.35
2016-02-15,34.1
2016-02-16,33.6
2016-02-17,33.85
2016-02-18,33.0
2016-02-19,34.6
2016-02-22,32.8
2016-02-23,32.0
2016-02-24,35.2
2016-02-25,34.5
2016-02-26,34.5
2016-02-29,35.05
2016-03-01,36.85
2016-03-02,36.35
2016-03-03,36.0
2016-03-04,39.65
2016-03-08,40.6
2016-03-09,41.6
2016-03-10,37.95
2016-03-11,38.9
2016-03-14,39.75
2016-03-15,47.25
2016-03-16,45.8
2016-03-17,44.9
2016-03-18,53.75
2016-03-21,62.3
2016-03-22,64.8
2016-03-23,59.0
2016-03-28,58.6
2016-03-29,57.7
2016-03-30,63.45
2016-03-31,62.25
2016-04-01,68.35
2016-04-04,75.0
2016-04-05,71.35
2016-04-06,74.8
2016-04-07,75.95
2016-04-08,74.1
2016-04-11,70.45
2016-04-12,67.0
2016-04-13,64.3
2016-04-18,67.5
2016-04-20,64.3
2016-04-21,61.45
2016-04-22,61.85
2016-04-25,62.5
2016-04-26,61.75
2016-04-27,60.5
2016-04-28,58.45
2016-04-29,61.1
2016-05-02,63.45
2016-05-03,64.55
2016-05-04,61.95
2016-05-05,64.65
2016-05-06,66.35
2016-05-09,69.6
2016-05-10,68.45
2016-05-11,70.9
2016-05-12,71.55
2016-05-13,68.8
2016-05-16,68.1
2016-05-17,63.8
2016-05-18,64.75
2016-05-19,63.75
2016-05-20,62.7
2016-05-23,58.85
2016-05-24,57.95
2016-05-25,58.4
2016-05-26,57.2
2016-05-27,58.2
2016-05-30,58.05
2016-05-31,58.2
2016-06-01,59.0
2016-06-02,59.75
2016-06-03,70.55
2016-06-06,84.2
2016-06-07,88.95
2016-06-08,88.7
2016-06-09,84.6
2016-06-10,93.05
2016-06-13,96.9
2016-06-14,98.3
2016-06-15,108.1
2016-06-16,118.9
2016-06-17,113.0
2016-06-20,108.3
2016-06-21,110.1
2016-06-22,104.6
2016-06-23,99.65
2016-06-24,94.7
2016-06-27,99.4
2016-06-28,99.25
2016-06-29,96.4
2016-06-30,97.25
2016-07-01,96.0
2016-07-04,96.25
2016-07-05,92.7
2016-07-07,97.2
2016-07-08,93.6
2016-07-11,92.9
2016-07-12,93.8
2016-07-13,91.15
2016-07-14,92.9
2016-07-15,92.4
2016-07-18,89.35
2016-07-19,90.05
2016-07-20,89.55
2016-07-21,87.05
2016-07-22,90.35
2016-07-25,89.4
2016-07-26,85.85
2016-07-27,86.1
2016-07-28,86.85
2016-07-29,90.85
2016-08-01,91.3
2016-08-02,89.15
2016-08-03,85.2
2016-08-04,83.15
2016-08-05,81.2
2016-08-08,81.45
2016-08-09,77.35
2016-08-10,74.85
2016-08-11,73.95
2016-08-12,73.8
2016-08-16,66.7
2016-08-17,64.6
2016-08-18,70.0
2016-08-19,67.05
2016-08-22,66.95
2016-08-23,63.9
2016-08-24,63.4
2016-08-25,62.75
2016-08-26,63.3
2016-08-29,62.3
2016-08-30,62.9
2016-08-31,67.2
2016-09-01,68.2
2016-09-02,66.3
2016-09-06,66.0
2016-09-07,66.55
2016-09-08,65.35
2016-09-09,67.9
2016-09-12,67.1
2016-09-14,65.8
2016-09-15,67.0
2016-09-16,70.5
2016-09-19,73.1
2016-09-20,70.05
2016-09-21,68.6
2016-09-22,69.7
2016-09-23,68.4
2016-09-26,64.95
2016-09-27,64.9
2016-09-28,66.25
2016-09-29,61.95
2016-09-30,66.2
2016-10-03,66.2
2016-10-04,65.55
2016-10-05,66.85
2016-10-06,66.6
2016-10-07,67.5
2016-10-10,67.45
2016-10-13,64.3
2016-10-14,64.1
2016-10-17,62.6
2016-10-18,63.05
2016-10-19,63.0
2016-10-20,63.8
2016-10-21,65.6
2016-10-24,64.05
2016-10-25,63.85
2016-10-26,62.9
2016-10-27,62.9
2016-10-28,63.65
2016-10-30,64.45
2016-11-01,64.5
2016-11-02,64.1
2016-11-03,65.05
2016-11-04,61.8
2016-11-07,62.7
2016-11-08,62.9
2016-11-09,59.95
2016-11-10,62.65
2016-11-11,59.2
2016-11-15,52.1
2016-11-16,48.15
2016-11-17,49.0
2016-11-18,51.95
2016-11-21,49.75
2016-11-22,49.45
2016-11-23,50.7
2016-11-24,50.35
2016-11-25,53.65
2016-11-28,53.95
2016-11-29,52.4
2016-11-30,52.6
2016-12-01,52.1
2016-12-02,52.85
2016-12-05,52.6
2016-12-06,52.15
2016-12-07,51.5
2016-12-08,52.25
2016-12-09,51.1
2016-12-12,51.7
2016-12-13,51.85
2016-12-14,51.15
2016-12-15,51.4
2016-12-16,49.65
2016-12-19,49.25
2016-12-20,49.05
2016-12-21,49.0
2016-12-22,47.5
2016-12-23,50.85
2016-12-26,49.35
2016-12-27,49.9
2016-12-28,50.4
2016-12-29,51.75
2016-12-30,57.65
