Date,IGL
2016-01-01,526.95
2016-01-04,519.25
2016-01-05,556.45
2016-01-06,567.7
2016-01-07,560.25
2016-01-08,565.05
2016-01-11,591.55
2016-01-12,577.7
2016-01-13,574.25
2016-01-14,558.65
2016-01-15,551.65
2016-01-18,552.3
2016-01-19,552.65
2016-01-20,548.85
2016-01-21,546.7
2016-01-22,570.2
2016-01-25,582.5
2016-01-27,574.2
2016-01-28,563.7
2016-01-29,559.85
2016-02-01,563.9
2016-02-02,567.05
2016-02-03,557.65
2016-02-04,550.3
2016-02-05,552.0
2016-02-08,544.8
2016-02-09,542.45
2016-02-10,540.8
2016-02-11,527.4
2016-02-12,522.95
2016-02-15,540.1
2016-02-16,532.85
2016-02-17,530.95
2016-02-18,538.9
2016-02-19,525.4
2016-02-22,530.3
2016-02-23,526.25
2016-02-24,509.35
2016-02-25,489.4
2016-02-26,516.1
2016-02-29,508.35
2016-03-01,532.25
2016-03-02,528.2
2016-03-03,536.15
2016-03-04,533.7
2016-03-08,524.1
2016-03-09,533.2
2016-03-10,539.45
2016-03-11,529.1
2016-03-14,523.2
2016-03-15,517.5
2016-03-16,516.4
2016-03-17,522.05
2016-03-18,520.2
2016-03-21,534.95
2016-03-22,544.65
2016-03-23,552.25
2016-03-28,542.15
2016-03-29,543.4
2016-03-30,550.7
2016-03-31,569.6
2016-04-01,563.6
2016-04-04,565.05
2016-04-05,561.25
2016-04-06,551.7
2016-04-07,539.75
2016-04-08,546.35
2016-04-11,552.3
2016-04-12,560.4
2016-04-13,574.35
2016-04-18,566.25
2016-04-20,571.9
2016-04-21,573.35
2016-04-22,578.25
2016-04-25,567.2
2016-04-26,572.55
2016-04-27,572.0
2016-04-28,572.0
2016-04-29,573.3
2016-05-02,583.3
2016-05-03,570.5
2016-05-04,571.6
2016-05-05,562.15
2016-05-06,573.2
2016-05-09,574.55
2016-05-10,571.85
2016-05-11,566.9
2016-05-12,568.8
2016-05-13,568.45
2016-05-16,574.35
2016-05-17,591.35
2016-05-18,579.95
2016-05-19,575.2
2016-05-20,570.0
2016-05-23,567.9
2016-05-24,569.3
2016-05-25,569.75
2016-05-26,569.1
2016-05-27,574.3
2016-05-30,566.5
2016-05-31,558.55
2016-06-01,561.75
2016-06-02,569.5
2016-06-03,564.4
2016-06-06,575.05
2016-06-07,575.85
2016-06-08,577.65
2016-06-09,572.8
2016-06-10,582.35
2016-06-13,582.05
2016-06-14,611.6
2016-06-15,615.3
2016-06-16,618.95
2016-06-17,618.55
2016-06-20,616.3
2016-06-21,616.7
2016-06-22,604.45
2016-06-23,607.4
2016-06-24,606.15
2016-06-27,605.75
2016-06-28,613.9
2016-06-29,626.75
2016-06-30,627.55
2016-07-01,615.65
2016-07-04,618.7
2016-07-05,611.25
2016-07-07,603.1
2016-07-08,597.45
2016-07-11,608.7
2016-07-12,618.0
2016-07-13,608.35
2016-07-14,605.4
2016-07-15,604.5
2016-07-18,608.0
2016-07-19,608.6
2016-07-20,616.45
2016-07-21,614.05
2016-07-22,621.75
2016-07-25,623.55
2016-07-26,622.7
2016-07-27,627.05
2016-07-28,636.25
2016-07-29,648.35
2016-08-01,649.7
2016-08-02,647.85
2016-08-03,653.2
2016-08-04,672.1
2016-08-05,664.75
2016-08-08,687.9
2016-08-09,683.3
2016-08-10,670.55
2016-08-11,678.6
2016-08-12,676.05
2016-08-16,675.15
2016-08-17,682.95
2016-08-18,691.65
2016-08-19,699.2
2016-08-22,729.7
2016-08-23,756.3
2016-08-24,757.6
2016-08-25,749.8
2016-08-26,783.65
2016-08-29,763.75
2016-08-30,774.1
2016-08-31,801.15
2016-09-01,784.15
2016-09-02,790.05
2016-09-06,794.7
2016-09-07,782.1
2016-09-08,782.15
2016-09-09,761.35
2016-09-12,748.15
2016-09-14,764.4
2016-09-15,758.95
2016-09-16,751.2
2016-09-19,750.4
2016-09-20,749.45
2016-09-21,746.5
2016-09-22,748.65
2016-09-23,763.3
2016-09-26,772.4
2016-09-27,779.45
2016-09-28,781.45
2016-09-29,768.9
2016-09-30,778.1
2016-10-03,790.8
2016-10-04,837.9
2016-10-05,828.25
2016-10-06,860.6
2016-10-07,850.35
2016-10-10,867.0
2016-10-13,845.45
2016-10-14,848.55
2016-10-17,828.65
2016-10-18,834.1
2016-10-19,851.3
2016-10-20,851.95
2016-10-21,865.35
2016-10-24,865.2
2016-10-25,865.15
2016-10-26,858.1
2016-10-27,844.0
2016-10-28,860.0
2016-10-30,856.85
2016-11-01,869.35
2016-11-02,859.1
2016-11-03,860.4
2016-11-04,855.4
2016-11-07,854.1
2016-11-08,861.05
2016-11-09,855.6
2016-11-10,884.4
2016-11-11,854.8
2016-11-15,822.8
2016-11-16,824.3
2016-11-17,838.95
2016-11-18,840.4
2016-11-21,816.8
2016-11-22,826.3
2016-11-23,827.95
2016-11-24,835.55
2016-11-25,838.55
2016-11-28,838.9
2016-11-29,825.2
2016-11-30,829.05
2016-12-01,835.65
2016-12-02,815.0
2016-12-05,817.2
2016-12-06,832.5
2016-12-07,840.35
2016-12-08,850.95
2016-12-09,868.45
2016-12-12,858.6
2016-12-13,855.3
2016-12-14,869.8
2016-12-15,906.3
2016-12-16,913.35
2016-12-19,911.55
2016-12-20,895.25
2016-12-21,896.7
2016-12-22,876.6
2016-12-23,877.1
2016-12-26,889.25
2016-12-27,891.4
2016-12-28,887.5
2016-12-29,896.35
2016-12-30,918.25
