Date,SINTEX
2016-01-01,101.75
2016-01-04,100.15
2016-01-05,100.3
2016-01-06,102.7
2016-01-07,99.85
2016-01-08,100.7
2016-01-11,93.5
2016-01-12,91.5
2016-01-13,86.1
2016-01-14,81.2
2016-01-15,75.1
2016-01-18,68.65
2016-01-19,74.25
2016-01-20,73.05
2016-01-21,73.8
2016-01-22,76.55
2016-01-25,78.0
2016-01-27,77.35
2016-01-28,78.5
2016-01-29,79.1
2016-02-01,81.7
2016-02-02,77.25
2016-02-03,74.4
2016-02-04,74.35
2016-02-05,77.15
2016-02-08,77.7
2016-02-09,75.15
2016-02-10,72.55
2016-02-11,66.7
2016-02-12,66.35
2016-02-15,69.45
2016-02-16,68.55
2016-02-17,68.1
2016-02-18,70.35
2016-02-19,75.4
2016-02-22,74.85
2016-02-23,71.75
2016-02-24,68.5
2016-02-25,69.05
2016-02-26,67.2
2016-02-29,64.85
2016-03-01,67.7
2016-03-02,70.35
2016-03-03,70.1
2016-03-04,71.9
2016-03-08,72.55
2016-03-09,71.95
2016-03-10,72.2
2016-03-11,71.85
2016-03-14,71.6
2016-03-15,70.45
2016-03-16,69.2
2016-03-17,69.7
2016-03-18,69.55
2016-03-21,70.2
2016-03-22,73.6
2016-03-23,73.6
2016-03-28,73.9
2016-03-29,74.95
2016-03-30,76.45
2016-03-31,77.0
2016-04-01,80.05
2016-04-04,80.8
2016-04-05,77.35
2016-04-06,78.75
2016-04-07,77.9
2016-04-08,78.5
2016-04-11,78.85
2016-04-12,80.3
2016-04-13,82.75
2016-04-18,84.25
2016-04-20,84.75
2016-04-21,84.95
2016-04-22,83.8
2016-04-25,82.45
2016-04-26,84.2
2016-04-27,84.15
2016-04-28,83.55
2016-04-29,83.0
2016-05-02,82.2
2016-05-03,81.4
2016-05-04,80.75
2016-05-05,79.0
2016-05-06,80.6
2016-05-09,81.25
2016-05-10,81.8
2016-05-11,80.9
2016-05-12,81.7
2016-05-13,79.75
2016-05-16,79.55
2016-05-17,79.05
2016-05-18,78.35
2016-05-19,77.1
2016-05-20,74.8
2016-05-23,72.7
2016-05-24,74.05
2016-05-25,75.2
2016-05-26,77.7
2016-05-27,80.2
2016-05-30,81.6
2016-05-31,81.05
2016-06-01,80.45
2016-06-02,79.15
2016-06-03,77.1
2016-06-06,76.0
2016-06-07,75.5
2016-06-08,78.3
2016-06-09,78.0
2016-06-10,77.5
2016-06-13,75.75
2016-06-14,75.95
2016-06-15,80.4
2016-06-16,78.55
2016-06-17,77.05
2016-06-20,77.65
2016-06-21,77.4
2016-06-22,76.95
2016-06-23,76.35
2016-06-24,75.5
2016-06-27,76.6
2016-06-28,75.35
2016-06-29,76.55
2016-06-30,80.95
2016-07-01,83.75
2016-07-04,84.95
2016-07-05,81.9
2016-07-07,79.9
2016-07-08,78.8
2016-07-11,79.9
2016-07-12,82.15
2016-07-13,82.45
2016-07-14,81.85
2016-07-15,80.2
2016-07-18,79.4
2016-07-19,79.55
2016-07-20,80.9
2016-07-21,79.85
2016-07-22,80.1
2016-07-25,80.65
2016-07-26,80.7
2016-07-27,80.6
2016-07-28,77.75
2016-07-29,76.7
2016-08-01,76.05
2016-08-02,75.0
2016-08-03,73.15
2016-08-04,73.2
2016-08-05,73.7
2016-08-08,74.15
2016-08-09,73.05
2016-08-10,71.45
2016-08-11,71.0
2016-08-12,71.55
2016-08-16,72.8
2016-08-17,72.9
2016-08-18,72.75
2016-08-19,72.9
2016-08-22,73.6
2016-08-23,73.65
2016-08-24,73.6
2016-08-25,71.45
2016-08-26,71.75
2016-08-29,71.65
2016-08-30,73.9
2016-08-31,74.85
2016-09-01,75.25
2016-09-02,76.1
2016-09-06,75.95
2016-09-07,78.45
2016-09-08,80.45
2016-09-09,80.25
2016-09-12,76.05
2016-09-14,78.45
2016-09-15,78.75
2016-09-16,82.45
2016-09-19,83.6
2016-09-20,81.65
2016-09-21,82.65
2016-09-22,84.6
2016-09-23,86.6
2016-09-26,85.0
2016-09-27,80.15
2016-09-28,81.7
2016-09-29,72.9
2016-09-30,78.3
2016-10-03,80.35
2016-10-04,81.2
2016-10-05,81.6
2016-10-06,83.5
2016-10-07,83.1
2016-10-10,82.8
2016-10-13,80.05
2016-10-14,80.75
2016-10-17,81.15
2016-10-18,82.55
2016-10-19,83.0
2016-10-20,83.25
2016-10-21,83.9
2016-10-24,84.85
2016-10-25,84.8
2016-10-26,85.65
2016-10-27,85.6
2016-10-28,89.7
2016-10-30,90.45
2016-11-01,89.3
2016-11-02,85.7
2016-11-03,85.7
2016-11-04,81.7
2016-11-07,83.15
2016-11-08,82.6
2016-11-09,79.3
2016-11-10,82.2
2016-11-11,78.85
2016-11-15,77.6
2016-11-16,74.55
2016-11-17,74.25
2016-11-18,74.2
2016-11-21,70.95
2016-11-22,71.8
2016-11-23,73.2
2016-11-24,72.1
2016-11-25,74.7
2016-11-28,76.0
2016-11-29,76.5
2016-11-30,77.65
2016-12-01,76.05
2016-12-02,75.25
2016-12-05,75.3
2016-12-06,75.5
2016-12-07,74.85
2016-12-08,76.2
2016-12-09,76.6
2016-12-12,77.35
2016-12-13,77.7
2016-12-14,75.85
2016-12-15,76.15
2016-12-16,75.55
2016-12-19,75.4
2016-12-20,74.15
2016-12-21,74.25
2016-12-22,73.85
2016-12-23,72.75
2016-12-26,70.6
2016-12-27,71.95
2016-12-28,72.6
2016-12-29,73.25
2016-12-30,75.0
