Date,TAJGVK
2016-01-01,104.95
2016-01-04,106.25
2016-01-05,111.15
2016-01-06,103.2
2016-01-07,95.65
2016-01-08,101.8
2016-01-11,98.6
2016-01-12,95.9
2016-01-13,93.1
2016-01-14,88.85
2016-01-15,86.55
2016-01-18,83.1
2016-01-19,82.8
2016-01-20,81.9
2016-01-21,81.15
2016-01-22,87.7
2016-01-25,88.65
2016-01-27,93.6
2016-01-28,91.0
2016-01-29,90.1
2016-02-01,89.85
2016-02-02,86.6
2016-02-03,85.65
2016-02-04,84.4
2016-02-05,83.05
2016-02-08,82.75
2016-02-09,79.0
2016-02-10,74.25
2016-02-11,69.1
2016-02-12,71.25
2016-02-15,72.35
2016-02-16,69.85
2016-02-17,71.75
2016-02-18,68.15
2016-02-19,66.9
2016-02-22,69.9
2016-02-23,70.15
2016-02-24,68.5
2016-02-25,67.25
2016-02-26,66.45
2016-02-29,64.95
2016-03-01,66.55
2016-03-02,68.75
2016-03-03,70.95
2016-03-04,72.1
2016-03-08,70.0
2016-03-09,70.8
2016-03-10,71.45
2016-03-11,70.15
2016-03-14,71.4
2016-03-15,70.2
2016-03-16,69.0
2016-03-17,69.75
2016-03-18,70.7
2016-03-21,73.4
2016-03-22,74.0
2016-03-23,74.3
2016-03-28,72.5
2016-03-29,73.05
2016-03-30,73.05
2016-03-31,72.05
2016-04-01,73.9
2016-04-04,74.9
2016-04-05,73.15
2016-04-06,73.5
2016-04-07,75.2
2016-04-08,74.15
2016-04-11,75.55
2016-04-12,75.25
2016-04-13,79.2
2016-04-18,78.55
2016-04-20,85.2
2016-04-21,88.7
2016-04-22,84.6
2016-04-25,83.6
2016-04-26,83.95
2016-04-27,83.1
2016-04-28,82.5
2016-04-29,81.75
2016-05-02,80.35
2016-05-03,82.2
2016-05-04,80.75
2016-05-05,79.05
2016-05-06,80.95
2016-05-09,80.2
2016-05-10,78.8
2016-05-11,79.85
2016-05-12,79.95
2016-05-13,76.4
2016-05-16,82.25
2016-05-17,96.25
2016-05-18,94.3
2016-05-19,91.55
2016-05-20,91.5
2016-05-23,89.6
2016-05-24,88.2
2016-05-25,90.15
2016-05-26,91.0
2016-05-27,97.3
2016-05-30,98.0
2016-05-31,96.25
2016-06-01,95.15
2016-06-02,99.95
2016-06-03,95.65
2016-06-06,100.6
2016-06-07,104.5
2016-06-08,103.7
2016-06-09,103.05
2016-06-10,100.95
2016-06-13,100.3
2016-06-14,102.95
2016-06-15,107.45
2016-06-16,109.3
2016-06-17,115.15
2016-06-20,112.3
2016-06-21,107.55
2016-06-22,104.1
2016-06-23,104.15
2016-06-24,104.35
2016-06-27,106.3
2016-06-28,107.15
2016-06-29,110.1
2016-06-30,109.9
2016-07-01,112.0
2016-07-04,113.0
2016-07-05,110.9
2016-07-07,109.65
2016-07-08,109.95
2016-07-11,110.0
2016-07-12,113.2
2016-07-13,110.85
2016-07-14,118.9
2016-07-15,135.45
2016-07-18,129.1
2016-07-19,138.35
2016-07-20,140.2
2016-07-21,140.55
2016-07-22,145.15
2016-07-25,145.2
2016-07-26,141.05
2016-07-27,141.8
2016-07-28,140.55
2016-07-29,140.2
2016-08-01,143.55
2016-08-02,142.1
2016-08-03,143.3
2016-08-04,141.3
2016-08-05,135.05
2016-08-08,134.65
2016-08-09,133.5
2016-08-10,125.75
2016-08-11,123.5
2016-08-12,127.95
2016-08-16,122.5
2016-08-17,122.25
2016-08-18,121.75
2016-08-19,146.1
2016-08-22,134.5
2016-08-23,152.25
2016-08-24,148.95
2016-08-25,140.8
2016-08-26,137.05
2016-08-29,133.15
2016-08-30,133.65
2016-08-31,132.15
2016-09-01,129.65
2016-09-02,133.55
2016-09-06,136.85
2016-09-07,134.3
2016-09-08,132.0
2016-09-09,130.7
2016-09-12,125.3
2016-09-14,129.15
2016-09-15,129.85
2016-09-16,128.6
2016-09-19,127.8
2016-09-20,127.25
2016-09-21,128.6
2016-09-22,130.55
2016-09-23,131.1
2016-09-26,128.05
2016-09-27,128.05
2016-09-28,128.35
2016-09-29,119.1
2016-09-30,120.95
2016-10-03,125.3
2016-10-04,126.2
2016-10-05,128.65
2016-10-06,127.4
2016-10-07,126.15
2016-10-10,129.4
2016-10-13,124.6
2016-10-14,127.55
2016-10-17,125.8
2016-10-18,129.85
2016-10-19,131.95
2016-10-20,130.15
2016-10-21,129.9
2016-10-24,128.6
2016-10-25,127.35
2016-10-26,123.85
2016-10-27,118.5
2016-10-28,119.6
2016-10-30,121.7
2016-11-01,121.2
2016-11-02,127.75
2016-11-03,125.1
2016-11-04,119.45
2016-11-07,122.7
2016-11-08,123.2
2016-11-09,113.4
2016-11-10,120.0
2016-11-11,115.15
2016-11-15,107.5
2016-11-16,104.4
2016-11-17,101.6
2016-11-18,97.55
2016-11-21,94.15
2016-11-22,95.6
2016-11-23,101.95
2016-11-24,105.0
2016-11-25,103.0
2016-11-28,106.25
2016-11-29,109.45
2016-11-30,114.05
2016-12-01,108.7
2016-12-02,100.75
2016-12-05,102.25
2016-12-06,102.35
2016-12-07,102.95
2016-12-08,105.75
2016-12-09,103.85
2016-12-12,104.7
2016-12-13,102.85
2016-12-14,113.35
2016-12-15,109.1
2016-12-16,105.4
2016-12-19,109.45
2016-12-20,109.2
2016-12-21,108.3
2016-12-22,108.6
2016-12-23,108.05
2016-12-26,104.15
2016-12-27,106.35
2016-12-28,107.0
2016-12-29,107.1
2016-12-30,109.55
