Date,ELAND
2016-01-01,59.25
2016-01-04,59.1
2016-01-05,62.05
2016-01-06,59.0
2016-01-07,56.05
2016-01-08,56.45
2016-01-11,53.9
2016-01-12,51.9
2016-01-13,49.6
2016-01-14,47.15
2016-01-15,44.8
2016-01-18,42.6
2016-01-19,41.25
2016-01-20,39.2
2016-01-21,39.95
2016-01-22,41.45
2016-01-25,40.8
2016-01-27,39.75
2016-01-28,41.7
2016-01-29,43.7
2016-02-01,41.7
2016-02-02,39.65
2016-02-03,37.7
2016-02-04,36.7
2016-02-05,37.25
2016-02-08,37.05
2016-02-09,36.1
2016-02-10,35.15
2016-02-11,33.4
2016-02-12,31.75
2016-02-15,31.45
2016-02-16,29.9
2016-02-17,28.85
2016-02-18,27.55
2016-02-19,27.4
2016-02-22,27.5
2016-02-23,26.55
2016-02-24,25.45
2016-02-25,24.35
2016-02-26,24.65
2016-02-29,23.65
2016-03-01,24.8
2016-03-02,26.0
2016-03-03,27.3
2016-03-04,28.65
2016-03-08,30.05
2016-03-09,31.55
2016-03-10,33.1
2016-03-11,34.75
2016-03-14,34.05
2016-03-15,33.1
2016-03-16,34.75
2016-03-17,35.5
2016-03-18,35.7
2016-03-21,36.3
2016-03-22,36.6
2016-03-23,36.55
2016-03-28,35.65
2016-03-29,34.9
2016-03-30,36.6
2016-03-31,37.7
2016-04-01,35.85
2016-04-04,36.15
2016-05-10,32.8
2016-05-11,34.3
2016-05-12,32.75
2016-05-13,31.4
2016-05-16,31.7
2016-05-17,30.95
2016-05-18,32.45
2016-05-19,34.0
2016-05-20,32.85
2016-05-23,34.45
2016-05-24,36.15
2016-05-25,36.9
2016-05-26,37.6
2016-05-27,36.6
2016-05-30,35.85
2016-05-31,34.1
2016-06-01,32.4
2016-06-02,31.6
2016-06-03,31.7
2016-06-06,32.15
2016-06-07,31.7
2016-06-08,31.6
2016-06-09,31.6
2016-06-10,31.4
2016-06-13,32.4
2016-06-14,33.9
2016-06-15,34.5
2016-06-16,37.4
2016-06-17,36.65
2016-06-20,37.85
2016-06-21,38.25
2016-06-22,36.25
2016-06-23,35.3
2016-06-24,35.2
2016-06-27,35.45
2016-06-28,34.85
2016-06-29,36.4
2016-06-30,38.7
2016-07-01,39.5
2016-07-04,38.7
2016-07-05,37.8
2016-07-07,37.8
2016-07-08,36.8
2016-07-11,36.8
2016-07-12,36.85
2016-07-13,35.5
2016-07-14,36.4
2016-07-15,35.4
2016-07-18,34.95
2016-07-19,34.85
2016-07-20,35.15
2016-07-21,34.6
2016-07-22,34.45
2016-07-25,37.7
2016-07-26,36.4
2016-07-27,36.25
2016-07-28,35.9
2016-07-29,35.45
2016-08-01,35.45
2016-08-02,34.65
2016-08-03,34.0
2016-08-04,33.95
2016-08-05,33.85
2016-08-08,33.85
2016-08-09,32.95
2016-08-10,32.9
2016-08-11,33.55
2016-08-12,35.3
2016-08-16,32.4
2016-08-17,32.25
2016-08-18,31.85
2016-08-19,31.65
2016-08-22,30.5
2016-08-23,29.5
2016-08-24,29.65
2016-08-25,29.5
2016-08-26,31.6
2016-08-29,31.1
2016-08-30,29.3
2016-08-31,28.65
2016-09-01,28.5
2016-09-02,29.1
2016-09-06,29.55
2016-09-07,29.25
2016-09-08,29.75
2016-09-09,29.35
2016-09-12,28.0
2016-09-14,28.15
2016-09-15,27.7
2016-09-16,28.0
2016-09-19,28.9
2016-09-20,28.4
2016-09-21,27.85
2016-09-22,28.1
2016-09-23,27.9
2016-09-26,27.8
2016-09-27,27.35
2016-09-28,27.2
2016-09-29,25.4
2016-09-30,25.4
2016-10-03,27.8
2016-10-04,27.25
2016-10-05,27.15
2016-10-06,26.95
2016-10-07,29.3
2016-10-10,27.8
2016-10-13,26.5
2016-10-14,27.3
2016-10-17,26.75
2016-10-18,28.5
2016-10-19,27.7
2016-10-20,27.65
2016-10-21,32.2
2016-10-24,30.95
2016-10-25,30.75
2016-10-26,29.65
2016-10-27,29.0
2016-10-28,29.2
2016-10-30,29.1
2016-11-01,29.3
2016-11-02,28.5
2016-11-03,27.35
2016-11-04,27.0
2016-11-07,27.3
2016-11-08,27.25
2016-11-09,26.0
2016-11-10,27.1
2016-11-11,25.45
2016-11-15,23.65
2016-11-16,23.05
2016-11-17,23.1
2016-11-18,21.8
2016-11-21,20.3
2016-11-22,21.5
2016-11-23,22.05
2016-11-24,21.3
2016-11-25,21.75
2016-11-28,21.55
2016-11-29,22.35
2016-11-30,22.85
2016-12-01,22.4
2016-12-02,22.4
2016-12-05,23.05
2016-12-06,23.85
2016-12-07,23.85
2016-12-08,23.9
2016-12-09,23.75
2016-12-12,23.6
2016-12-13,23.35
2016-12-14,22.4
2016-12-15,22.15
2016-12-16,22.55
2016-12-19,22.45
2016-12-20,22.55
2016-12-21,21.85
2016-12-22,22.0
2016-12-23,21.8
2016-12-26,21.1
2016-12-27,21.95
2016-12-28,21.75
2016-12-29,22.2
2016-12-30,22.3
