Date,LIBERTSHOE
2016-01-01,201.1
2016-01-04,198.25
2016-01-05,198.75
2016-01-06,201.0
2016-01-07,195.9
2016-01-08,198.25
2016-01-11,195.1
2016-01-12,193.3
2016-01-13,186.75
2016-01-14,182.05
2016-01-15,172.85
2016-01-18,167.5
2016-01-19,171.1
2016-01-20,163.55
2016-01-21,162.1
2016-01-22,164.6
2016-01-25,167.55
2016-01-27,168.8
2016-01-28,167.3
2016-01-29,168.6
2016-02-01,167.25
2016-02-02,163.3
2016-02-03,159.45
2016-02-04,156.0
2016-02-05,160.6
2016-02-08,162.95
2016-02-09,158.55
2016-02-10,154.0
2016-02-11,138.1
2016-02-12,129.45
2016-02-15,137.05
2016-02-16,133.7
2016-02-17,129.35
2016-02-18,144.65
2016-02-19,141.8
2016-02-22,146.6
2016-02-23,140.3
2016-02-24,139.3
2016-02-25,136.3
2016-02-26,134.0
2016-02-29,131.6
2016-03-01,144.55
2016-03-02,146.9
2016-03-03,150.4
2016-03-04,153.3
2016-03-08,151.6
2016-03-09,151.9
2016-03-10,156.65
2016-03-11,155.15
2016-03-14,152.1
2016-03-15,146.1
2016-03-16,147.15
2016-03-17,148.8
2016-03-18,147.95
2016-03-21,148.55
2016-03-22,147.6
2016-03-23,147.65
2016-03-28,143.85
2016-03-29,139.55
2016-03-30,142.65
2016-03-31,142.95
2016-04-01,144.75
2016-04-04,168.2
2016-04-05,175.3
2016-04-06,176.25
2016-04-07,176.85
2016-04-08,174.4
2016-04-11,179.65
2016-04-12,177.95
2016-04-13,184.05
2016-04-18,184.1
2016-04-20,180.5
2016-04-21,178.3
2016-04-22,178.15
2016-04-25,174.05
2016-04-26,173.9
2016-04-27,175.85
2016-04-28,172.25
2016-04-29,174.95
2016-05-02,173.65
2016-05-03,178.0
2016-05-04,173.65
2016-05-05,174.85
2016-05-06,176.5
2016-05-09,179.2
2016-05-10,177.05
2016-05-11,173.65
2016-05-12,180.6
2016-05-13,182.85
2016-05-16,194.6
2016-05-17,199.75
2016-05-18,195.1
2016-05-19,189.7
2016-05-20,183.1
2016-05-23,180.15
2016-05-24,176.05
2016-05-25,177.3
2016-05-26,179.0
2016-05-27,180.65
2016-05-30,192.45
2016-05-31,180.95
2016-06-01,177.55
2016-06-02,179.15
2016-06-03,177.0
2016-06-06,176.35
2016-06-07,176.75
2016-06-08,188.45
2016-06-09,189.5
2016-06-10,191.35
2016-06-13,185.75
2016-06-14,187.75
2016-06-15,188.8
2016-06-16,185.75
2016-06-17,186.85
2016-06-20,186.2
2016-06-21,186.7
2016-06-22,184.0
2016-06-23,184.0
2016-06-24,178.3
2016-06-27,180.75
2016-06-28,183.2
2016-06-29,184.25
2016-06-30,185.25
2016-07-01,184.3
2016-07-04,185.65
2016-07-05,188.65
2016-07-07,184.85
2016-07-08,183.85
2016-07-11,192.6
2016-07-12,196.95
2016-07-13,200.7
2016-07-14,198.1
2016-07-15,194.15
2016-07-18,190.5
2016-07-19,187.5
2016-07-20,189.2
2016-07-21,187.95
2016-07-22,188.1
2016-07-25,188.75
2016-07-26,187.75
2016-07-27,186.85
2016-07-28,193.25
2016-07-29,195.3
2016-08-01,190.2
2016-08-02,190.1
2016-08-03,188.9
2016-08-04,185.5
2016-08-05,188.9
2016-08-08,190.65
2016-08-09,191.15
2016-08-10,190.05
2016-08-11,183.4
2016-08-12,182.45
2016-08-16,175.5
2016-08-17,177.15
2016-08-18,176.7
2016-08-19,174.25
2016-08-22,174.3
2016-08-23,172.75
2016-08-24,172.6
2016-08-25,171.8
2016-08-26,171.15
2016-08-29,170.5
2016-08-30,171.6
2016-08-31,171.7
2016-09-01,169.15
2016-09-02,166.55
2016-09-06,171.7
2016-09-07,169.0
2016-09-08,171.1
2016-09-09,170.75
2016-09-12,166.25
2016-09-14,166.25
2016-09-15,169.4
2016-09-16,169.95
2016-09-19,169.1
2016-09-20,168.45
2016-09-21,168.45
2016-09-22,168.9
2016-09-23,179.5
2016-09-26,172.65
2016-09-27,169.3
2016-09-28,169.9
2016-09-29,165.95
2016-09-30,169.2
2016-10-03,173.3
2016-10-04,170.65
2016-10-05,171.55
2016-10-06,170.85
2016-10-07,169.95
2016-10-10,170.8
2016-10-13,166.55
2016-10-14,166.85
2016-10-17,165.85
2016-10-18,166.75
2016-10-19,168.55
2016-10-20,169.75
2016-10-21,168.8
2016-10-24,170.95
2016-10-25,167.95
2016-10-26,166.85
2016-10-27,165.4
2016-10-28,165.3
2016-10-30,166.15
2016-11-01,165.3
2016-11-02,162.4
2016-11-03,159.65
2016-11-04,155.65
2016-11-07,156.5
2016-11-08,151.85
2016-11-09,147.1
2016-11-10,154.05
2016-11-11,148.65
2016-11-15,139.35
2016-11-16,137.3
2016-11-17,134.2
2016-11-18,134.3
2016-11-21,131.6
2016-11-22,131.55
2016-11-23,132.65
2016-11-24,135.0
2016-11-25,139.6
2016-11-28,142.2
2016-11-29,145.9
2016-11-30,144.45
2016-12-01,142.05
2016-12-02,140.5
2016-12-05,140.0
2016-12-06,145.15
2016-12-07,155.15
2016-12-08,156.55
2016-12-09,158.1
2016-12-12,153.0
2016-12-13,151.65
2016-12-14,153.0
2016-12-15,152.15
2016-12-16,153.95
2016-12-19,151.85
2016-12-20,149.15
2016-12-21,147.7
2016-12-22,145.9
2016-12-23,145.15
2016-12-26,142.25
2016-12-27,141.85
2016-12-28,142.1
2016-12-29,145.25
2016-12-30,146.3
