Date,BAJAJCORP
2016-01-01,428.1
2016-01-04,430.6
2016-01-05,431.35
2016-01-06,421.75
2016-01-07,404.25
2016-01-08,403.7
2016-01-11,402.5
2016-01-12,405.4
2016-01-13,404.3
2016-01-14,402.2
2016-01-15,402.85
2016-01-18,389.95
2016-01-19,381.4
2016-01-20,371.15
2016-01-21,368.95
2016-01-22,370.4
2016-01-25,379.7
2016-01-27,382.45
2016-01-28,382.95
2016-01-29,382.8
2016-02-01,391.15
2016-02-02,391.3
2016-02-03,389.55
2016-02-04,392.25
2016-02-05,395.35
2016-02-08,396.5
2016-02-09,395.1
2016-02-10,395.1
2016-02-11,394.2
2016-02-12,389.4
2016-02-15,399.8
2016-02-16,394.35
2016-02-17,388.75
2016-02-18,389.55
2016-02-19,381.9
2016-02-22,381.1
2016-02-23,377.6
2016-02-24,381.5
2016-02-25,375.9
2016-02-26,377.4
2016-02-29,381.7
2016-03-01,384.05
2016-03-02,387.95
2016-03-03,386.6
2016-03-04,382.95
2016-03-08,382.95
2016-03-09,384.0
2016-03-10,394.7
2016-03-11,397.8
2016-03-14,394.15
2016-03-15,386.45
2016-03-16,384.35
2016-03-17,381.4
2016-03-18,380.15
2016-03-21,381.1
2016-03-22,374.3
2016-03-23,366.4
2016-03-28,360.55
2016-03-29,372.3
2016-03-30,374.6
2016-03-31,385.9
2016-04-01,384.1
2016-04-04,389.85
2016-04-05,381.75
2016-04-06,376.85
2016-04-07,375.65
2016-04-08,382.75
2016-04-11,383.3
2016-04-12,413.5
2016-04-13,399.35
2016-04-18,394.8
2016-04-20,387.3
2016-04-21,389.65
2016-04-22,389.85
2016-04-25,389.7
2016-04-26,390.05
2016-04-27,386.95
2016-04-28,389.0
2016-04-29,387.1
2016-05-02,386.25
2016-05-03,394.05
2016-05-04,392.85
2016-05-05,388.75
2016-05-06,390.1
2016-05-09,389.85
2016-05-10,390.2
2016-05-11,390.05
2016-05-12,392.7
2016-05-13,404.65
2016-05-16,400.1
2016-05-17,402.35
2016-05-18,397.7
2016-05-19,389.75
2016-05-20,392.4
2016-05-23,390.25
2016-05-24,386.3
2016-05-25,387.1
2016-05-26,385.85
2016-05-27,386.9
2016-05-30,389.85
2016-05-31,387.95
2016-06-01,394.1
2016-06-02,389.6
2016-06-03,386.75
2016-06-06,388.1
2016-06-07,393.45
2016-06-08,404.4
2016-06-09,410.0
2016-06-10,408.8
2016-06-13,405.65
2016-06-14,401.3
2016-06-15,401.9
2016-06-16,392.15
2016-06-17,393.55
2016-06-20,394.1
2016-06-21,394.95
2016-06-22,395.45
2016-06-23,392.35
2016-06-24,385.7
2016-06-27,387.05
2016-06-28,385.0
2016-06-29,387.95
2016-06-30,387.9
2016-07-01,389.75
2016-07-04,398.4
2016-07-05,396.1
2016-07-07,394.05
2016-07-08,392.8
2016-07-11,394.6
2016-07-12,392.5
2016-07-13,394.25
2016-07-14,394.95
2016-07-15,392.4
2016-07-18,394.5
2016-07-19,399.95
2016-07-20,399.65
2016-07-21,397.75
2016-07-22,403.15
2016-07-25,400.75
2016-07-26,400.85
2016-07-27,396.75
2016-07-28,396.5
2016-07-29,390.15
2016-08-01,377.5
2016-08-02,383.9
2016-08-03,388.75
2016-08-04,390.8
2016-08-05,396.9
2016-08-08,394.85
2016-08-09,391.0
2016-08-10,387.15
2016-08-11,390.5
2016-08-12,392.95
2016-08-16,393.1
2016-08-17,400.2
2016-08-18,400.55
2016-08-19,404.3
2016-08-22,398.3
2016-08-23,402.65
2016-08-24,397.4
2016-08-25,398.75
2016-08-26,400.0
2016-08-29,399.4
2016-08-30,400.6
2016-08-31,400.0
2016-09-01,402.55
2016-09-02,408.5
2016-09-06,405.25
2016-09-07,406.15
2016-09-08,408.5
2016-09-09,406.45
2016-09-12,400.5
2016-09-14,398.65
2016-09-15,395.0
2016-09-16,405.4
2016-09-19,397.5
2016-09-20,398.55
2016-09-21,396.85
2016-09-22,399.5
2016-09-23,396.1
2016-09-26,396.5
2016-09-27,394.85
2016-09-28,392.75
2016-09-29,387.4
2016-09-30,386.6
2016-10-03,394.9
2016-10-04,394.2
2016-10-05,396.95
2016-10-06,397.7
2016-10-07,400.75
2016-10-10,398.3
2016-10-13,399.8
2016-10-14,398.6
2016-10-17,401.1
2016-10-18,401.95
2016-10-19,403.2
2016-10-20,404.55
2016-10-21,405.55
2016-10-24,404.15
2016-10-25,402.05
2016-10-26,400.0
2016-10-27,403.65
2016-10-28,406.85
2016-10-30,408.05
2016-11-01,403.45
2016-11-02,400.15
2016-11-03,401.25
2016-11-04,396.4
2016-11-07,400.35
2016-11-08,404.2
2016-11-09,398.95
2016-11-10,399.5
2016-11-11,393.35
2016-11-15,387.95
2016-11-16,384.85
2016-11-17,375.1
2016-11-18,384.05
2016-11-21,378.6
2016-11-22,378.85
2016-11-23,379.35
2016-11-24,370.15
2016-11-25,369.95
2016-11-28,364.45
2016-11-29,365.35
2016-11-30,367.95
2016-12-01,364.7
2016-12-02,365.5
2016-12-05,364.85
2016-12-06,364.55
2016-12-07,356.5
2016-12-08,365.2
2016-12-09,365.85
2016-12-12,356.4
2016-12-13,364.45
2016-12-14,352.25
2016-12-15,353.4
2016-12-16,359.9
2016-12-19,352.6
2016-12-20,360.05
2016-12-21,358.65
2016-12-22,364.65
2016-12-23,357.15
2016-12-26,360.6
2016-12-27,355.7
2016-12-28,360.4
2016-12-29,362.0
2016-12-30,371.45
