Date,PANAMAPET
2016-01-01,75.1
2016-01-04,73.05
2016-01-05,74.25
2016-01-06,74.2
2016-01-07,70.35
2016-01-08,74.0
2016-01-11,74.0
2016-01-12,72.45
2016-01-13,71.05
2016-01-14,69.0
2016-01-15,63.3
2016-01-18,61.3
2016-01-19,64.75
2016-01-20,59.6
2016-01-21,63.3
2016-01-22,62.9
2016-01-25,63.0
2016-01-27,63.45
2016-01-28,61.5
2016-01-29,62.0
2016-02-01,63.0
2016-02-02,62.0
2016-02-03,62.9
2016-02-04,62.0
2016-02-05,62.5
2016-02-08,60.6
2016-02-09,62.9
2016-02-10,61.45
2016-02-11,58.7
2016-02-12,59.0
2016-02-15,62.0
2016-02-16,58.2
2016-02-17,59.0
2016-02-18,57.9
2016-02-19,58.95
2016-02-22,61.0
2016-02-23,58.45
2016-02-24,56.0
2016-02-25,56.6
2016-02-26,56.3
2016-02-29,57.5
2016-03-01,57.0
2016-03-02,58.0
2016-03-03,57.75
2016-03-04,59.6
2016-03-08,60.1
2016-03-09,58.3
2016-03-10,58.5
2016-03-11,58.9
2016-03-14,59.1
2016-03-15,58.15
2016-03-16,59.2
2016-03-17,58.9
2016-03-18,58.5
2016-03-21,59.05
2016-03-22,57.9
2016-03-23,56.8
2016-03-28,56.55
2016-03-29,59.0
2016-03-30,64.85
2016-03-31,64.0
2016-04-01,64.5
2016-04-04,64.65
2016-04-05,64.4
2016-04-06,65.25
2016-04-07,65.4
2016-04-08,66.3
2016-04-11,65.75
2016-04-12,64.7
2016-04-13,64.9
2016-04-18,64.65
2016-04-20,65.25
2016-04-21,65.7
2016-04-22,67.75
2016-04-25,67.85
2016-04-26,68.8
2016-04-27,68.1
2016-04-28,68.0
2016-04-29,67.25
2016-05-02,67.1
2016-05-03,68.65
2016-05-04,69.9
2016-05-05,70.2
2016-05-06,70.0
2016-05-09,68.3
2016-05-10,68.8
2016-05-11,69.7
2016-05-12,69.75
2016-05-13,67.6
2016-05-16,69.0
2016-05-17,69.55
2016-05-18,69.9
2016-05-19,68.45
2016-05-20,69.8
2016-05-23,62.3
2016-05-24,62.45
2016-05-25,60.55
2016-05-26,61.0
2016-05-27,61.85
2016-05-30,61.0
2016-05-31,56.15
2016-06-01,56.35
2016-06-02,55.35
2016-06-03,52.85
2016-06-06,55.95
2016-06-07,55.6
2016-06-08,57.35
2016-06-09,56.85
2016-06-10,55.5
2016-06-13,55.2
2016-06-14,55.15
2016-06-15,55.2
2016-06-16,56.05
2016-06-17,55.75
2016-06-20,55.35
2016-06-21,56.4
2016-06-22,54.75
2016-06-23,55.1
2016-06-24,54.0
2016-06-27,53.25
2016-06-28,53.05
2016-06-29,55.05
2016-06-30,54.75
2016-07-01,56.2
2016-07-04,56.7
2016-07-05,57.2
2016-07-07,57.85
2016-07-08,57.65
2016-07-11,57.85
2016-07-12,60.6
2016-07-13,60.15
2016-07-14,60.25
2016-07-15,60.2
2016-07-18,59.0
2016-07-19,59.55
2016-07-20,58.45
2016-07-21,58.75
2016-07-22,58.75
2016-07-25,59.5
2016-07-26,60.0
2016-07-27,60.2
2016-07-28,60.9
2016-07-29,60.95
2016-08-01,61.55
2016-08-02,60.1
2016-08-03,61.75
2016-08-04,61.35
2016-08-05,61.0
2016-08-08,62.15
2016-08-09,61.5
2016-08-10,61.25
2016-08-11,62.75
2016-08-12,62.0
2016-08-16,61.7
2016-08-17,63.5
2016-08-18,61.55
2016-08-19,61.8
2016-08-22,70.65
2016-08-23,69.3
2016-08-24,69.7
2016-08-25,69.05
2016-08-26,67.95
2016-08-29,69.5
2016-08-30,68.85
2016-08-31,68.5
2016-09-01,68.0
2016-09-02,68.0
2016-09-06,66.3
2016-09-07,66.9
2016-09-08,66.7
2016-09-09,66.7
2016-09-12,66.3
2016-09-14,71.15
2016-09-15,72.95
2016-09-16,71.9
2016-09-19,72.45
2016-09-20,72.25
2016-09-21,71.45
2016-09-22,71.8
2016-09-23,70.8
2016-09-26,69.9
2016-09-27,70.65
2016-09-28,72.0
2016-09-29,66.7
2016-09-30,69.85
2016-10-03,71.4
2016-10-04,71.15
2016-10-05,79.25
2016-10-06,76.55
2016-10-07,77.95
2016-10-10,77.9
2016-10-13,75.8
2016-10-14,74.5
2016-10-17,82.0
2016-10-18,82.15
2016-10-19,80.55
2016-10-20,81.0
2016-10-21,79.0
2016-10-24,81.8
2016-10-25,81.9
2016-10-26,87.1
2016-10-27,87.0
2016-10-28,87.85
2016-10-30,92.45
2016-11-01,96.75
2016-11-02,102.45
2016-11-03,99.8
2016-11-04,95.5
2016-11-07,98.85
2016-11-08,96.6
2016-11-09,92.25
2016-11-10,94.8
2016-11-11,89.1
2016-11-15,85.0
2016-11-16,85.4
2016-11-17,85.05
2016-11-18,87.8
2016-11-21,85.35
2016-11-22,84.6
2016-11-23,87.35
2016-11-24,87.55
2016-11-25,94.6
2016-11-28,93.5
2016-11-29,93.6
2016-11-30,92.1
2016-12-01,91.05
2016-12-02,89.35
2016-12-05,89.05
2016-12-06,89.45
2016-12-07,87.0
2016-12-08,88.85
2016-12-09,88.95
2016-12-12,88.1
2016-12-13,88.0
2016-12-14,86.8
2016-12-15,87.95
2016-12-16,88.05
2016-12-19,86.6
2016-12-20,84.5
2016-12-21,84.6
2016-12-22,81.9
2016-12-23,83.3
2016-12-26,81.7
2016-12-27,81.5
2016-12-28,84.15
2016-12-29,84.9
2016-12-30,88.5
