Date,BRIGADE
2016-01-01,153.6
2016-01-04,154.95
2016-01-05,153.2
2016-01-06,153.6
2016-01-07,148.5
2016-01-08,151.75
2016-01-11,149.95
2016-01-12,148.4
2016-01-13,143.8
2016-01-14,137.6
2016-01-15,136.55
2016-01-18,134.15
2016-01-19,136.5
2016-01-20,136.1
2016-01-21,136.7
2016-01-22,137.0
2016-01-25,136.35
2016-01-27,137.3
2016-01-28,155.65
2016-01-29,155.65
2016-02-01,156.1
2016-02-02,145.05
2016-02-03,145.75
2016-02-04,146.15
2016-02-05,146.35
2016-02-08,149.35
2016-02-09,144.2
2016-02-10,145.75
2016-02-11,145.75
2016-02-12,138.35
2016-02-15,140.85
2016-02-16,136.3
2016-02-17,139.3
2016-02-18,136.0
2016-02-19,136.55
2016-02-22,135.8
2016-02-23,135.3
2016-02-24,134.0
2016-02-25,134.4
2016-02-26,134.65
2016-02-29,134.65
2016-03-01,138.6
2016-03-02,142.2
2016-03-03,144.45
2016-03-04,140.55
2016-03-08,137.85
2016-03-09,141.75
2016-03-10,139.65
2016-03-11,138.15
2016-03-14,139.45
2016-03-15,140.0
2016-03-16,139.5
2016-03-17,138.65
2016-03-18,138.5
2016-03-21,140.3
2016-03-22,140.15
2016-03-23,139.6
2016-03-28,138.7
2016-03-29,139.65
2016-03-30,142.05
2016-03-31,144.25
2016-04-01,143.15
2016-04-04,140.45
2016-04-05,139.5
2016-04-06,139.6
2016-04-07,139.1
2016-04-08,142.15
2016-04-11,141.9
2016-04-12,141.85
2016-04-13,143.15
2016-04-18,148.65
2016-04-20,148.0
2016-04-21,149.0
2016-04-22,149.05
2016-04-25,150.95
2016-04-26,150.55
2016-04-27,155.05
2016-04-28,150.5
2016-04-29,150.25
2016-05-02,150.15
2016-05-03,150.65
2016-05-04,152.0
2016-05-05,152.35
2016-05-06,152.05
2016-05-09,152.0
2016-05-10,153.2
2016-05-11,152.4
2016-05-12,151.95
2016-05-13,152.05
2016-05-16,151.95
2016-05-17,151.95
2016-05-18,152.05
2016-05-19,153.95
2016-05-20,151.95
2016-05-23,149.9
2016-05-24,151.4
2016-05-25,152.0
2016-05-26,151.0
2016-05-27,152.25
2016-05-30,149.5
2016-05-31,149.1
2016-06-01,149.05
2016-06-02,155.45
2016-06-03,153.75
2016-06-06,150.9
2016-06-07,150.55
2016-06-08,151.95
2016-06-09,154.5
2016-06-10,155.2
2016-06-13,155.05
2016-06-14,155.0
2016-06-15,156.15
2016-06-16,158.6
2016-06-17,179.95
2016-06-20,165.15
2016-06-21,162.4
2016-06-22,159.25
2016-06-23,159.5
2016-06-24,155.0
2016-06-27,156.1
2016-06-28,155.75
2016-06-29,157.15
2016-06-30,160.45
2016-07-01,160.05
2016-07-04,161.5
2016-07-05,163.75
2016-07-07,162.1
2016-07-08,164.05
2016-07-11,162.65
2016-07-12,162.2
2016-07-13,162.0
2016-07-14,161.6
2016-07-15,162.1
2016-07-18,158.4
2016-07-19,158.3
2016-07-20,159.8
2016-07-21,169.25
2016-07-22,174.1
2016-07-25,168.6
2016-07-26,170.2
2016-07-27,168.85
2016-07-28,167.05
2016-07-29,172.65
2016-08-01,168.4
2016-08-02,166.75
2016-08-03,164.9
2016-08-04,165.4
2016-08-05,162.7
2016-08-08,163.7
2016-08-09,161.5
2016-08-10,159.85
2016-08-11,158.4
2016-08-12,158.35
2016-08-16,159.85
2016-08-17,166.25
2016-08-18,167.4
2016-08-19,171.65
2016-08-22,174.95
2016-08-23,171.95
2016-08-24,171.4
2016-08-25,170.4
2016-08-26,169.85
2016-08-29,170.3
2016-08-30,170.05
2016-08-31,170.35
2016-09-01,171.25
2016-09-02,171.05
2016-09-06,170.95
2016-09-07,171.0
2016-09-08,177.95
2016-09-09,174.25
2016-09-12,173.0
2016-09-14,174.7
2016-09-15,173.05
2016-09-16,174.95
2016-09-19,178.55
2016-09-20,175.1
2016-09-21,175.0
2016-09-22,175.0
2016-09-23,181.05
2016-09-26,177.05
2016-09-27,173.85
2016-09-28,173.5
2016-09-29,172.0
2016-09-30,173.55
2016-10-03,175.0
2016-10-04,174.65
2016-10-05,175.1
2016-10-06,174.7
2016-10-07,175.35
2016-10-10,175.65
2016-10-13,175.3
2016-10-14,177.7
2016-10-17,175.7
2016-10-18,175.05
2016-10-19,178.7
2016-10-20,175.6
2016-10-21,179.9
2016-10-24,179.05
2016-10-25,178.0
2016-10-26,180.55
2016-10-27,180.1
2016-10-28,180.0
2016-10-30,178.4
2016-11-01,180.1
2016-11-02,178.0
2016-11-03,180.0
2016-11-04,179.3
2016-11-07,175.3
2016-11-08,174.9
2016-11-09,165.0
2016-11-10,162.7
2016-11-11,160.6
2016-11-15,155.15
2016-11-16,156.6
2016-11-17,153.05
2016-11-18,151.8
2016-11-21,157.1
2016-11-22,166.0
2016-11-23,161.45
2016-11-24,162.9
2016-11-25,159.6
2016-11-28,154.4
2016-11-29,151.65
2016-11-30,152.15
2016-12-01,151.0
2016-12-02,152.1
2016-12-05,152.1
2016-12-06,153.1
2016-12-07,153.0
2016-12-08,153.65
2016-12-09,152.85
2016-12-12,157.1
2016-12-13,158.3
2016-12-14,152.35
2016-12-15,158.55
2016-12-16,158.2
2016-12-19,153.3
2016-12-20,150.95
2016-12-21,149.55
2016-12-22,150.1
2016-12-23,148.0
2016-12-26,145.65
2016-12-27,149.3
2016-12-28,149.95
2016-12-29,149.15
2016-12-30,150.1
