Date,IDBI
2016-01-01,89.9
2016-01-04,84.85
2016-01-05,83.9
2016-01-06,82.9
2016-01-07,77.7
2016-01-08,78.05
2016-01-11,76.55
2016-01-12,73.75
2016-01-13,70.3
2016-01-14,66.1
2016-01-15,60.8
2016-01-18,55.55
2016-01-19,57.9
2016-01-20,55.25
2016-01-21,57.7
2016-01-22,60.1
2016-01-25,59.1
2016-01-27,58.95
2016-01-28,59.85
2016-01-29,58.7
2016-02-01,58.45
2016-02-02,59.45
2016-02-03,57.1
2016-02-04,55.8
2016-02-05,57.0
2016-02-08,56.9
2016-02-09,55.65
2016-02-10,53.8
2016-02-11,51.85
2016-02-12,51.55
2016-02-15,53.65
2016-02-16,52.4
2016-02-17,52.7
2016-02-18,53.4
2016-02-19,54.9
2016-02-22,56.9
2016-02-23,55.7
2016-02-24,56.5
2016-02-25,56.25
2016-02-26,55.6
2016-02-29,58.55
2016-03-01,59.5
2016-03-02,64.1
2016-03-03,65.35
2016-03-04,68.15
2016-03-08,68.85
2016-03-09,68.15
2016-03-10,65.95
2016-03-11,65.1
2016-03-14,64.25
2016-03-15,65.05
2016-03-16,65.65
2016-03-17,66.55
2016-03-18,67.2
2016-03-21,70.3
2016-03-22,69.1
2016-03-23,70.8
2016-03-28,68.2
2016-03-29,68.2
2016-03-30,69.4
2016-03-31,69.4
2016-04-01,72.65
2016-04-04,71.2
2016-04-05,68.15
2016-04-06,67.35
2016-04-07,67.65
2016-04-08,67.2
2016-04-11,68.1
2016-04-12,69.35
2016-04-13,69.85
2016-04-18,71.35
2016-04-20,71.9
2016-04-21,72.35
2016-04-22,72.5
2016-04-25,71.1
2016-04-26,71.05
2016-04-27,70.9
2016-04-28,69.65
2016-04-29,69.35
2016-05-02,68.6
2016-05-03,67.8
2016-05-04,66.9
2016-05-05,66.2
2016-05-06,67.75
2016-05-09,69.3
2016-05-10,69.15
2016-05-11,67.75
2016-05-12,68.3
2016-05-13,65.6
2016-05-16,63.8
2016-05-17,64.6
2016-05-18,65.55
2016-05-19,64.35
2016-05-20,64.1
2016-05-23,64.45
2016-05-24,64.2
2016-05-25,65.4
2016-05-26,65.6
2016-05-27,67.45
2016-05-30,67.45
2016-05-31,67.9
2016-06-01,65.95
2016-06-02,67.0
2016-06-03,64.15
2016-06-06,64.9
2016-06-07,65.8
2016-06-08,67.45
2016-06-09,67.65
2016-06-10,66.15
2016-06-13,66.45
2016-06-14,69.8
2016-06-15,70.7
2016-06-16,71.05
2016-06-17,71.5
2016-06-20,71.3
2016-06-21,70.75
2016-06-22,69.9
2016-06-23,69.7
2016-06-24,66.05
2016-06-27,67.65
2016-06-28,68.1
2016-06-29,69.1
2016-06-30,69.8
2016-07-01,71.05
2016-07-04,75.25
2016-07-05,76.8
2016-07-07,74.9
2016-07-08,74.8
2016-07-11,76.25
2016-07-12,76.1
2016-07-13,74.25
2016-07-14,76.2
2016-07-15,74.55
2016-07-18,72.9
2016-07-19,73.55
2016-07-20,73.7
2016-07-21,71.75
2016-07-22,71.85
2016-07-25,74.1
2016-07-26,73.75
2016-07-27,71.85
2016-07-28,70.15
2016-07-29,69.85
2016-08-01,68.1
2016-08-02,68.85
2016-08-03,68.25
2016-08-04,68.2
2016-08-05,69.5
2016-08-08,68.45
2016-08-09,68.3
2016-08-10,66.8
2016-08-11,68.4
2016-08-12,68.35
2016-08-16,67.95
2016-08-17,68.15
2016-08-18,69.0
2016-08-19,71.1
2016-08-22,71.15
2016-08-23,72.05
2016-08-24,71.9
2016-08-25,75.25
2016-08-26,70.45
2016-08-29,70.5
2016-08-30,72.4
2016-08-31,72.9
2016-09-01,71.65
2016-09-02,72.8
2016-09-06,73.4
2016-09-07,74.85
2016-09-08,75.8
2016-09-09,79.5
2016-09-12,75.6
2016-09-14,77.7
2016-09-15,76.3
2016-09-16,75.25
2016-09-19,75.5
2016-09-20,73.95
2016-09-21,72.65
2016-09-22,74.65
2016-09-23,73.5
2016-09-26,71.8
2016-09-27,70.7
2016-09-28,72.55
2016-09-29,67.0
2016-09-30,68.7
2016-10-03,71.05
2016-10-04,72.15
2016-10-05,71.2
2016-10-06,69.75
2016-10-07,71.8
2016-10-10,71.05
2016-10-13,69.0
2016-10-14,68.95
2016-10-17,68.6
2016-10-18,70.2
2016-10-19,72.85
2016-10-20,73.85
2016-10-21,76.55
2016-10-24,76.55
2016-10-25,74.3
2016-10-26,74.55
2016-10-27,74.55
2016-10-28,73.55
2016-10-30,73.65
2016-11-01,72.85
2016-11-02,70.15
2016-11-03,69.5
2016-11-04,68.6
2016-11-07,70.25
2016-11-08,69.7
2016-11-09,69.45
2016-11-10,72.5
2016-11-11,71.45
2016-11-15,70.75
2016-11-16,70.85
2016-11-17,70.15
2016-11-18,71.65
2016-11-21,68.05
2016-11-22,67.7
2016-11-23,68.25
2016-11-24,66.8
2016-11-25,67.95
2016-11-28,67.75
2016-11-29,68.0
2016-11-30,69.2
2016-12-01,68.55
2016-12-02,67.8
2016-12-05,68.1
2016-12-06,68.25
2016-12-07,67.65
2016-12-08,68.65
2016-12-09,71.9
2016-12-12,70.55
2016-12-13,70.8
2016-12-14,69.9
2016-12-15,70.55
2016-12-16,70.4
2016-12-19,70.2
2016-12-20,68.25
2016-12-21,68.1
2016-12-22,67.85
2016-12-23,67.8
2016-12-26,65.95
2016-12-27,67.0
2016-12-28,67.0
2016-12-29,69.35
2016-12-30,69.4
