Date,GATI
2016-01-01,165.05
2016-01-04,161.4
2016-01-05,161.85
2016-01-06,159.0
2016-01-07,152.4
2016-01-08,159.45
2016-01-11,156.1
2016-01-12,153.05
2016-01-13,147.35
2016-01-14,143.5
2016-01-15,132.6
2016-01-18,121.05
2016-01-19,124.75
2016-01-20,119.45
2016-01-21,104.1
2016-01-22,107.8
2016-01-25,109.35
2016-01-27,111.75
2016-01-28,113.05
2016-01-29,114.45
2016-02-01,120.2
2016-02-02,116.7
2016-02-03,112.6
2016-02-04,107.6
2016-02-05,110.05
2016-02-08,109.5
2016-02-09,108.7
2016-02-10,106.85
2016-02-11,101.6
2016-02-12,99.15
2016-02-15,108.1
2016-02-16,107.35
2016-02-17,109.35
2016-02-18,108.35
2016-02-19,107.8
2016-02-22,108.35
2016-02-23,105.75
2016-02-24,104.15
2016-02-25,102.35
2016-02-26,101.45
2016-02-29,99.85
2016-03-01,107.35
2016-03-02,107.65
2016-03-03,113.6
2016-03-04,112.45
2016-03-08,112.3
2016-03-09,114.8
2016-03-10,113.85
2016-03-11,112.4
2016-03-14,111.7
2016-03-15,110.1
2016-03-16,109.65
2016-03-17,109.45
2016-03-18,109.35
2016-03-21,111.05
2016-03-22,110.3
2016-03-23,109.05
2016-03-28,105.55
2016-03-29,105.1
2016-03-30,109.3
2016-03-31,108.95
2016-04-01,109.9
2016-04-04,113.75
2016-04-05,109.6
2016-04-06,111.15
2016-04-07,114.25
2016-04-08,117.45
2016-04-11,117.8
2016-04-12,117.45
2016-04-13,119.65
2016-04-18,121.95
2016-04-20,124.6
2016-04-21,122.5
2016-04-22,122.1
2016-04-25,119.15
2016-04-26,119.65
2016-04-27,118.65
2016-04-28,119.55
2016-04-29,120.15
2016-05-02,120.3
2016-05-03,119.25
2016-05-04,115.35
2016-05-05,114.95
2016-05-06,112.5
2016-05-09,113.3
2016-05-10,115.35
2016-05-11,113.5
2016-05-12,116.25
2016-05-13,114.5
2016-05-16,119.0
2016-05-17,119.0
2016-05-18,117.75
2016-05-19,124.85
2016-05-20,131.25
2016-05-23,128.4
2016-05-24,123.7
2016-05-25,128.6
2016-05-26,130.15
2016-05-27,130.1
2016-05-30,128.75
2016-05-31,131.8
2016-06-01,133.4
2016-06-02,134.2
2016-06-03,134.15
2016-06-06,133.25
2016-06-07,134.2
2016-06-08,147.45
2016-06-09,152.0
2016-06-10,159.85
2016-06-13,169.45
2016-06-14,155.75
2016-06-15,157.45
2016-06-16,153.85
2016-06-17,151.2
2016-06-20,152.45
2016-06-21,163.6
2016-06-22,161.65
2016-06-23,161.95
2016-06-24,166.15
2016-06-27,170.2
2016-06-28,171.25
2016-06-29,172.65
2016-06-30,172.15
2016-07-01,169.05
2016-07-04,169.15
2016-07-05,170.85
2016-07-07,171.2
2016-07-08,175.8
2016-07-11,176.8
2016-07-12,173.7
2016-07-13,165.5
2016-07-14,181.25
2016-07-15,175.6
2016-07-18,175.95
2016-07-19,174.85
2016-07-20,177.35
2016-07-21,173.65
2016-07-22,175.25
2016-07-25,177.2
2016-07-26,172.55
2016-07-27,171.4
2016-07-28,181.65
2016-07-29,182.8
2016-08-01,181.45
2016-08-02,183.75
2016-08-03,176.95
2016-08-04,168.85
2016-08-05,165.35
2016-08-08,167.05
2016-08-09,160.7
2016-08-10,152.7
2016-08-11,142.2
2016-08-12,144.45
2016-08-16,139.9
2016-08-17,147.0
2016-08-18,151.05
2016-08-19,152.0
2016-08-22,150.7
2016-08-23,153.5
2016-08-24,151.9
2016-08-25,150.6
2016-08-26,148.55
2016-08-29,142.85
2016-08-30,143.1
2016-08-31,139.7
2016-09-01,136.05
2016-09-02,138.1
2016-09-06,141.75
2016-09-07,140.2
2016-09-08,139.9
2016-09-09,142.05
2016-09-12,140.45
2016-09-14,141.05
2016-09-15,140.15
2016-09-16,139.2
2016-09-19,138.35
2016-09-20,137.95
2016-09-21,138.65
2016-09-22,139.9
2016-09-23,139.4
2016-09-26,137.85
2016-09-27,137.15
2016-09-28,137.7
2016-09-29,128.1
2016-09-30,130.3
2016-10-03,134.7
2016-10-04,133.9
2016-10-05,135.4
2016-10-06,133.65
2016-10-07,132.75
2016-10-10,133.7
2016-10-13,131.1
2016-10-14,130.75
2016-10-17,130.25
2016-10-18,136.6
2016-10-19,142.5
2016-10-20,138.2
2016-10-21,136.75
2016-10-24,136.85
2016-10-25,138.2
2016-10-26,144.9
2016-10-27,142.8
2016-10-28,142.4
2016-10-30,142.75
2016-11-01,143.6
2016-11-02,140.25
2016-11-03,144.05
2016-11-04,138.15
2016-11-07,135.8
2016-11-08,133.6
2016-11-09,128.0
2016-11-10,131.2
2016-11-11,125.15
2016-11-15,119.35
2016-11-16,121.8
2016-11-17,119.85
2016-11-18,119.75
2016-11-21,118.0
2016-11-22,115.7
2016-11-23,117.7
2016-11-24,117.9
2016-11-25,118.75
2016-11-28,119.35
2016-11-29,122.6
2016-11-30,124.85
2016-12-01,123.5
2016-12-02,121.0
2016-12-05,118.05
2016-12-06,118.4
2016-12-07,117.6
2016-12-08,117.9
2016-12-09,121.05
2016-12-12,119.8
2016-12-13,119.1
2016-12-14,115.9
2016-12-15,116.0
2016-12-16,113.15
2016-12-19,112.25
2016-12-20,112.7
2016-12-21,112.5
2016-12-22,113.2
2016-12-23,114.95
2016-12-26,110.95
2016-12-27,111.0
2016-12-28,111.45
2016-12-29,111.85
2016-12-30,113.15
