Date,ASTRAZEN
2013-09-19,846.55
2013-09-20,832.2
2013-09-23,831.9
2013-09-24,831.9
2013-09-25,845.65
2013-09-26,838.6
2013-09-27,860.85
2013-09-30,879.45
2013-10-01,889.9
2013-10-03,896.6
2013-10-04,877.6
2013-10-07,871.5
2013-10-08,860.35
2013-10-09,845.25
2013-10-10,886.2
2013-10-11,863.8
2013-10-14,860.55
2013-10-15,849.05
2013-10-17,852.65
2013-10-18,851.1
2013-10-21,852.9
2013-10-22,838.15
2013-10-23,840.45
2013-10-24,834.75
2013-10-25,822.85
2013-10-28,834.0
2013-10-29,833.8
2013-10-30,861.9
2013-10-31,857.1
2013-11-01,854.0
2013-11-03,865.35
2013-11-05,854.4
2013-11-06,860.7
2013-11-07,863.45
2013-11-08,874.95
2013-11-11,896.3
2013-11-12,834.75
2013-11-13,817.7
2013-11-14,824.4
2013-11-18,830.4
2013-11-19,821.75
2013-11-20,826.8
2013-11-21,816.8
2013-11-22,818.65
2013-11-25,826.1
2013-11-26,872.75
2013-11-27,850.75
2013-11-28,845.95
2013-11-29,834.2
2013-12-02,830.75
2013-12-03,845.8
2013-12-04,834.3
2013-12-05,825.95
2013-12-06,837.5
2013-12-09,833.7
2013-12-10,827.55
2013-12-11,821.15
2013-12-12,816.9
2013-12-13,809.5
2013-12-16,821.75
2013-12-17,820.15
2013-12-18,823.2
2013-12-19,858.6
2013-12-20,849.05
2013-12-23,864.15
2013-12-24,851.0
2013-12-26,852.8
2013-12-27,834.35
2013-12-30,828.3
2013-12-31,836.1
