Date,GAEL
2013-01-01,25.9
2013-01-02,26.6
2013-01-03,26.6
2013-01-04,27.0
2013-01-07,27.5
2013-01-08,27.45
2013-01-09,27.3
2013-01-10,26.75
2013-01-11,26.0
2013-01-14,26.45
2013-01-15,26.7
2013-01-16,26.5
2013-01-17,27.15
2013-01-18,26.85
2013-01-21,28.45
2013-01-22,29.05
2013-01-23,29.8
2013-01-24,28.6
2013-01-25,29.35
2013-01-28,28.85
2013-01-29,29.0
2013-01-30,28.35
2013-01-31,28.5
2013-02-01,28.6
2013-02-04,30.05
2013-02-05,29.35
2013-02-06,29.45
2013-02-07,28.5
2013-02-08,28.65
2013-02-11,27.9
2013-02-12,27.4
2013-02-13,28.25
2013-02-14,27.65
2013-02-15,27.15
2013-02-18,26.95
2013-02-19,27.25
2013-02-20,26.9
2013-02-21,26.15
2013-02-22,26.2
2013-02-25,25.45
2013-02-26,23.85
2013-02-27,24.65
2013-02-28,24.7
2013-03-01,24.4
2013-03-04,23.45
2013-03-05,24.6
2013-03-06,24.05
2013-03-07,24.55
2013-03-08,25.4
2013-03-11,25.25
2013-03-12,25.1
2013-03-13,24.25
2013-03-14,24.55
2013-03-15,23.95
2013-03-18,23.85
2013-03-19,23.1
2013-03-20,22.7
2013-03-21,22.85
2013-03-22,21.95
2013-03-25,22.75
2013-03-26,22.0
2013-03-28,22.85
2013-04-01,23.65
2013-04-02,24.1
2013-04-03,23.95
2013-04-04,23.9
2013-04-05,23.85
2013-04-08,23.55
2013-04-09,23.25
2013-04-10,23.1
2013-04-11,24.0
2013-04-12,24.05
2013-04-15,24.0
2013-04-16,24.1
2013-04-17,27.1
2013-04-18,26.55
2013-04-22,25.45
2013-04-23,25.3
2013-04-25,25.05
2013-04-26,24.85
2013-04-29,24.5
2013-04-30,24.6
2013-05-02,24.5
2013-05-03,25.0
2013-05-06,25.55
2013-05-07,25.1
2013-05-08,25.25
2013-05-09,25.5
2013-05-10,25.35
2013-05-11,25.35
2013-05-13,25.2
2013-05-14,25.3
2013-05-15,25.55
2013-05-16,25.6
2013-05-17,25.45
2013-05-20,26.4
2013-05-21,26.45
2013-05-22,26.55
2013-05-23,25.45
2013-05-24,25.4
2013-05-27,24.2
2013-05-28,24.55
2013-05-29,23.95
2013-05-30,23.85
2013-05-31,23.5
2013-06-03,22.9
2013-06-04,22.5
2013-06-05,22.6
2013-06-06,22.45
2013-06-07,22.55
2013-06-10,22.8
2013-06-11,22.9
2013-06-12,22.65
2013-06-13,22.35
2013-06-14,22.55
2013-06-17,24.15
2013-06-18,23.05
2013-06-19,23.65
2013-06-20,22.7
2013-06-21,22.55
2013-06-24,22.4
2013-06-25,22.35
2013-06-26,21.7
2013-06-27,21.5
2013-06-28,21.65
2013-07-01,22.0
2013-07-02,21.95
2013-07-03,21.35
2013-07-04,22.1
2013-07-05,21.45
2013-07-08,21.45
2013-07-09,21.35
2013-07-10,21.3
2013-07-11,21.25
2013-07-12,21.45
2013-07-15,21.5
2013-07-16,21.55
2013-07-17,21.35
2013-07-18,21.4
2013-07-19,21.4
2013-07-22,21.8
2013-07-23,21.5
2013-07-24,22.1
2013-07-25,22.3
2013-07-26,22.65
2013-07-29,22.05
2013-07-30,21.5
2013-07-31,21.15
2013-08-01,19.2
2013-08-02,19.0
2013-08-05,18.55
2013-08-06,18.5
2013-08-07,18.85
2013-08-08,19.1
2013-08-12,19.15
2013-08-13,19.75
2013-08-14,19.45
2013-08-16,19.75
2013-08-19,20.6
2013-08-20,20.35
2013-08-21,20.7
2013-08-22,20.95
2013-08-23,20.9
2013-08-26,21.05
2013-08-27,20.8
2013-08-28,19.9
2013-08-29,20.0
2013-08-30,20.1
2013-09-02,20.95
2013-09-03,23.4
2013-09-04,24.0
2013-09-05,23.95
2013-09-06,23.55
2013-09-10,22.5
2013-09-11,22.95
2013-09-12,24.0
2013-09-13,23.5
2013-09-16,23.55
2013-09-17,23.3
2013-09-18,23.3
2013-09-19,24.4
2013-09-20,24.5
2013-09-23,24.0
2013-09-24,24.05
2013-09-25,24.0
2013-09-26,24.0
2013-09-27,24.55
2013-09-30,25.45
2013-10-01,25.95
2013-10-03,25.4
2013-10-04,25.1
2013-10-07,25.1
2013-10-08,25.9
2013-10-09,25.05
2013-10-10,26.1
2013-10-11,26.1
2013-10-14,26.55
2013-10-15,25.4
2013-10-17,25.3
2013-10-18,25.45
2013-10-21,25.45
2013-10-22,25.95
2013-10-23,25.75
2013-10-24,25.8
2013-10-25,25.35
2013-10-28,24.15
2013-10-29,27.05
2013-10-30,27.0
2013-10-31,27.0
2013-11-01,26.75
2013-11-03,27.2
2013-11-05,26.85
2013-11-06,26.7
2013-11-07,26.7
2013-11-08,26.5
2013-11-11,26.75
2013-11-12,27.4
2013-11-13,27.15
2013-11-14,27.25
2013-11-18,27.1
2013-11-19,26.9
2013-11-20,26.95
2013-11-21,27.35
2013-11-22,26.85
2013-11-25,27.2
2013-11-26,26.9
2013-11-27,27.15
2013-11-28,27.05
2013-11-29,27.05
2013-12-02,27.2
2013-12-03,27.4
2013-12-04,27.8
2013-12-05,28.05
2013-12-06,28.5
2013-12-09,28.5
2013-12-10,28.3
2013-12-11,28.1
2013-12-12,28.1
2013-12-13,28.45
2013-12-16,28.95
2013-12-17,27.65
2013-12-18,27.55
2013-12-19,27.8
2013-12-20,27.5
2013-12-23,27.6
2013-12-24,27.3
2013-12-26,27.05
2013-12-27,27.15
2013-12-30,27.2
2013-12-31,27.05
