Symbol,Entropy
MRF,5.212181764998707
ORISSAMINE,4.695773686757141
PAGEIND,4.681740522865481
GSKCONS,4.661929691538787
EICHERMOT,4.6161526751871
TIDEWATER,4.508463658282353
NESTLEIND,4.492363810798042
BOSCHLTD,4.421930211396893
3MINDIA,4.350917603156933
SBIN,4.346077045867378
BLUEDART,4.343287041017317
SHREECEM,4.340131358519857
OFSS,4.2682573829330375
INFY,4.243636704035146
MCDOWELL-N,4.223503061354084
GODFRYPHLP,4.189439954908968
ASIANPAINT,4.168829025378945
MCX,4.095036305710071
DRREDDY,4.085731049549661
TCS,4.082085607681276
LT,4.057069880026358
GRASIM,4.021729166055939
LAXMIMACH,4.008289985329854
TTKPRESTIG,4.000981322093347
AXISBANK,3.972870598424409
HEROMOTOCO,3.938540010288433
BAYERCROP,3.9363975807696803
TECHM,3.917001017194271
ICRA,3.8931312760147083
MARUTI,3.883156231955014
GLAXO,3.8750616392998696
AJANTPHARM,3.865424388146781
KSCL,3.846966548396762
GILLETTE,3.8395195408188165
SANOFI,3.81211245630004
BSLGOLDETF,3.7939950200966273
GOLDSHARE,3.790319018208667
BAJAJ-AUTO,3.7831123758084
SUNPHARMA,3.7773080443200744
ICICIGOLD,3.7685754566406993
KOTAKGOLD,3.7591765781392827
PGHH,3.750820818098745
MINDTREE,3.7422609249228733
PNB,3.7396398553786105
BAJFINANCE,3.736660217679546
JSWSTEEL,3.7267715519443705
WABCOINDIA,3.7264265428841106
AXISGOLD,3.723290763399833
GOLDBEES,3.7195974743754587
IVZINGOLD,3.7140607516507114
HDFCMFGETF,3.7053863254691763
HCLTECH,3.700281232989466
IDBIGOLD,3.7001995914015016
SETFGOLD,3.6993275116565165
SCHAEFFLER,3.6503155897590007
ECLERX,3.6082878205056157
RELAXO,3.5904271455516743
ICICIBANK,3.582060889316407
ACC,3.560739973474607
ASTRAZEN,3.5588288902421183
BANKBEES,3.5504201319361934
TATACOFFEE,3.5429871527685544
BANKBARODA,3.539468851214461
ULTRACEMCO,3.5118191676148176
63MOONS,3.502960486452421
HONAUT,3.4946753063898086
VSTIND,3.488039859576325
JUBLFOOD,3.487671245174109
BRITANNIA,3.484988997377485
J&KBANK,3.436032010907437
JETAIRWAYS,3.4216005541004635
JSWHL,3.4058861352832337
COLPAL,3.396711681195791
BEL,3.3949011859360976
CARERATING,3.3870180103640086
BAJAJFINSV,3.375626683868284
CONCOR,3.375579913844989
BATAINDIA,3.360066535713297
CRISIL,3.34283281022844
UBL,3.3405732025537613
STAR,3.3139419158660566
LAOPALA,3.31215190120245
SRTRANSFIN,3.302272573448447
TRENT,3.2937851324616023
CANBK,3.27231870366304
AKZOINDIA,3.252597641751102
ABB,3.236938327182327
BBL,3.235101185040781
LUPIN,3.2341494209684956
ASTRAL,3.2049497688489077
TORNTPHARM,3.1998680257437706
GODREJPROP,3.1923763451702882
SIEMENS,3.1877886675604987
FEDERALBNK,3.1589416666204686
YESBANK,3.1563861249269234
INEOSSTYRO,3.1545045143132837
DIVISLAB,3.127617498911795
SHRIRAMCIT,3.1250614513946573
BAJAJHLDNG,3.1173998590260874
APOLLOHOSP,3.115361787354548
SOLARINDS,3.1094298410504795
ZYDUSWELL,3.0875593096609584
EMAMILTD,3.0830129523246224
KKCL,3.0799157065888534
PERSISTENT,3.0726649298988384
ABBOTINDIA,3.07229397254596
ORIENTBANK,3.0677127743180383
JINDALSTEL,3.0625619531319175
CLNINDIA,3.0606598704861536
QGOLDHALF,3.060191227502457
IPCALAB,3.0519463491998775
HONDAPOWER,3.0358168308540563
WHEELS,3.0335561265539996
TATASTEEL,3.0324161488297667
NATCOPHARM,3.01142266236871
VSTTILLERS,3.0107405112706904
CERA,3.004252742845822
BANKINDIA,3.003953622688501
HINDUJAVEN,2.9821821125504195
RELINFRA,2.97085824596494
KARURVYSYA,2.968028597560219
M&MFIN,2.9606107262898878
M&M,2.9592553794962213
SKFINDIA,2.954277433527707
RAYMOND,2.9513002518040534
SOBHA,2.950862557309915
CADILAHC,2.9492500367715087
POLYMED,2.923574152994129
KANSAINER,2.9188133457872025
HAVELLS,2.917910699696046
PFIZER,2.9116885847320786
WIPRO,2.896995116886527
GODREJCP,2.890152915217866
KOTAKPSUBK,2.888239685697867
CENTURYTEX,2.86257584206483
PSUBNKBEES,2.8593200541391175
BASF,2.857566351652094
HINDUNILVR,2.8512147642009356
MMTC,2.84890215306463
ABAN,2.8486687274313796
SOTL,2.841319805243118
CORPBANK,2.8389628133801015
RIIL,2.836598711928279
SUNTECK,2.835534082899589
KOTAKBANK,2.8292380884001678
HINDPETRO,2.807006745864384
HIL,2.79817953577947
JKCEMENT,2.766366802174961
VIVIMEDLAB,2.766066437148201
AUTOAXLES,2.756319800899987
BALMLAWRIE,2.753817758968089
INGERRAND,2.7472117193800503
OIL,2.7388187497030274
WABAG,2.737395386813542
RUBYMILLS,2.7354789272361155
SIMPLEXINF,2.7339054774969034
SWARAJENG,2.729498194095642
HDFC,2.7288406388447206
MONSANTO,2.723879092331464
JUBILANT,2.7132808309508727
TWL,2.7113046157753464
INDUSINDBK,2.698808096138675
OBEROIRLTY,2.681467280773475
RELIANCE,2.6784873267054836
ZUARI,2.672866723661607
INSECTICID,2.663306389401611
NAVINFLUOR,2.6561422850031002
SUNDARMFIN,2.6490595182383747
NEULANDLAB,2.643991627009268
VENUSREM,2.641506053399182
BPCL,2.6386505628163794
MERCK,2.63654202054334
ADANIENT,2.635359626857991
CUMMINSIND,2.631565119136041
SYMPHONY,2.630477850199317
ATUL,2.6262559323949057
HGS,2.624300089049369
RELCAPITAL,2.6199434866332663
CESC,2.6161594928043823
GREENPLY,2.6097096988479307
DLF,2.603449997619093
JUBLINDS,2.600693676295728
MAYURUNIQ,2.5992706216122574
STCINDIA,2.5970289274342537
APLLTD,2.5787960390957116
ESABINDIA,2.5777556267685915
NAUKRI,2.5708847355690154
BGRENERGY,2.569197179781003
PIIND,2.567836377933325
LICHSGFIN,2.564779759379463
INDIANB,2.557957086799125
GLENMARK,2.554819756270436
UNIONBANK,2.537055072588692
VADILALIND,2.5262167279494525
MCLEODRUSS,2.5135298162185835
LINDEINDIA,2.506178253298581
TBZ,2.5049208151927758
DREDGECORP,2.5047431121453068
VENKEYS,2.5008159552885494
NILKAMAL,2.500802415536169
BHEL,2.4978586313249895
SIYSIL,2.4940093301942747
BEML,2.48703216630564
HDFCBANK,2.4842886895906493
SUPREMEIND,2.4811941540370723
VTL,2.4800972031965367
GMDCLTD,2.471686237145239
EVERESTIND,2.4714159393576125
APCOTEXIND,2.4654407722006733
TATACOMM,2.4648733196209585
IOC,2.4599515794620803
IMFA,2.4535074277186197
SHOPERSTOP,2.452262647429306
TATACHEM,2.451229884743117
IPAPPM,2.449941464076957
PFC,2.4448641789699694
TIL,2.4310544030685968
FEL,2.421327585726916
MUTHOOTFIN,2.412660403083949
MAHSCOOTER,2.4112366185557397
TATAMOTORS,2.4082995916561556
JINDRILL,2.4041818879706423
AUROPHARMA,2.402893985640065
MBLINFRA,2.3996595825695364
THERMAX,2.3988429161726623
MPHASIS,2.3966076860900176
AMARAJABAT,2.39324031710276
BHARATFORG,2.3924745126841365
AIAENG,2.3919124952098456
TVSSRICHAK,2.390326513941692
TORNTPOWER,2.386530040163142
SUNTV,2.36880260123126
TECHNO,2.3670285744056376
WHIRLPOOL,2.3584309462415494
DEN,2.3549658866937833
NESCO,2.351882253198241
BIRLACORPN,2.3471218454779637
ENIL,2.3421758249143587
TATAELXSI,2.337403198985485
BALKRISIND,2.3368973944047164
IL&FSTRANS,2.336297300770083
MAHSEAMLES,2.3327749231864736
BIOCON,2.3313269921027033
DICIND,2.3294830652902103
HIKAL,2.327927549290956
VGUARD,2.306359438013119
GEPIL,2.306302597074221
GUJFLUORO,2.3040981572915897
DHFL,2.293223968405375
KTKBANK,2.2910808089427017
MHRIL,2.2887972775408154
RAMCOCEM,2.2880788814961055
JKIL,2.2875027400215147
RCOM,2.282990949948777
ALBK,2.282867411848681
TATAINVEST,2.2815466246673655
ASHIANA,2.2784002458490016
RECLTD,2.276474966666619
POLYPLEX,2.271538002233328
ENGINERSIN,2.265547443169649
GESHIP,2.2651755108400544
COALINDIA,2.253450808891915
FINPIPE,2.249726633065624
GRANULES,2.246216791214549
CEATLTD,2.2412791520146262
BHARATFIN,2.238637144360246
JKLAKSHMI,2.2278049377559084
IDFC,2.217934486503375
CCL,2.2158501541344746
KAJARIACER,2.2135038998484884
FELDVR,2.2079837594872957
NIFTYBEES,2.197249156523665
SRF,2.1945294402096955
LOVABLE,2.1908264117325467
MFSL,2.179712899764312
COROMANDEL,2.176221111999418
CHENNPETRO,2.1750619376427007
KOTAKNIFTY,2.1694715595248493
VOLTAMP,2.1675062729900203
ONGC,2.1637970740799823
PHOENIXLTD,2.1602053945262973
PEL,2.160079409126199
