Date,GILLETTE
2013-01-01,2498.8
2013-01-02,2482.1
2013-01-03,2501.85
2013-01-04,2502.1
2013-01-07,2515.75
2013-01-08,2537.55
2013-01-09,2546.15
2013-01-10,2550.05
2013-01-11,2550.6
2013-01-14,2547.8
2013-01-15,2501.1
2013-01-16,2501.75
2013-01-17,2463.4
2013-01-18,2431.65
2013-01-21,2409.95
2013-01-22,2424.5
2013-01-23,2367.4
2013-01-24,2330.3
2013-01-25,2353.25
2013-01-28,2320.25
2013-01-29,2336.75
2013-01-30,2302.95
2013-01-31,2328.15
2013-02-01,2330.9
2013-02-04,2345.85
2013-02-05,2336.5
2013-02-06,2304.85
2013-02-07,2275.35
2013-02-08,2272.05
2013-02-11,2150.25
2013-02-12,2201.45
2013-02-13,2214.7
2013-02-14,2211.4
2013-02-15,2213.55
2013-02-18,2226.55
2013-02-19,2222.3
2013-02-20,2206.7
2013-02-21,2206.6
2013-02-22,2197.6
2013-02-25,2178.0
2013-02-26,2149.1
2013-02-27,2149.2
2013-02-28,2105.1
2013-03-01,2089.5
2013-03-04,1973.95
2013-03-05,1967.75
2013-03-06,1959.1
2013-03-07,1959.35
2013-03-08,1950.85
2013-03-11,2000.65
2013-03-12,2006.8
2013-03-13,1988.85
2013-03-14,1988.35
2013-03-15,1985.7
2013-03-18,2019.65
2013-03-19,1979.65
2013-03-20,2011.55
2013-03-21,2049.5
2013-03-22,2029.9
2013-03-25,1985.0
2013-03-26,2004.1
2013-03-28,2004.75
2013-04-01,2005.2
2013-04-02,2062.85
2013-04-03,2053.6
2013-04-04,2091.3
2013-04-05,2041.25
2013-04-08,2028.35
2013-04-09,2027.95
2013-04-10,2030.2
2013-04-11,2011.1
2013-04-12,2026.5
2013-04-15,2030.65
2013-04-16,2020.85
2013-04-17,2059.15
2013-04-18,2051.55
2013-04-22,2069.75
2013-04-23,2093.6
2013-04-25,2078.9
2013-04-26,2025.45
2013-04-29,2046.7
2013-04-30,2069.6
2013-05-02,2090.1
2013-05-03,2085.35
2013-05-06,2101.85
2013-05-07,2127.05
2013-05-08,2115.6
2013-05-09,2110.5
2013-05-10,2117.2
2013-05-11,2151.3
2013-05-13,2142.05
2013-05-14,2146.25
2013-05-15,2161.95
2013-05-16,2162.2
2013-05-17,2142.2
2013-05-20,2192.65
2013-05-21,2196.85
2013-05-22,2181.1
2013-05-23,2146.35
2013-05-24,2122.9
2013-05-27,2105.45
2013-05-28,2056.5
2013-05-29,2108.8
2013-05-30,2154.95
2013-05-31,2203.25
2013-06-03,2339.85
2013-06-04,2288.2
2013-06-05,2265.45
2013-06-06,2251.8
2013-06-07,2259.5
2013-06-10,2254.3
2013-06-11,2328.15
2013-06-12,2269.6
2013-06-13,2182.85
2013-06-14,2225.65
2013-06-17,2199.55
2013-06-18,2180.6
2013-06-19,2179.45
2013-06-20,2131.3
2013-06-21,2104.75
2013-06-24,2100.05
2013-06-25,2101.35
2013-06-26,2100.2
2013-06-27,2100.1
2013-06-28,2101.9
2013-07-01,2137.45
2013-07-02,2161.9
2013-07-03,2229.0
2013-07-04,2237.7
2013-07-05,2245.55
2013-07-08,2261.8
2013-07-09,2233.05
2013-07-10,2214.45
2013-07-11,2230.0
2013-07-12,2298.85
2013-07-15,2305.05
2013-07-16,2322.0
2013-07-17,2395.65
2013-07-18,2426.2
2013-07-19,2423.05
2013-07-22,2297.45
2013-07-23,2273.35
2013-07-24,2238.4
2013-07-25,2233.75
2013-07-26,2182.15
2013-07-29,2160.75
2013-07-30,2189.6
2013-07-31,2165.25
2013-08-01,2159.75
2013-08-02,2111.6
2013-08-05,2123.05
2013-08-06,2101.85
2013-08-07,2157.5
2013-08-08,2217.5
2013-08-12,2198.95
2013-08-13,2172.3
2013-08-14,2183.0
2013-08-16,2148.9
2013-08-19,2120.1
2013-08-20,2029.2
2013-08-21,2037.85
2013-08-22,2101.15
2013-08-23,2108.6
2013-08-26,2098.95
2013-08-27,2063.4
2013-08-28,2030.9
2013-08-29,2058.7
2013-08-30,2040.0
2013-09-02,2082.55
2013-09-03,2031.05
2013-09-04,2038.0
2013-09-05,2044.35
2013-09-06,2034.1
2013-09-10,2088.35
2013-09-11,2065.4
2013-09-12,2079.15
2013-09-13,2054.35
2013-09-16,2086.05
2013-09-17,2046.3
2013-09-18,2050.85
2013-09-19,2063.5
2013-09-20,2061.55
2013-09-23,2012.75
2013-09-24,2000.25
2013-09-25,2040.0
2013-09-26,2253.95
2013-09-27,2201.85
2013-09-30,2137.05
2013-10-01,2116.55
2013-10-03,2126.85
2013-10-04,2085.9
2013-10-07,2074.15
2013-10-08,2071.9
2013-10-09,2056.1
2013-10-10,2061.45
2013-10-11,2059.2
2013-10-14,2066.15
2013-10-15,2067.9
2013-10-17,2064.8
2013-10-18,2085.25
2013-10-21,2096.15
2013-10-22,2076.75
2013-10-23,2081.55
2013-10-24,2076.6
2013-10-25,2086.85
2013-10-28,2099.6
2013-10-29,2064.1
2013-10-30,2092.75
2013-10-31,2094.1
2013-11-01,2066.0
2013-11-03,2104.5
2013-11-05,2067.8
2013-11-06,2052.65
2013-11-07,2042.85
2013-11-08,1988.05
2013-11-11,1967.35
2013-11-12,1961.55
2013-11-13,2056.35
2013-11-14,1933.3
2013-11-18,1953.25
2013-11-19,1938.7
2013-11-20,1928.45
2013-11-21,1941.45
2013-11-22,1933.15
2013-11-25,1918.1
2013-11-26,1914.15
2013-11-27,1886.55
2013-11-28,1883.1
2013-11-29,1894.45
2013-12-02,1890.05
2013-12-03,1904.35
2013-12-04,1900.6
2013-12-05,1902.3
2013-12-06,1961.7
2013-12-09,1948.9
2013-12-10,1939.6
2013-12-11,1923.3
2013-12-12,1959.35
2013-12-13,1968.35
2013-12-16,1937.8
2013-12-17,1950.0
2013-12-18,2025.45
2013-12-19,2063.6
2013-12-20,1992.2
2013-12-23,1992.95
2013-12-24,2012.8
2013-12-26,2013.9
2013-12-27,2054.0
2013-12-30,2056.9
2013-12-31,2063.75
