Date,ASHIANA
2013-01-01,225.0
2013-01-02,224.15
2013-01-03,222.9
2013-01-04,224.95
2013-01-07,227.0
2013-01-08,228.0
2013-01-09,226.15
2013-01-10,224.25
2013-01-11,225.0
2013-01-14,226.95
2013-01-15,225.6
2013-01-16,221.85
2013-01-17,222.8
2013-01-18,222.05
2013-01-21,222.95
2013-01-22,220.9
2013-01-23,217.25
2013-01-24,217.2
2013-01-25,216.8
2013-01-28,217.55
2013-01-29,221.2
2013-01-30,217.75
2013-01-31,216.45
2013-02-01,215.6
2013-02-04,228.9
2013-02-05,224.5
2013-02-06,227.45
2013-02-07,222.15
2013-02-08,223.85
2013-02-11,220.0
2013-02-12,221.05
2013-02-13,227.35
2013-02-14,226.75
2013-02-15,230.65
2013-02-18,230.6
2013-02-19,234.5
2013-02-20,237.05
2013-02-21,233.4
2013-02-22,235.0
2013-02-25,237.7
2013-02-26,236.2
2013-02-27,237.65
2013-02-28,232.5
2013-03-01,235.4
2013-03-04,237.7
2013-03-05,241.95
2013-03-06,249.4
2013-03-07,254.35
2013-03-08,254.0
2013-03-11,251.5
2013-03-12,250.25
2013-03-13,250.0
2013-03-14,252.2
2013-03-15,250.2
2013-03-18,250.0
2013-03-19,249.95
2013-03-20,250.0
2013-03-21,250.1
2013-03-22,251.9
2013-03-25,250.15
2013-03-26,250.0
2013-03-28,250.1
2013-04-01,250.7
2013-04-02,250.05
2013-04-03,255.0
2013-04-04,250.0
2013-04-05,250.0
2013-04-08,249.35
2013-04-09,250.6
2013-04-10,250.0
2013-04-11,244.75
2013-04-12,240.05
2013-04-15,242.0
2013-04-16,249.6
2013-04-17,241.05
2013-04-18,244.55
2013-04-22,248.95
2013-04-23,250.0
2013-04-25,245.35
2013-04-26,250.35
2013-04-29,251.85
2013-04-30,252.05
2013-05-02,250.0
2013-05-03,249.95
2013-05-06,252.05
2013-05-07,250.05
2013-05-08,253.95
2013-05-09,250.35
2013-05-10,250.05
2013-05-11,253.3
2013-05-13,250.05
2013-05-14,248.25
2013-05-15,248.25
2013-05-16,242.35
2013-05-17,241.15
2013-05-20,240.75
2013-05-21,245.7
2013-05-22,248.65
2013-05-23,249.25
2013-05-24,254.6
2013-05-27,256.4
2013-05-28,271.9
2013-05-29,259.65
2013-05-30,268.9
2013-05-31,255.05
2013-06-03,250.0
2013-06-04,259.9
2013-06-05,255.4
2013-06-06,258.45
2013-06-07,260.2
2013-06-10,257.6
2013-06-11,256.05
2013-06-12,259.9
2013-06-13,261.85
2013-06-14,260.1
2013-06-17,260.3
2013-06-18,260.0
2013-06-19,261.0
2013-06-20,260.0
2013-06-21,262.55
2013-06-24,239.4
2013-06-25,243.05
2013-06-26,239.1
2013-06-27,241.6
2013-06-28,231.75
2013-07-01,231.55
2013-07-02,234.35
2013-07-03,225.15
2013-07-04,222.8
2013-07-05,222.6
2013-07-08,222.05
2013-07-09,238.7
2013-07-10,242.7
2013-07-11,242.95
2013-07-12,240.0
2013-07-15,241.1
2013-07-16,235.1
2013-07-17,234.8
2013-07-18,235.65
2013-07-19,230.1
2013-07-22,230.05
2013-07-23,225.8
2013-07-24,224.7
2013-07-25,220.65
2013-07-26,216.8
2013-07-29,214.6
2013-07-30,202.2
2013-07-31,197.6
2013-08-01,193.3
2013-08-02,195.65
2013-08-05,196.85
2013-08-06,199.25
2013-08-07,203.6
2013-08-08,215.05
2013-08-12,215.25
2013-08-13,230.0
2013-08-14,218.55
2013-08-16,212.1
2013-08-19,208.7
2013-08-20,204.8
2013-08-21,205.0
2013-08-22,209.85
2013-08-23,213.3
2013-08-26,216.55
2013-08-27,206.85
2013-08-28,205.4
2013-08-29,201.45
2013-08-30,202.0
2013-09-02,201.2
2013-09-03,201.55
2013-09-04,202.0
2013-09-05,201.9
2013-09-06,201.45
2013-09-10,202.05
2013-09-11,206.6
2013-09-12,206.65
2013-09-13,204.15
2013-09-16,202.25
2013-09-17,202.0
2013-09-18,201.9
2013-09-19,201.0
2013-09-20,202.95
2013-09-23,203.0
2013-09-24,204.7
2013-09-25,206.0
2013-09-26,211.15
2013-09-27,204.7
2013-09-30,209.0
2013-10-01,203.35
2013-10-03,213.85
2013-10-04,212.9
2013-10-07,214.0
2013-10-08,213.45
2013-10-09,212.05
2013-10-10,209.75
2013-10-11,220.55
2013-10-14,224.35
2013-10-15,223.15
2013-10-17,227.0
2013-10-18,225.05
2013-10-21,239.6
2013-10-22,240.0
2013-10-23,237.0
2013-10-24,47.85
2013-10-25,48.0
2013-10-28,47.55
2013-10-29,47.5
2013-10-30,48.4
2013-10-31,47.25
2013-11-01,50.1
2013-11-03,51.45
2013-11-05,51.85
2013-11-06,52.65
2013-11-07,52.45
2013-11-08,53.0
2013-11-11,56.95
2013-11-12,59.35
2013-11-13,57.45
2013-11-14,59.2
2013-11-18,57.75
2013-11-19,57.45
2013-11-20,58.1
2013-11-21,57.4
2013-11-22,57.65
2013-11-25,58.0
2013-11-26,58.75
2013-11-27,59.55
2013-11-28,60.85
2013-11-29,60.9
2013-12-02,59.15
2013-12-03,58.8
2013-12-04,58.1
2013-12-05,60.1
2013-12-06,60.0
2013-12-09,60.05
2013-12-10,60.8
2013-12-11,60.0
2013-12-12,60.0
2013-12-13,60.0
2013-12-16,60.7
2013-12-17,60.05
2013-12-18,59.7
2013-12-19,57.45
2013-12-20,63.0
2013-12-23,66.1
2013-12-24,71.1
2013-12-26,68.7
2013-12-27,70.2
2013-12-30,70.3
2013-12-31,70.0
