Date,MONNETISPA
2013-01-01,281.6
2013-01-02,279.5
2013-01-03,279.5
2013-01-04,278.75
2013-01-07,278.1
2013-01-08,279.15
2013-01-09,277.3
2013-01-10,276.2
2013-01-11,268.3
2013-01-14,270.35
2013-01-15,272.0
2013-01-16,269.35
2013-01-17,267.35
2013-01-18,269.6
2013-01-21,269.45
2013-01-22,269.0
2013-01-23,266.45
2013-01-24,265.85
2013-01-25,267.95
2013-01-28,268.0
2013-01-29,267.95
2013-01-30,256.3
2013-01-31,253.75
2013-02-01,252.15
2013-02-04,252.25
2013-02-05,251.55
2013-02-06,251.15
2013-02-07,247.7
2013-02-08,247.35
2013-02-11,243.85
2013-02-12,240.85
2013-02-13,243.7
2013-02-14,239.25
2013-02-15,243.25
2013-02-18,247.45
2013-02-19,252.8
2013-02-20,259.35
2013-02-21,261.0
2013-02-22,260.05
2013-02-25,251.9
2013-02-26,244.45
2013-02-27,243.3
2013-02-28,233.85
2013-03-01,236.6
2013-03-04,238.45
2013-03-05,241.75
2013-03-06,244.0
2013-03-07,239.85
2013-03-08,240.6
2013-03-11,239.9
2013-03-12,239.05
2013-03-13,238.65
2013-03-14,238.2
2013-03-15,232.85
2013-03-18,231.8
2013-03-19,226.05
2013-03-20,228.65
2013-03-21,224.8
2013-03-22,227.9
2013-03-25,222.1
2013-03-26,218.8
2013-03-28,199.6
2013-04-01,209.0
2013-04-02,212.35
2013-04-03,223.35
2013-04-04,217.7
2013-04-05,216.15
2013-04-08,210.7
2013-04-09,207.05
2013-04-10,208.25
2013-04-11,207.0
2013-04-12,204.5
2013-04-15,205.35
2013-04-16,207.0
2013-04-17,202.45
2013-04-18,203.2
2013-04-22,201.0
2013-04-23,199.75
2013-04-25,199.95
2013-04-26,198.6
2013-04-29,199.95
2013-04-30,198.25
2013-05-02,185.75
2013-05-03,189.85
2013-05-06,194.55
2013-05-07,192.8
2013-05-08,193.1
2013-05-09,194.25
2013-05-10,193.4
2013-05-11,193.95
2013-05-13,192.45
2013-05-14,192.1
2013-05-15,190.0
2013-05-16,185.1
2013-05-17,186.05
2013-05-20,183.5
2013-05-21,183.05
2013-05-22,179.1
2013-05-23,174.25
2013-05-24,166.95
2013-05-27,167.95
2013-05-28,166.65
2013-05-29,164.3
2013-05-30,161.15
2013-05-31,149.5
2013-06-03,153.65
2013-06-04,152.45
2013-06-05,144.75
2013-06-06,143.1
2013-06-07,142.1
2013-06-10,127.65
2013-06-11,119.0
2013-06-12,122.25
2013-06-13,121.55
2013-06-14,123.35
2013-06-17,121.25
2013-06-18,123.9
2013-06-19,123.2
2013-06-20,120.55
2013-06-21,136.55
2013-06-24,135.4
2013-06-25,130.7
2013-06-26,127.95
2013-06-27,120.3
2013-06-28,125.25
2013-07-01,124.35
2013-07-02,125.15
2013-07-03,125.2
2013-07-04,123.35
2013-07-05,124.25
2013-07-08,121.4
2013-07-09,120.6
2013-07-10,120.95
2013-07-11,121.25
2013-07-12,121.3
2013-07-15,122.95
2013-07-16,120.25
2013-07-17,118.3
2013-07-18,120.6
2013-07-19,118.1
2013-07-22,119.45
2013-07-23,117.6
2013-07-24,114.25
2013-07-25,113.55
2013-07-26,111.45
2013-07-29,109.65
2013-07-30,110.85
2013-07-31,105.3
2013-08-01,105.0
2013-08-02,103.25
2013-08-05,96.3
2013-08-06,95.7
2013-08-07,99.6
2013-08-08,98.95
2013-08-12,103.35
2013-08-13,101.8
2013-08-14,103.45
2013-08-16,101.45
2013-08-19,94.9
2013-08-20,96.4
2013-08-21,93.95
2013-08-22,95.75
2013-08-23,107.3
2013-08-26,109.2
2013-08-27,104.8
2013-08-28,106.95
2013-08-29,107.5
2013-08-30,106.9
2013-09-02,109.75
2013-09-03,106.6
2013-09-04,126.5
2013-09-05,128.55
2013-09-06,128.5
2013-09-10,132.35
2013-09-11,132.05
2013-09-12,127.2
2013-09-13,127.1
2013-09-16,122.75
2013-09-17,117.5
2013-09-18,121.7
2013-09-19,126.65
2013-09-20,125.75
2013-09-23,123.8
2013-09-24,121.5
2013-09-25,119.0
2013-09-26,118.65
2013-09-27,118.1
2013-09-30,116.0
2013-10-01,114.55
2013-10-03,117.65
2013-10-04,117.8
2013-10-07,117.65
2013-10-08,120.65
2013-10-09,121.55
2013-10-10,125.1
2013-10-11,123.7
2013-10-14,125.4
2013-10-15,122.8
2013-10-17,122.2
2013-10-18,124.1
2013-10-21,126.1
2013-10-22,135.9
2013-10-23,136.3
2013-10-24,135.05
2013-10-25,135.4
2013-10-28,124.5
2013-10-29,127.25
2013-10-30,129.1
2013-10-31,131.7
2013-11-01,133.65
2013-11-03,137.25
2013-11-05,154.35
2013-11-06,157.2
2013-11-07,151.1
2013-11-08,145.35
2013-11-11,141.8
2013-11-12,135.25
2013-11-13,125.95
2013-11-14,146.75
2013-11-18,147.45
2013-11-19,147.45
2013-11-20,143.9
2013-11-21,142.45
2013-11-22,141.35
2013-11-25,143.4
2013-11-26,141.7
2013-11-27,141.55
2013-11-28,148.05
2013-11-29,152.85
2013-12-02,156.35
2013-12-03,161.35
2013-12-04,157.65
2013-12-05,157.4
2013-12-06,157.05
2013-12-09,154.4
2013-12-10,154.85
2013-12-11,152.7
2013-12-12,151.35
2013-12-13,149.1
2013-12-16,143.8
2013-12-17,140.8
2013-12-18,139.7
2013-12-19,138.35
2013-12-20,137.3
2013-12-23,142.3
2013-12-24,143.5
2013-12-26,144.0
2013-12-27,143.15
2013-12-30,148.25
2013-12-31,150.05
