Date,INFINITE
2013-01-01,123.95
2013-01-02,128.75
2013-01-03,128.4
2013-01-04,129.5
2013-01-07,128.7
2013-01-08,127.7
2013-01-09,125.3
2013-01-10,123.85
2013-01-11,128.95
2013-01-14,131.35
2013-01-15,130.5
2013-01-16,128.85
2013-01-17,127.75
2013-01-18,128.35
2013-01-21,127.7
2013-01-22,123.3
2013-01-23,121.05
2013-01-24,116.55
2013-01-25,117.55
2013-01-28,116.7
2013-01-29,114.65
2013-01-30,112.65
2013-01-31,107.7
2013-02-01,108.45
2013-02-04,108.15
2013-02-05,107.15
2013-02-06,107.4
2013-02-07,107.75
2013-02-08,108.0
2013-02-11,109.35
2013-02-12,108.1
2013-02-13,105.35
2013-02-14,106.9
2013-02-15,109.8
2013-02-18,109.95
2013-02-19,105.85
2013-02-20,109.8
2013-02-21,105.1
2013-02-22,104.95
2013-02-25,102.6
2013-02-26,93.45
2013-02-27,95.75
2013-02-28,94.8
2013-03-01,95.85
2013-03-04,93.1
2013-03-05,94.85
2013-03-06,102.1
2013-03-07,104.55
2013-03-08,108.9
2013-03-11,111.35
2013-03-12,107.1
2013-03-13,105.35
2013-03-14,107.15
2013-03-15,109.0
2013-03-18,109.2
2013-03-19,106.0
2013-03-20,105.1
2013-03-21,105.05
2013-03-22,105.5
2013-03-25,105.0
2013-03-26,102.75
2013-03-28,98.95
2013-04-01,104.85
2013-04-02,104.95
2013-04-03,105.35
2013-04-04,100.8
2013-04-05,102.1
2013-04-08,101.15
2013-04-09,99.2
2013-04-10,99.9
2013-04-11,99.5
2013-04-12,97.1
2013-04-15,98.85
2013-04-16,98.95
2013-04-17,99.5
2013-04-18,99.45
2013-04-22,102.0
2013-04-23,103.95
2013-04-25,103.2
2013-04-26,100.4
2013-04-29,101.4
2013-04-30,100.15
2013-05-02,113.4
2013-05-03,111.65
2013-05-06,113.5
2013-05-07,110.25
2013-05-08,109.6
2013-05-09,112.4
2013-05-10,111.6
2013-05-11,111.85
2013-05-13,112.95
2013-05-14,114.45
2013-05-15,116.35
2013-05-16,117.8
2013-05-17,94.25
2013-05-20,86.45
2013-05-21,89.4
2013-05-22,86.85
2013-05-23,82.85
2013-05-24,83.3
2013-05-27,82.6
2013-05-28,90.85
2013-05-29,94.3
2013-05-30,91.85
2013-05-31,89.3
2013-06-03,92.4
2013-06-04,94.55
2013-06-05,92.95
2013-06-06,92.1
2013-06-07,88.9
2013-06-10,86.75
2013-06-11,85.0
2013-06-12,82.1
2013-06-13,82.15
2013-06-14,82.15
2013-06-17,82.9
2013-06-18,80.35
2013-06-19,83.85
2013-06-20,83.5
2013-06-21,83.25
2013-06-24,80.2
2013-06-25,78.75
2013-06-26,78.25
2013-06-27,81.75
2013-06-28,83.95
2013-07-01,88.15
2013-07-02,85.45
2013-07-03,83.6
2013-07-04,81.95
2013-07-05,83.65
2013-07-08,85.4
2013-07-09,86.6
2013-07-10,85.95
2013-07-11,86.75
2013-07-12,85.35
2013-07-15,85.1
2013-07-16,84.05
2013-07-17,84.95
2013-07-18,86.1
2013-07-19,88.05
2013-07-22,86.0
2013-07-23,84.85
2013-07-24,85.05
2013-07-25,85.25
2013-07-26,87.0
2013-07-29,88.9
2013-07-30,91.5
2013-07-31,90.3
2013-08-01,91.15
2013-08-02,93.95
2013-08-05,102.15
2013-08-06,113.45
2013-08-07,108.8
2013-08-08,114.0
2013-08-12,115.45
2013-08-13,116.6
2013-08-14,112.95
2013-08-16,103.1
2013-08-19,114.4
2013-08-20,110.4
2013-08-21,115.85
2013-08-22,116.0
2013-08-23,116.0
2013-08-26,118.0
2013-08-27,118.5
2013-08-28,114.55
2013-08-29,112.25
2013-08-30,110.3
2013-09-02,111.0
2013-09-03,113.0
2013-09-04,114.0
2013-09-05,115.05
2013-09-06,115.65
2013-09-10,115.0
2013-09-11,115.0
2013-09-12,115.05
2013-09-13,115.05
2013-09-16,112.35
2013-09-17,110.4
2013-09-18,109.3
2013-09-19,112.45
2013-09-20,111.8
2013-09-23,109.75
2013-09-24,109.45
2013-09-25,111.75
2013-09-26,114.8
2013-09-27,113.25
2013-09-30,107.3
2013-10-01,110.4
2013-10-03,109.25
2013-10-04,108.25
2013-10-07,108.4
2013-10-08,108.65
2013-10-09,110.65
2013-10-10,111.35
2013-10-11,113.6
2013-10-14,113.95
2013-10-15,113.65
2013-10-17,114.65
2013-10-18,113.95
2013-10-21,113.5
2013-10-22,111.45
2013-10-23,112.4
2013-10-24,113.95
2013-10-25,114.65
2013-10-28,119.9
2013-10-29,118.6
2013-10-30,116.45
2013-10-31,115.95
2013-11-01,117.9
2013-11-03,117.45
2013-11-05,117.4
2013-11-06,120.2
2013-11-07,121.8
2013-11-08,121.9
2013-11-11,124.35
2013-11-12,123.3
2013-11-13,119.35
2013-11-14,118.65
2013-11-18,118.9
2013-11-19,119.15
2013-11-20,120.15
2013-11-21,121.85
2013-11-22,123.45
2013-11-25,129.6
2013-11-26,132.3
2013-11-27,128.2
2013-11-28,126.9
2013-11-29,123.85
2013-12-02,124.55
2013-12-03,122.9
2013-12-04,122.3
2013-12-05,122.0
2013-12-06,120.6
2013-12-09,122.25
2013-12-10,123.85
2013-12-11,128.85
2013-12-12,125.95
2013-12-13,123.85
2013-12-16,121.3
2013-12-17,121.6
2013-12-18,120.65
2013-12-19,121.1
2013-12-20,124.6
2013-12-23,124.3
2013-12-24,126.95
2013-12-26,130.05
2013-12-27,132.3
2013-12-30,129.85
2013-12-31,130.8
