Date,SUPREMEIND
2013-01-01,293.95
2013-01-02,296.0
2013-01-03,297.4
2013-01-04,298.3
2013-01-07,298.9
2013-01-08,298.0
2013-01-09,300.05
2013-01-10,308.3
2013-01-11,303.4
2013-01-14,300.05
2013-01-15,302.05
2013-01-16,301.85
2013-01-17,302.7
2013-01-18,301.3
2013-01-21,303.1
2013-01-22,301.4
2013-01-23,295.95
2013-01-24,301.65
2013-01-25,304.15
2013-01-28,307.05
2013-01-29,306.0
2013-01-30,306.1
2013-01-31,306.1
2013-02-01,306.1
2013-02-04,304.05
2013-02-05,303.8
2013-02-06,315.8
2013-02-07,319.0
2013-02-08,318.0
2013-02-11,321.2
2013-02-12,320.15
2013-02-13,321.4
2013-02-14,320.9
2013-02-15,320.9
2013-02-18,316.0
2013-02-19,316.15
2013-02-20,321.8
2013-02-21,317.55
2013-02-22,321.3
2013-02-25,321.9
2013-02-26,316.9
2013-02-27,321.05
2013-02-28,316.7
2013-03-01,308.0
2013-03-04,303.65
2013-03-05,308.15
2013-03-06,305.7
2013-03-07,309.7
2013-03-08,315.9
2013-03-11,315.35
2013-03-12,315.8
2013-03-13,318.45
2013-03-14,317.25
2013-03-15,314.4
2013-03-18,316.7
2013-03-19,320.25
2013-03-20,316.7
2013-03-21,320.9
2013-03-22,313.3
2013-03-25,311.35
2013-03-26,310.9
2013-03-28,312.7
2013-04-01,316.85
2013-04-02,316.85
2013-04-03,315.0
2013-04-04,316.05
2013-04-05,313.0
2013-04-08,311.05
2013-04-09,310.0
2013-04-10,311.55
2013-04-11,310.0
2013-04-12,309.65
2013-04-15,312.3
2013-04-16,310.05
2013-04-17,313.75
2013-04-18,311.45
2013-04-22,310.3
2013-04-23,310.2
2013-04-25,314.45
2013-04-26,323.8
2013-04-29,325.75
2013-04-30,327.2
2013-05-02,326.05
2013-05-03,326.1
2013-05-06,328.05
2013-05-07,326.25
2013-05-08,337.8
2013-05-09,344.6
2013-05-10,351.65
2013-05-11,347.15
2013-05-13,352.45
2013-05-14,350.55
2013-05-15,350.6
2013-05-16,350.7
2013-05-17,355.95
2013-05-20,354.8
2013-05-21,350.75
2013-05-22,349.75
2013-05-23,346.9
2013-05-24,351.4
2013-05-27,357.15
2013-05-28,358.95
2013-05-29,360.45
2013-05-30,358.5
2013-05-31,362.25
2013-06-03,371.4
2013-06-04,356.75
2013-06-05,357.75
2013-06-06,353.85
2013-06-07,350.85
2013-06-10,354.15
2013-06-11,342.95
2013-06-12,333.05
2013-06-13,326.25
2013-06-14,330.2
2013-06-17,326.3
2013-06-18,329.35
2013-06-19,328.8
2013-06-20,326.9
2013-06-21,335.4
2013-06-24,336.25
2013-06-25,327.6
2013-06-26,334.9
2013-06-27,331.3
2013-06-28,337.05
2013-07-01,341.5
2013-07-02,340.55
2013-07-03,332.55
2013-07-04,335.0
2013-07-05,332.5
2013-07-08,330.1
2013-07-09,337.5
2013-07-10,339.3
2013-07-11,343.75
2013-07-12,344.9
2013-07-15,354.25
2013-07-16,354.5
2013-07-17,354.1
2013-07-18,359.8
2013-07-19,370.1
2013-07-22,374.05
2013-07-23,374.25
2013-07-24,372.95
2013-07-25,373.0
2013-07-26,360.4
2013-07-29,348.95
2013-07-30,351.75
2013-07-31,342.6
2013-08-01,340.75
2013-08-02,339.45
2013-08-05,341.4
2013-08-06,335.85
2013-08-07,333.4
2013-08-08,333.6
2013-08-12,336.9
2013-08-13,345.1
2013-08-14,347.25
2013-08-16,338.15
2013-08-19,326.5
2013-08-20,321.35
2013-08-21,320.9
2013-08-22,323.8
2013-08-23,326.1
2013-08-26,334.05
2013-08-27,329.95
2013-08-28,320.2
2013-08-29,318.2
2013-08-30,322.35
2013-09-02,324.0
2013-09-03,320.15
2013-09-04,317.7
2013-09-05,313.95
2013-09-06,310.45
2013-09-10,311.3
2013-09-11,328.2
2013-09-12,326.3
2013-09-13,329.2
2013-09-16,316.3
2013-09-17,315.35
2013-09-18,320.55
2013-09-19,322.9
2013-09-20,325.9
2013-09-23,330.15
2013-09-24,332.85
2013-09-25,339.8
2013-09-26,340.3
2013-09-27,338.1
2013-09-30,338.0
2013-10-01,340.15
2013-10-03,342.1
2013-10-04,346.4
2013-10-07,368.75
2013-10-08,370.65
2013-10-09,371.85
2013-10-10,368.1
2013-10-11,370.2
2013-10-14,361.4
2013-10-15,365.35
2013-10-17,384.15
2013-10-18,391.0
2013-10-21,399.35
2013-10-22,395.1
2013-10-23,386.6
2013-10-24,386.45
2013-10-25,378.7
2013-10-28,373.1
2013-10-29,395.2
2013-10-30,393.2
2013-10-31,390.05
2013-11-01,392.95
2013-11-03,388.85
2013-11-05,395.75
2013-11-06,401.15
2013-11-07,396.9
2013-11-08,394.55
2013-11-11,395.5
2013-11-12,395.4
2013-11-13,398.75
2013-11-14,401.15
2013-11-18,400.4
2013-11-19,394.8
2013-11-20,386.9
2013-11-21,387.9
2013-11-22,393.4
2013-11-25,394.45
2013-11-26,393.95
2013-11-27,386.65
2013-11-28,388.05
2013-11-29,398.05
2013-12-02,404.95
2013-12-03,417.75
2013-12-04,425.45
2013-12-05,424.95
2013-12-06,435.2
2013-12-09,442.45
2013-12-10,441.85
2013-12-11,447.55
2013-12-12,459.95
2013-12-13,447.85
2013-12-16,444.9
2013-12-17,448.4
2013-12-18,447.3
2013-12-19,443.85
2013-12-20,440.4
2013-12-23,434.6
2013-12-24,423.25
2013-12-26,420.4
2013-12-27,423.85
2013-12-30,427.3
2013-12-31,425.05
