Date,BRITANNIA
2013-01-01,501.35
2013-01-02,504.3
2013-01-03,507.7
2013-01-04,510.2
2013-01-07,501.8
2013-01-08,500.1
2013-01-09,505.45
2013-01-10,496.0
2013-01-11,490.15
2013-01-14,485.0
2013-01-15,486.45
2013-01-16,493.95
2013-01-17,489.9
2013-01-18,486.15
2013-01-21,489.5
2013-01-22,490.15
2013-01-23,485.25
2013-01-24,474.7
2013-01-25,484.1
2013-01-28,477.9
2013-01-29,480.2
2013-01-30,475.95
2013-01-31,482.0
2013-02-01,471.8
2013-02-04,470.2
2013-02-05,467.1
2013-02-06,465.9
2013-02-07,465.2
2013-02-08,465.0
2013-02-11,469.8
2013-02-12,476.95
2013-02-13,483.35
2013-02-14,493.1
2013-02-15,490.0
2013-02-18,493.8
2013-02-19,498.65
2013-02-20,498.8
2013-02-21,504.15
2013-02-22,501.25
2013-02-25,499.15
2013-02-26,489.7
2013-02-27,491.1
2013-02-28,481.5
2013-03-01,502.1
2013-03-04,500.25
2013-03-05,500.4
2013-03-06,509.4
2013-03-07,519.2
2013-03-08,527.65
2013-03-11,535.5
2013-03-12,537.2
2013-03-13,537.2
2013-03-14,537.5
2013-03-15,540.1
2013-03-18,546.95
2013-03-19,531.1
2013-03-20,529.15
2013-03-21,531.4
2013-03-22,522.6
2013-03-25,520.55
2013-03-26,516.5
2013-03-28,524.95
2013-04-01,527.45
2013-04-02,528.0
2013-04-03,519.95
2013-04-04,513.0
2013-04-05,516.65
2013-04-08,519.0
2013-04-09,520.25
2013-04-10,524.95
2013-04-11,536.0
2013-04-12,534.55
2013-04-15,526.35
2013-04-16,531.85
2013-04-17,540.75
2013-04-18,546.2
2013-04-22,564.6
2013-04-23,556.55
2013-04-25,563.65
2013-04-26,566.2
2013-04-29,562.7
2013-04-30,579.85
2013-05-02,574.7
2013-05-03,572.7
2013-05-06,577.2
2013-05-07,576.6
2013-05-08,570.3
2013-05-09,577.65
2013-05-10,571.1
2013-05-11,570.85
2013-05-13,560.35
2013-05-14,564.75
2013-05-15,570.55
2013-05-16,570.5
2013-05-17,570.7
2013-05-20,568.85
2013-05-21,565.05
2013-05-22,565.85
2013-05-23,575.35
2013-05-24,574.8
2013-05-27,665.65
2013-05-28,678.95
2013-05-29,683.4
2013-05-30,700.0
2013-05-31,724.2
2013-06-03,694.75
2013-06-04,677.85
2013-06-05,664.75
2013-06-06,692.1
2013-06-07,690.25
2013-06-10,691.75
2013-06-11,692.75
2013-06-12,684.2
2013-06-13,675.1
2013-06-14,682.65
2013-06-17,674.25
2013-06-18,670.2
2013-06-19,667.6
2013-06-20,670.35
2013-06-21,662.05
2013-06-24,650.6
2013-06-25,647.55
2013-06-26,647.5
2013-06-27,660.6
2013-06-28,674.3
2013-07-01,687.25
2013-07-02,682.75
2013-07-03,677.3
2013-07-04,687.85
2013-07-05,671.0
2013-07-08,669.25
2013-07-09,675.65
2013-07-10,679.5
2013-07-11,678.8
2013-07-12,677.85
2013-07-15,680.15
2013-07-16,679.4
2013-07-17,700.05
2013-07-18,714.25
2013-07-19,710.05
2013-07-22,719.95
2013-07-23,727.2
2013-07-24,725.6
2013-07-25,724.15
2013-07-26,713.55
2013-07-29,716.5
2013-07-30,699.8
2013-07-31,699.1
2013-08-01,703.25
2013-08-02,708.4
2013-08-05,735.05
2013-08-06,723.15
2013-08-07,704.3
2013-08-08,694.15
2013-08-12,735.0
2013-08-13,747.3
2013-08-14,753.65
2013-08-16,742.75
2013-08-19,728.05
2013-08-20,700.1
2013-08-21,686.8
2013-08-22,709.45
2013-08-23,714.55
2013-08-26,706.25
2013-08-27,690.6
2013-08-28,691.8
2013-08-29,704.85
2013-08-30,702.4
2013-09-02,717.2
2013-09-03,729.75
2013-09-04,748.5
2013-09-05,750.0
2013-09-06,732.6
2013-09-10,738.6
2013-09-11,744.8
2013-09-12,746.25
2013-09-13,742.95
2013-09-16,732.3
2013-09-17,723.45
2013-09-18,752.65
2013-09-19,764.65
2013-09-20,760.15
2013-09-23,745.7
2013-09-24,751.65
2013-09-25,752.8
2013-09-26,758.45
2013-09-27,776.55
2013-09-30,822.0
2013-10-01,834.1
2013-10-03,823.85
2013-10-04,832.7
2013-10-07,845.6
2013-10-08,862.95
2013-10-09,871.3
2013-10-10,857.05
2013-10-11,851.85
2013-10-14,866.95
2013-10-15,841.7
2013-10-17,837.25
2013-10-18,864.45
2013-10-21,867.65
2013-10-22,875.6
2013-10-23,916.85
2013-10-24,926.85
2013-10-25,929.0
2013-10-28,920.8
2013-10-29,929.3
2013-10-30,944.7
2013-10-31,939.55
2013-11-01,939.95
2013-11-03,948.6
2013-11-05,932.55
2013-11-06,944.2
2013-11-07,936.0
2013-11-08,919.85
2013-11-11,875.6
2013-11-12,904.35
2013-11-13,889.0
2013-11-14,898.15
2013-11-18,895.05
2013-11-19,896.2
2013-11-20,895.3
2013-11-21,878.7
2013-11-22,873.45
2013-11-25,878.95
2013-11-26,888.8
2013-11-27,874.85
2013-11-28,876.65
2013-11-29,876.5
2013-12-02,900.05
2013-12-03,905.15
2013-12-04,889.55
2013-12-05,879.8
2013-12-06,867.45
2013-12-09,869.55
2013-12-10,868.55
2013-12-11,889.25
2013-12-12,880.05
2013-12-13,889.75
2013-12-16,879.75
2013-12-17,887.6
2013-12-18,886.05
2013-12-19,876.45
2013-12-20,893.7
2013-12-23,884.55
2013-12-24,906.1
2013-12-26,907.7
2013-12-27,915.65
2013-12-30,918.55
2013-12-31,920.6
