Date,HDIL
2013-01-01,114.9
2013-01-02,115.7
2013-01-03,116.5
2013-01-04,118.4
2013-01-07,117.35
2013-01-08,118.2
2013-01-09,120.15
2013-01-10,118.0
2013-01-11,113.7
2013-01-14,120.2
2013-01-15,118.6
2013-01-16,120.05
2013-01-17,119.65
2013-01-18,121.35
2013-01-21,121.0
2013-01-22,112.45
2013-01-23,96.25
2013-01-24,74.45
2013-01-25,82.9
2013-01-28,83.65
2013-01-29,80.4
2013-01-30,75.95
2013-01-31,76.7
2013-02-01,78.0
2013-02-04,75.7
2013-02-05,74.55
2013-02-06,74.25
2013-02-07,72.4
2013-02-08,71.2
2013-02-11,72.15
2013-02-12,70.1
2013-02-13,68.3
2013-02-14,67.4
2013-02-15,66.85
2013-02-18,69.5
2013-02-19,71.45
2013-02-20,69.9
2013-02-21,67.95
2013-02-22,67.95
2013-02-25,66.05
2013-02-26,63.1
2013-02-27,64.1
2013-02-28,60.35
2013-03-01,58.65
2013-03-04,58.45
2013-03-05,60.5
2013-03-06,67.9
2013-03-07,67.45
2013-03-08,69.25
2013-03-11,68.2
2013-03-12,67.1
2013-03-13,65.95
2013-03-14,67.8
2013-03-15,65.5
2013-03-18,64.05
2013-03-19,60.75
2013-03-20,48.65
2013-03-21,47.5
2013-03-22,46.5
2013-03-25,46.6
2013-03-26,45.4
2013-03-28,46.2
2013-04-01,50.0
2013-04-02,50.9
2013-04-03,51.0
2013-04-04,48.3
2013-04-05,49.05
2013-04-08,47.15
2013-04-09,46.3
2013-04-10,47.2
2013-04-11,47.35
2013-04-12,46.85
2013-04-15,46.9
2013-04-16,49.15
2013-04-17,48.75
2013-04-18,50.25
2013-04-22,56.3
2013-04-23,56.45
2013-04-25,57.2
2013-04-26,53.8
2013-04-29,54.65
2013-04-30,53.05
2013-05-02,54.4
2013-05-03,53.7
2013-05-06,54.9
2013-05-07,55.85
2013-05-08,55.75
2013-05-09,55.05
2013-05-10,54.65
2013-05-11,54.6
2013-05-13,54.15
2013-05-14,54.1
2013-05-15,56.55
2013-05-16,58.7
2013-05-17,60.3
2013-05-20,61.0
2013-05-21,58.65
2013-05-22,56.3
2013-05-23,50.65
2013-05-24,49.3
2013-05-27,50.0
2013-05-28,51.45
2013-05-29,47.95
2013-05-30,44.6
2013-05-31,41.9
2013-06-03,42.2
2013-06-04,41.8
2013-06-05,41.8
2013-06-06,42.15
2013-06-07,40.6
2013-06-10,39.45
2013-06-11,37.95
2013-06-12,38.05
2013-06-13,36.8
2013-06-14,37.65
2013-06-17,37.8
2013-06-18,38.2
2013-06-19,38.5
2013-06-20,36.1
2013-06-21,34.3
2013-06-24,32.85
2013-06-25,32.65
2013-06-26,32.95
2013-06-27,35.2
2013-06-28,37.3
2013-07-01,41.6
2013-07-02,40.95
2013-07-03,37.55
2013-07-04,38.4
2013-07-05,38.75
2013-07-08,37.35
2013-07-09,39.6
2013-07-10,38.8
2013-07-11,40.05
2013-07-12,39.1
2013-07-15,42.15
2013-07-16,39.4
2013-07-17,39.6
2013-07-18,40.8
2013-07-19,39.45
2013-07-22,39.3
2013-07-23,40.95
2013-07-24,40.35
2013-07-25,39.1
2013-07-26,37.45
2013-07-29,35.65
2013-07-30,34.0
2013-07-31,33.25
2013-08-01,30.95
2013-08-02,30.6
2013-08-05,30.65
2013-08-06,26.7
2013-08-07,29.0
2013-08-08,29.8
2013-08-12,31.45
2013-08-13,32.65
2013-08-14,33.4
2013-08-16,31.4
2013-08-19,30.9
2013-08-20,32.2
2013-08-21,30.5
2013-08-22,33.3
2013-08-23,34.55
2013-08-26,36.85
2013-08-27,34.75
2013-08-28,31.65
2013-08-29,33.55
2013-08-30,33.4
2013-09-02,34.6
2013-09-03,34.75
2013-09-04,35.75
2013-09-05,39.0
2013-09-06,39.0
2013-09-10,40.0
2013-09-11,41.6
2013-09-12,42.7
2013-09-13,43.75
2013-09-16,42.0
2013-09-17,40.9
2013-09-18,41.5
2013-09-19,43.55
2013-09-20,39.8
2013-09-23,38.05
2013-09-24,38.25
2013-09-25,39.7
2013-09-26,37.85
2013-09-27,37.3
2013-09-30,36.2
2013-10-01,36.55
2013-10-03,39.15
2013-10-04,39.75
2013-10-07,39.1
2013-10-08,40.55
2013-10-09,42.45
2013-10-10,42.45
2013-10-11,42.75
2013-10-14,42.75
2013-10-15,41.4
2013-10-17,41.3
2013-10-18,43.45
2013-10-21,44.25
2013-10-22,43.85
2013-10-23,43.25
2013-10-24,42.05
2013-10-25,41.25
2013-10-28,40.15
2013-10-29,43.15
2013-10-30,42.8
2013-10-31,42.55
2013-11-01,46.9
2013-11-03,46.5
2013-11-05,46.65
2013-11-06,44.65
2013-11-07,43.9
2013-11-08,46.1
2013-11-11,42.6
2013-11-12,42.4
2013-11-13,41.45
2013-11-14,43.35
2013-11-18,46.05
2013-11-19,48.1
2013-11-20,48.45
2013-11-21,46.5
2013-11-22,45.0
2013-11-25,47.45
2013-11-26,47.35
2013-11-27,49.9
2013-11-28,49.75
2013-11-29,50.35
2013-12-02,51.4
2013-12-03,51.15
2013-12-04,49.0
2013-12-05,50.35
2013-12-06,51.3
2013-12-09,51.85
2013-12-10,50.15
2013-12-11,49.9
2013-12-12,49.95
2013-12-13,48.25
2013-12-16,47.45
2013-12-17,46.45
2013-12-18,49.7
2013-12-19,48.05
2013-12-20,50.9
2013-12-23,54.85
2013-12-24,54.9
2013-12-26,54.4
2013-12-27,53.95
2013-12-30,53.6
2013-12-31,53.5
