Date,ORIENTBANK
2013-01-01,358.6
2013-01-02,359.9
2013-01-03,355.95
2013-01-04,353.9
2013-01-07,351.1
2013-01-08,350.5
2013-01-09,337.75
2013-01-10,332.1
2013-01-11,329.75
2013-01-14,345.2
2013-01-15,346.5
2013-01-16,339.85
2013-01-17,338.75
2013-01-18,338.95
2013-01-21,338.85
2013-01-22,332.3
2013-01-23,330.25
2013-01-24,314.9
2013-01-25,329.85
2013-01-28,328.5
2013-01-29,321.95
2013-01-30,319.9
2013-01-31,334.65
2013-02-01,321.6
2013-02-04,312.4
2013-02-05,313.45
2013-02-06,309.05
2013-02-07,306.0
2013-02-08,303.2
2013-02-11,299.7
2013-02-12,302.95
2013-02-13,298.75
2013-02-14,294.85
2013-02-15,294.2
2013-02-18,299.5
2013-02-19,307.7
2013-02-20,302.55
2013-02-21,292.2
2013-02-22,291.15
2013-02-25,283.95
2013-02-26,274.05
2013-02-27,284.65
2013-02-28,274.95
2013-03-01,277.4
2013-03-04,267.5
2013-03-05,275.25
2013-03-06,278.0
2013-03-07,275.35
2013-03-08,281.25
2013-03-11,288.65
2013-03-12,282.15
2013-03-13,268.6
2013-03-14,278.7
2013-03-15,275.85
2013-03-18,268.4
2013-03-19,254.05
2013-03-20,244.45
2013-03-21,238.3
2013-03-22,241.15
2013-03-25,240.25
2013-03-26,238.9
2013-03-28,251.8
2013-04-01,253.8
2013-04-02,262.5
2013-04-03,254.4
2013-04-04,247.4
2013-04-05,248.1
2013-04-08,242.7
2013-04-09,234.3
2013-04-10,236.7
2013-04-11,232.7
2013-04-12,239.1
2013-04-15,246.05
2013-04-16,259.7
2013-04-17,255.15
2013-04-18,266.25
2013-04-22,284.6
2013-04-23,279.85
2013-04-25,278.0
2013-04-26,264.65
2013-04-29,271.4
2013-04-30,267.75
2013-05-02,260.35
2013-05-03,255.85
2013-05-06,257.05
2013-05-07,256.3
2013-05-08,257.7
2013-05-09,256.75
2013-05-10,258.7
2013-05-11,258.2
2013-05-13,256.8
2013-05-14,258.25
2013-05-15,270.1
2013-05-16,265.15
2013-05-17,266.15
2013-05-20,272.5
2013-05-21,269.75
2013-05-22,263.1
2013-05-23,255.75
2013-05-24,256.9
2013-05-27,258.55
2013-05-28,259.4
2013-05-29,252.45
2013-05-30,255.4
2013-05-31,243.65
2013-06-03,244.1
2013-06-04,248.3
2013-06-05,248.45
2013-06-06,242.05
2013-06-07,234.95
2013-06-10,230.6
2013-06-11,223.6
2013-06-12,228.55
2013-06-13,228.75
2013-06-14,236.75
2013-06-17,236.9
2013-06-18,234.6
2013-06-19,233.95
2013-06-20,218.95
2013-06-21,214.7
2013-06-24,205.75
2013-06-25,199.8
2013-06-26,194.2
2013-06-27,198.4
2013-06-28,206.5
2013-07-01,215.6
2013-07-02,211.3
2013-07-03,199.0
2013-07-04,199.4
2013-07-05,199.15
2013-07-08,197.8
2013-07-09,204.95
2013-07-10,201.3
2013-07-11,201.45
2013-07-12,196.75
2013-07-15,201.0
2013-07-16,183.05
2013-07-17,173.0
2013-07-18,178.95
2013-07-19,173.45
2013-07-22,174.0
2013-07-23,176.15
2013-07-24,164.2
2013-07-25,164.95
2013-07-26,157.1
2013-07-29,152.25
2013-07-30,144.55
2013-07-31,155.15
2013-08-01,143.6
2013-08-02,137.45
2013-08-05,145.1
2013-08-06,137.0
2013-08-07,142.3
2013-08-08,140.7
2013-08-12,142.45
2013-08-13,144.45
2013-08-14,140.8
2013-08-16,129.55
2013-08-19,129.45
2013-08-20,131.85
2013-08-21,128.9
2013-08-22,133.3
2013-08-23,136.2
2013-08-26,136.25
2013-08-27,129.1
2013-08-28,126.75
2013-08-29,124.65
2013-08-30,127.05
2013-09-02,129.6
2013-09-03,125.9
2013-09-04,129.55
2013-09-05,144.4
2013-09-06,145.6
2013-09-10,145.4
2013-09-11,158.1
2013-09-12,162.85
2013-09-13,172.65
2013-09-16,172.8
2013-09-17,167.3
2013-09-18,171.85
2013-09-19,189.1
2013-09-20,170.25
2013-09-23,157.95
2013-09-24,158.75
2013-09-25,157.15
2013-09-26,155.95
2013-09-27,150.0
2013-09-30,144.75
2013-10-01,147.0
2013-10-03,154.35
2013-10-04,152.3
2013-10-07,152.65
2013-10-08,154.75
2013-10-09,157.85
2013-10-10,155.5
2013-10-11,160.4
2013-10-14,162.0
2013-10-15,153.55
2013-10-17,147.15
2013-10-18,152.1
2013-10-21,157.75
2013-10-22,158.45
2013-10-23,160.65
2013-10-24,161.6
2013-10-25,158.95
2013-10-28,154.25
2013-10-29,160.1
2013-10-30,153.35
2013-10-31,180.7
2013-11-01,194.45
2013-11-03,197.4
2013-11-05,202.45
2013-11-06,192.5
2013-11-07,185.05
2013-11-08,181.3
2013-11-11,176.0
2013-11-12,172.35
2013-11-13,173.7
2013-11-14,180.75
2013-11-18,184.6
2013-11-19,193.05
2013-11-20,185.25
2013-11-21,179.7
2013-11-22,177.35
2013-11-25,189.3
2013-11-26,187.7
2013-11-27,181.25
2013-11-28,179.2
2013-11-29,185.4
2013-12-02,191.95
2013-12-03,191.15
2013-12-04,190.8
2013-12-05,197.3
2013-12-06,211.05
2013-12-09,226.6
2013-12-10,224.0
2013-12-11,215.85
2013-12-12,214.9
2013-12-13,209.45
2013-12-16,206.55
2013-12-17,207.6
2013-12-18,220.05
2013-12-19,211.65
2013-12-20,220.1
2013-12-23,229.15
2013-12-24,233.8
2013-12-26,231.3
2013-12-27,228.05
2013-12-30,224.95
2013-12-31,228.85
