Date,MCDOWELL-N
2013-05-15,2304.9
2013-05-16,2317.55
2013-05-17,2412.45
2013-05-20,2390.6
2013-05-21,2407.2
2013-05-22,2484.4
2013-05-23,2411.0
2013-05-24,2568.15
2013-05-27,2512.9
2013-05-28,2446.45
2013-05-29,2459.1
2013-05-30,2439.75
2013-05-31,2414.5
2013-06-03,2479.95
2013-06-04,2520.75
2013-06-05,2510.5
2013-06-06,2497.0
2013-06-07,2475.45
2013-06-10,2495.15
2013-06-11,2489.3
2013-06-12,2376.85
2013-06-13,2333.3
2013-06-14,2368.9
2013-06-17,2447.9
2013-06-18,2469.65
2013-06-19,2479.1
2013-06-20,2444.95
2013-06-21,2410.1
2013-06-24,2299.9
2013-06-25,2292.2
2013-06-26,2275.55
2013-06-27,2222.0
2013-06-28,2167.8
2013-07-01,2457.25
2013-07-02,2415.65
2013-07-03,2515.45
2013-07-04,2557.45
2013-07-05,2533.35
2013-07-08,2561.85
2013-07-09,2647.3
2013-07-10,2637.15
2013-07-11,2646.95
2013-07-12,2667.0
2013-07-15,2671.9
2013-07-16,2692.5
2013-07-17,2709.0
2013-07-18,2800.35
2013-07-19,2740.3
2013-07-22,2702.4
2013-07-23,2712.5
2013-07-24,2711.25
2013-07-25,2698.8
2013-07-26,2586.95
2013-07-29,2532.1
2013-07-30,2530.5
2013-07-31,2384.8
2013-08-01,2391.55
2013-08-02,2300.95
2013-08-05,2347.65
2013-08-06,2261.45
2013-08-07,2294.6
2013-08-08,2260.55
2013-08-12,2236.1
2013-08-13,2367.25
2013-08-14,2409.7
2013-08-16,2231.65
2013-08-19,2186.05
2013-08-20,2222.1
2013-08-21,2110.4
2013-08-22,2144.85
2013-08-23,2212.65
2013-08-26,2247.55
2013-08-27,2121.5
2013-08-28,2061.5
2013-08-29,2128.25
2013-08-30,2200.85
2013-09-02,2268.4
2013-09-03,2277.6
2013-09-04,2350.0
2013-09-05,2450.8
2013-09-06,2422.3
2013-09-10,2516.75
2013-09-11,2557.2
2013-09-12,2562.1
2013-09-13,2538.0
2013-09-16,2552.5
2013-09-17,2506.75
2013-09-18,2528.0
2013-09-19,2568.65
2013-09-20,2533.25
2013-09-23,2488.55
2013-09-24,2485.3
2013-09-25,2474.4
2013-09-26,2458.95
2013-09-27,2621.45
2013-09-30,2533.2
2013-10-01,2511.0
2013-10-03,2489.8
2013-10-04,2468.7
2013-10-07,2461.3
2013-10-08,2432.2
2013-10-09,2473.6
2013-10-10,2571.85
2013-10-11,2566.95
2013-10-14,2587.6
2013-10-15,2524.15
2013-10-17,2517.15
2013-10-18,2585.7
2013-10-21,2670.1
2013-10-22,2661.8
2013-10-23,2694.65
2013-10-24,2694.35
2013-10-25,2626.45
2013-10-28,2558.35
2013-10-29,2577.9
2013-10-30,2574.85
2013-10-31,2574.15
2013-11-01,2587.8
2013-11-03,2605.0
2013-11-05,2552.55
2013-11-06,2490.6
2013-11-07,2397.4
2013-11-08,2395.75
2013-11-11,2334.0
2013-11-12,2357.8
2013-11-13,2354.5
2013-11-14,2413.35
2013-11-18,2408.95
2013-11-19,2483.35
2013-11-20,2471.6
2013-11-21,2418.55
2013-11-22,2526.05
2013-11-25,2622.5
2013-11-26,2588.1
2013-11-27,2653.15
2013-11-28,2628.2
2013-11-29,2615.3
2013-12-02,2609.95
2013-12-03,2545.2
2013-12-04,2563.85
2013-12-05,2552.65
2013-12-06,2556.55
2013-12-09,2561.0
2013-12-10,2522.95
2013-12-11,2517.6
2013-12-12,2533.75
2013-12-13,2528.8
2013-12-16,2507.8
2013-12-17,2573.15
2013-12-18,2587.6
2013-12-19,2640.7
2013-12-20,2670.4
2013-12-23,2575.3
2013-12-24,2522.75
2013-12-26,2526.4
2013-12-27,2542.15
2013-12-30,2542.45
2013-12-31,2608.55
