Date,ANANTRAJ
2013-01-01,92.35
2013-01-02,92.0
2013-01-03,97.8
2013-01-04,96.8
2013-01-07,96.35
2013-01-08,94.85
2013-01-09,94.1
2013-01-10,92.9
2013-01-11,91.35
2013-01-14,94.0
2013-01-15,94.95
2013-01-16,91.3
2013-01-17,91.85
2013-01-18,91.75
2013-01-21,92.35
2013-01-22,88.15
2013-01-23,85.35
2013-01-24,78.7
2013-01-25,82.6
2013-01-28,85.4
2013-01-29,83.85
2013-01-30,83.3
2013-01-31,81.6
2013-02-01,81.75
2013-02-04,76.3
2013-02-05,78.1
2013-02-06,77.9
2013-02-07,75.2
2013-02-08,73.9
2013-02-11,72.65
2013-02-12,70.25
2013-02-13,70.95
2013-02-14,67.9
2013-02-15,68.55
2013-02-18,70.4
2013-02-19,71.15
2013-02-20,70.65
2013-02-21,66.7
2013-02-22,66.6
2013-02-25,63.7
2013-02-26,62.0
2013-02-27,63.55
2013-02-28,62.25
2013-03-01,61.7
2013-03-04,57.4
2013-03-05,58.95
2013-03-06,63.7
2013-03-07,66.8
2013-03-08,72.05
2013-03-11,70.95
2013-03-12,68.9
2013-03-13,66.4
2013-03-14,68.95
2013-03-15,68.35
2013-03-18,66.6
2013-03-19,63.75
2013-03-20,59.95
2013-03-21,60.8
2013-03-22,62.0
2013-03-25,63.3
2013-03-26,63.45
2013-03-28,62.8
2013-04-01,64.75
2013-04-02,64.85
2013-04-03,63.45
2013-04-04,60.2
2013-04-05,59.3
2013-04-08,58.45
2013-04-09,57.9
2013-04-10,59.2
2013-04-11,58.7
2013-04-12,57.45
2013-04-15,60.95
2013-04-16,62.2
2013-04-17,61.25
2013-04-18,63.7
2013-04-22,65.65
2013-04-23,67.0
2013-04-25,68.45
2013-04-26,65.9
2013-04-29,67.55
2013-04-30,66.25
2013-05-02,66.65
2013-05-03,65.3
2013-05-06,65.65
2013-05-07,69.1
2013-05-08,69.0
2013-05-09,67.25
2013-05-10,67.05
2013-05-11,68.45
2013-05-13,67.5
2013-05-14,66.9
2013-05-15,72.4
2013-05-16,76.5
2013-05-17,75.85
2013-05-20,78.2
2013-05-21,75.3
2013-05-22,72.9
2013-05-23,69.0
2013-05-24,70.85
2013-05-27,71.0
2013-05-28,70.7
2013-05-29,70.0
2013-05-30,68.15
2013-05-31,64.9
2013-06-03,60.95
2013-06-04,61.3
2013-06-05,62.1
2013-06-06,62.15
2013-06-07,60.4
2013-06-10,60.65
2013-06-11,57.25
2013-06-12,57.45
2013-06-13,54.1
2013-06-14,56.2
2013-06-17,54.75
2013-06-18,54.6
2013-06-19,55.15
2013-06-20,53.0
2013-06-21,54.45
2013-06-24,51.1
2013-06-25,51.75
2013-06-26,50.7
2013-06-27,51.1
2013-06-28,52.75
2013-07-01,55.45
2013-07-02,53.7
2013-07-03,50.75
2013-07-04,50.85
2013-07-05,51.25
2013-07-08,51.05
2013-07-09,55.45
2013-07-10,55.3
2013-07-11,55.5
2013-07-12,55.6
2013-07-15,55.7
2013-07-16,52.95
2013-07-17,51.05
2013-07-18,52.3
2013-07-19,51.35
2013-07-22,51.6
2013-07-23,51.9
2013-07-24,50.25
2013-07-25,50.65
2013-07-26,50.65
2013-07-29,50.0
2013-07-30,50.05
2013-07-31,49.2
2013-08-01,47.85
2013-08-02,44.9
2013-08-05,44.9
2013-08-06,42.05
2013-08-07,43.6
2013-08-08,44.5
2013-08-12,45.1
2013-08-13,47.95
2013-08-14,48.85
2013-08-16,43.25
2013-08-19,43.25
2013-08-20,44.8
2013-08-21,43.4
2013-08-22,44.65
2013-08-23,44.55
2013-08-26,44.8
2013-08-27,43.75
2013-08-28,42.0
2013-08-29,41.6
2013-08-30,43.65
2013-09-02,44.75
2013-09-03,43.25
2013-09-04,43.5
2013-09-05,44.6
2013-09-06,44.85
2013-09-10,44.6
2013-09-11,45.25
2013-09-12,45.05
2013-09-13,46.1
2013-09-16,44.65
2013-09-17,44.35
2013-09-18,44.2
2013-09-19,46.3
2013-09-20,42.15
2013-09-23,42.8
2013-09-24,42.0
2013-09-25,42.1
2013-09-26,42.3
2013-09-27,41.85
2013-09-30,41.15
2013-10-01,42.0
2013-10-03,42.0
2013-10-04,42.65
2013-10-07,42.45
2013-10-08,42.1
2013-10-09,45.8
2013-10-10,47.75
2013-10-11,49.05
2013-10-14,51.1
2013-10-15,49.35
2013-10-17,49.05
2013-10-18,51.45
2013-10-21,53.0
2013-10-22,52.45
2013-10-23,50.75
2013-10-24,49.6
2013-10-25,48.7
2013-10-28,47.75
2013-10-29,49.15
2013-10-30,49.25
2013-10-31,55.1
2013-11-01,53.9
2013-11-03,56.2
2013-11-05,56.85
2013-11-06,55.15
2013-11-07,52.85
2013-11-08,54.3
2013-11-11,51.2
2013-11-12,51.25
2013-11-13,49.7
2013-11-14,51.3
2013-11-18,51.15
2013-11-19,54.1
2013-11-20,52.7
2013-11-21,50.4
2013-11-22,50.1
2013-11-25,49.9
2013-11-26,48.65
2013-11-27,47.2
2013-11-28,47.7
2013-11-29,48.0
2013-12-02,49.35
2013-12-03,49.15
2013-12-04,47.8
2013-12-05,48.2
2013-12-06,48.4
2013-12-09,48.6
2013-12-10,46.9
2013-12-11,46.05
2013-12-12,46.9
2013-12-13,48.45
2013-12-16,51.7
2013-12-17,50.6
2013-12-18,52.8
2013-12-19,54.4
2013-12-20,65.15
2013-12-23,63.95
2013-12-24,62.7
2013-12-26,61.5
2013-12-27,61.25
2013-12-30,61.45
2013-12-31,62.6
