Date,ICRA
2013-06-27,960.7
2013-06-28,1014.45
2013-07-01,988.8
2013-07-02,1000.6
2013-07-03,1007.1
2013-07-04,994.5
2013-07-05,1009.55
2013-07-08,997.25
2013-07-09,1010.95
2013-07-10,1036.85
2013-07-11,1032.05
2013-07-12,1044.7
2013-07-15,1064.65
2013-07-16,1047.4
2013-07-17,1082.75
2013-07-18,1087.9
2013-07-19,1083.65
2013-07-22,1115.5
2013-07-23,1139.4
2013-07-24,1131.05
2013-07-25,1102.55
2013-07-26,1117.0
2013-07-29,1144.1
2013-07-30,1149.55
2013-07-31,1116.45
2013-08-01,1100.6
2013-08-02,1154.85
2013-08-05,1139.85
2013-08-06,1124.85
2013-08-07,1145.25
2013-08-08,1154.7
2013-08-12,1178.75
2013-08-13,1168.7
2013-08-14,1214.95
2013-08-16,1219.4
2013-08-19,1208.75
2013-08-20,1199.65
2013-08-21,1185.15
2013-08-22,1184.9
2013-08-23,1185.8
2013-08-26,1178.8
2013-08-27,1127.15
2013-08-28,1144.05
2013-08-29,1155.4
2013-08-30,1164.85
2013-09-02,1171.4
2013-09-03,1167.25
2013-09-04,1165.9
2013-09-05,1170.5
2013-09-06,1185.0
2013-09-10,1156.35
2013-09-11,1175.75
2013-09-12,1185.15
2013-09-13,1171.45
2013-09-16,1153.25
2013-09-17,1142.8
2013-09-18,1115.85
2013-09-19,1125.35
2013-09-20,1169.25
2013-09-23,1165.9
2013-09-24,1150.9
2013-09-25,1160.15
2013-09-26,1149.3
2013-09-27,1149.35
2013-09-30,1167.4
2013-10-01,1159.05
2013-10-03,1160.8
2013-10-04,1160.05
2013-10-07,1159.7
2013-10-08,1156.75
2013-10-09,1165.05
2013-10-10,1226.9
2013-10-11,1256.45
2013-10-14,1258.9
2013-10-15,1248.95
2013-10-17,1240.2
2013-10-18,1225.35
2013-10-21,1233.95
2013-10-22,1215.3
2013-10-23,1210.95
2013-10-24,1236.9
2013-10-25,1233.7
2013-10-28,1278.75
2013-10-29,1280.4
2013-10-30,1294.15
2013-10-31,1304.15
2013-11-01,1302.45
2013-11-03,1331.5
2013-11-05,1347.6
2013-11-06,1313.55
2013-11-07,1300.55
2013-11-08,1313.05
2013-11-11,1318.6
2013-11-12,1331.15
2013-11-13,1355.75
2013-11-14,1422.35
2013-11-18,1482.8
2013-11-19,1487.05
2013-11-20,1536.45
2013-11-21,1622.2
2013-11-22,1630.55
2013-11-25,1614.2
2013-11-26,1500.65
2013-11-27,1590.95
2013-11-28,1581.0
2013-11-29,1566.1
2013-12-02,1540.15
2013-12-03,1518.35
2013-12-04,1526.35
2013-12-05,1539.75
2013-12-06,1539.8
2013-12-09,1557.8
2013-12-10,1547.55
2013-12-11,1586.75
2013-12-12,1568.65
2013-12-13,1548.4
2013-12-16,1537.35
2013-12-17,1552.6
2013-12-18,1553.8
2013-12-19,1564.9
2013-12-20,1578.15
2013-12-23,1582.55
2013-12-24,1591.3
2013-12-26,1614.35
2013-12-27,1587.55
2013-12-30,1569.95
2013-12-31,1637.2
