Date,AXISGOLD
2013-01-01,3001.55
2013-01-02,2994.4
2013-01-03,3016.75
2013-01-04,2971.75
2013-01-07,2990.35
2013-01-08,2989.9
2013-01-09,2989.75
2013-01-10,2962.75
2013-01-11,2981.2
2013-01-14,2971.15
2013-01-15,2981.2
2013-01-16,2996.3
2013-01-17,2984.35
2013-01-18,2971.75
2013-01-21,2964.55
2013-01-22,2979.9
2013-01-23,2986.85
2013-01-24,2976.35
2013-01-25,2978.2
2013-01-28,2961.85
2013-01-29,2956.05
2013-01-30,2955.3
2013-01-31,2935.25
2013-02-01,2938.75
2013-02-04,2932.85
2013-02-05,2947.6
2013-02-06,2943.0
2013-02-07,2947.2
2013-02-08,2950.0
2013-02-11,2944.35
2013-02-12,2946.15
2013-02-13,2932.3
2013-02-14,2924.75
2013-02-15,2920.0
2013-02-18,2902.75
2013-02-19,2898.7
2013-02-20,2889.85
2013-02-21,2832.85
2013-02-22,2848.75
2013-02-25,2850.0
2013-02-26,2853.85
2013-02-27,2877.4
2013-02-28,2869.6
2013-03-01,2864.15
2013-03-04,2866.75
2013-03-05,2863.75
2013-03-06,2864.95
2013-03-07,2869.95
2013-03-08,2854.35
2013-03-11,2851.2
2013-03-12,2860.6
2013-03-13,2850.75
2013-03-14,2833.9
2013-03-15,2847.3
2013-03-18,2869.35
2013-03-19,2881.35
2013-03-20,2893.95
2013-03-21,2871.75
2013-03-22,2877.2
2013-03-25,2863.9
2013-03-26,2851.25
2013-03-28,2900.15
2013-04-01,2875.3
2013-04-02,2878.5
2013-04-03,2826.65
2013-04-04,2829.4
2013-04-05,2843.65
2013-04-08,2869.15
2013-04-09,2843.2
2013-04-10,2859.9
2013-04-11,2807.45
2013-04-12,2798.7
2013-04-15,2573.0
2013-04-16,2551.8
2013-04-17,2519.95
2013-04-18,2528.05
2013-04-22,2639.5
2013-04-23,2613.7
2013-04-25,2625.0
2013-04-26,2646.85
2013-04-29,2651.4
2013-04-30,2647.65
2013-05-02,2615.1
2013-05-03,2628.95
2013-05-06,2640.3
2013-05-07,2644.0
2013-05-08,2623.45
2013-05-09,2651.9
2013-05-10,2658.45
2013-05-11,2653.75
2013-05-13,2635.05
2013-05-14,2635.0
2013-05-15,2609.2
2013-05-16,2570.3
2013-05-17,2549.0
2013-05-20,2517.1
2013-05-21,2562.75
2013-05-22,2561.1
2013-05-23,2543.45
2013-05-24,2559.25
2013-05-27,2551.65
2013-05-28,2554.4
2013-05-29,2569.6
2013-05-30,2576.1
2013-05-31,2604.35
2013-06-03,2583.05
2013-06-04,2585.3
2013-06-05,2588.75
2013-06-06,2620.7
2013-06-07,2636.15
2013-06-10,2632.0
2013-06-11,2618.7
2013-06-12,2623.15
2013-06-13,2618.4
2013-06-14,2601.45
2013-06-17,2626.15
2013-06-18,2648.85
2013-06-19,2647.05
2013-06-20,2594.3
2013-06-21,2561.7
2013-06-24,2552.6
2013-06-25,2546.95
2013-06-26,2480.4
2013-06-27,2492.75
2013-06-28,2417.15
2013-07-01,2476.45
2013-07-02,2506.35
2013-07-03,2515.45
2013-07-04,2517.2
2013-07-05,2509.8
2013-07-08,2512.45
2013-07-09,2523.75
2013-07-10,2523.7
2013-07-11,2539.95
2013-07-12,2551.9
2013-07-15,2558.0
2013-07-16,2539.6
2013-07-17,2542.05
2013-07-18,2529.8
2013-07-19,2556.3
2013-07-22,2594.0
2013-07-23,2635.8
2013-07-24,2627.1
2013-07-25,2606.1
2013-07-26,2634.65
2013-07-29,2662.2
2013-07-30,2681.65
2013-07-31,2721.55
2013-08-01,2684.95
2013-08-02,2650.55
2013-08-05,2701.75
2013-08-06,2694.6
2013-08-07,2664.05
2013-08-08,2677.65
2013-08-12,2747.9
2013-08-13,2809.5
2013-08-14,2807.65
2013-08-16,2907.5
2013-08-19,2947.4
2013-08-20,2944.25
2013-08-21,2964.15
2013-08-22,2980.8
2013-08-23,2950.6
2013-08-26,2997.8
2013-08-27,3012.15
2013-08-28,3003.95
2013-08-29,3004.9
2013-08-30,2973.65
2013-09-02,2960.4
