Date,BSLGOLDETF
2013-09-04,3096.8
2013-09-05,3069.3
2013-09-06,2986.45
2013-09-10,3028.0
2013-09-11,2910.75
2013-09-12,2960.0
2013-09-13,2875.15
2013-09-16,2860.55
2013-09-17,2900.0
2013-09-18,2859.0
2013-09-19,2930.0
2013-09-20,2918.15
2013-09-23,2909.5
2013-09-24,2896.05
2013-09-25,2903.35
2013-09-26,2870.0
2013-09-27,2898.0
2013-09-30,2936.65
2013-10-01,2940.0
2013-10-03,2860.05
2013-10-04,2910.0
2013-10-07,2945.0
2013-10-08,2907.25
2013-10-09,2892.0
2013-10-10,2928.6
2013-10-11,2862.55
2013-10-14,2900.0
2013-10-15,2880.0
2013-10-17,2965.7
2013-10-18,2960.1
2013-10-21,3009.45
2013-10-22,3005.0
2013-10-23,3032.45
2013-10-24,3066.95
2013-10-25,3018.1
2013-10-28,3060.85
2013-10-29,3075.8
2013-10-30,3012.7
2013-10-31,2977.1
2013-11-01,2952.4
2013-11-03,2992.95
2013-11-05,2954.55
2013-11-06,2960.0
2013-11-07,2950.0
2013-11-08,2998.5
2013-11-11,2924.5
2013-11-12,2988.5
2013-11-13,2999.6
2013-11-14,3000.0
2013-11-18,2984.0
2013-11-19,2980.85
2013-11-20,2956.6
2013-11-21,2990.0
2013-11-22,2980.0
2013-11-25,2932.6
2013-11-26,2951.2
2013-11-27,2941.65
2013-11-28,2927.65
2013-11-29,2969.0
2013-12-02,2939.2
2013-12-03,2949.15
2013-12-04,2930.0
2013-12-05,2975.05
2013-12-06,2923.65
2013-12-09,2905.0
2013-12-10,2949.9
2013-12-11,2924.6
2013-12-12,2910.0
2013-12-13,2948.1
2013-12-16,2920.0
2013-12-17,2899.35
2013-12-18,2878.65
2013-12-19,2889.2
2013-12-20,2900.0
2013-12-23,2915.45
2013-12-24,2875.75
2013-12-26,2852.5
2013-12-27,2872.85
2013-12-30,2845.5
2013-12-31,2840.9
