Date,HIKAL
2013-01-01,507.0
2013-01-02,508.45
2013-01-03,497.85
2013-01-04,487.1
2013-01-07,479.45
2013-01-08,467.5
2013-01-09,466.0
2013-01-10,461.0
2013-01-11,471.0
2013-01-14,470.6
2013-01-15,470.0
2013-01-16,470.0
2013-01-17,470.0
2013-01-18,470.1
2013-01-21,470.0
2013-01-22,470.0
2013-01-23,453.8
2013-01-24,450.0
2013-01-25,435.0
2013-01-28,449.2
2013-01-29,448.1
2013-01-30,449.0
2013-01-31,458.35
2013-02-01,455.0
2013-02-04,451.35
2013-02-05,452.4
2013-02-06,439.4
2013-02-07,415.25
2013-02-08,405.55
2013-02-11,403.65
2013-02-12,404.05
2013-02-13,388.8
2013-02-14,381.25
2013-02-15,401.4
2013-02-18,399.5
2013-02-19,395.55
2013-02-20,409.55
2013-02-21,400.65
2013-02-22,414.65
2013-02-25,408.8
2013-02-26,395.05
2013-02-27,400.7
2013-02-28,395.5
2013-03-01,392.25
2013-03-04,390.05
2013-03-05,376.3
2013-03-06,384.35
2013-03-07,380.0
2013-03-08,379.55
2013-03-11,380.5
2013-03-12,376.3
2013-03-13,372.85
2013-03-14,375.0
2013-03-15,375.0
2013-03-18,375.0
2013-03-19,374.7
2013-03-20,378.2
2013-03-21,375.6
2013-03-22,361.0
2013-03-25,371.45
2013-03-26,384.5
2013-03-28,401.7
2013-04-01,400.3
2013-04-02,399.65
2013-04-03,400.25
2013-04-04,406.3
2013-04-05,394.05
2013-04-08,385.15
2013-04-09,404.7
2013-04-10,402.0
2013-04-11,390.75
2013-04-12,390.4
2013-04-15,390.05
2013-04-16,398.3
2013-04-17,400.0
2013-04-18,392.8
2013-04-22,404.25
2013-04-23,394.85
2013-04-25,399.7
2013-04-26,408.5
2013-04-29,391.8
2013-04-30,390.5
2013-05-02,403.15
2013-05-03,419.05
2013-05-06,412.55
2013-05-07,412.4
2013-05-08,421.1
2013-05-09,424.2
2013-05-10,427.95
2013-05-11,430.85
2013-05-13,426.7
2013-05-14,426.7
2013-05-15,434.75
2013-05-16,436.4
2013-05-17,408.7
2013-05-20,421.5
2013-05-21,413.05
2013-05-22,411.0
2013-05-23,410.3
2013-05-24,408.9
2013-05-27,400.55
2013-05-28,403.65
2013-05-29,398.8
2013-05-30,397.4
2013-05-31,405.75
2013-06-03,405.0
2013-06-04,397.2
2013-06-05,393.0
2013-06-06,406.45
2013-06-07,399.5
2013-06-10,393.0
2013-06-11,408.5
2013-06-12,402.25
2013-06-13,398.15
2013-06-14,399.35
2013-06-17,397.3
2013-06-18,392.55
2013-06-19,400.7
2013-06-20,400.0
2013-06-21,412.5
2013-06-24,397.85
2013-06-25,396.65
2013-06-26,391.9
2013-06-27,397.3
2013-06-28,404.6
2013-07-01,396.2
2013-07-02,405.2
2013-07-03,411.5
2013-07-04,423.25
2013-07-05,427.25
2013-07-08,420.6
2013-07-09,415.3
2013-07-10,410.8
2013-07-11,404.1
2013-07-12,415.0
2013-07-15,413.7
2013-07-16,410.75
2013-07-17,403.25
2013-07-18,409.5
2013-07-19,403.9
2013-07-22,400.05
2013-07-23,393.6
2013-07-24,390.0
2013-07-25,388.3
2013-07-26,394.7
2013-07-29,402.35
2013-07-30,401.95
2013-07-31,402.75
2013-08-01,407.75
2013-08-02,403.4
2013-08-05,399.35
2013-08-06,393.1
2013-08-07,393.05
2013-08-08,411.4
2013-08-12,411.0
2013-08-13,404.25
2013-08-14,407.35
2013-08-16,403.85
2013-08-19,401.1
2013-08-20,398.15
2013-08-21,401.05
2013-08-22,402.9
2013-08-23,406.35
2013-08-26,409.15
2013-08-27,401.1
2013-08-28,396.65
2013-08-29,412.3
2013-08-30,417.75
2013-09-02,410.6
2013-09-03,417.75
2013-09-04,411.95
2013-09-05,412.15
2013-09-06,411.05
2013-09-10,407.05
2013-09-11,406.2
2013-09-12,403.2
2013-09-13,413.9
2013-09-16,423.8
2013-09-17,417.4
2013-09-18,420.45
2013-09-19,428.6
2013-09-20,443.65
2013-09-23,435.15
2013-09-24,436.5
2013-09-25,432.0
2013-09-26,433.8
2013-09-27,435.25
2013-09-30,434.95
2013-10-01,435.05
2013-10-03,436.9
2013-10-04,439.4
2013-10-07,449.2
2013-10-08,440.6
2013-10-09,439.95
2013-10-10,440.05
2013-10-11,442.4
2013-10-14,440.45
2013-10-15,449.1
2013-10-17,455.25
2013-10-18,448.8
2013-10-21,442.45
2013-10-22,441.05
2013-10-23,440.2
2013-10-24,445.85
2013-10-25,442.7
2013-10-28,457.45
2013-10-29,461.95
2013-10-30,471.85
2013-10-31,469.05
2013-11-01,473.05
2013-11-03,472.05
2013-11-05,478.9
2013-11-06,478.15
2013-11-07,471.0
2013-11-08,471.85
2013-11-11,472.75
2013-11-12,470.8
2013-11-13,469.85
2013-11-14,469.9
2013-11-18,469.85
2013-11-19,469.9
2013-11-20,470.05
2013-11-21,470.1
2013-11-22,470.05
2013-11-25,472.1
2013-11-26,470.7
2013-11-27,473.3
2013-11-28,470.05
2013-11-29,470.05
2013-12-02,470.25
2013-12-03,469.5
2013-12-04,469.9
2013-12-05,469.9
2013-12-06,464.8
2013-12-09,458.05
2013-12-10,461.25
2013-12-11,464.8
2013-12-12,462.05
2013-12-13,462.8
2013-12-16,458.1
2013-12-17,456.55
2013-12-18,467.4
2013-12-19,466.75
2013-12-20,470.1
2013-12-23,465.05
2013-12-24,466.05
2013-12-26,462.8
2013-12-27,454.2
2013-12-30,459.3
2013-12-31,460.0
