Date,SANOFI
2013-08-01,2403.25
2013-08-02,2451.05
2013-08-05,2440.15
2013-08-06,2402.7
2013-08-07,2356.3
2013-08-08,2483.7
2013-08-12,2432.1
2013-08-13,2516.6
2013-08-14,2476.35
2013-08-16,2413.4
2013-08-19,2395.6
2013-08-20,2413.1
2013-08-21,2422.75
2013-08-22,2410.95
2013-08-23,2388.7
2013-08-26,2512.65
2013-08-27,2426.2
2013-08-28,2389.35
2013-08-29,2381.1
2013-08-30,2396.95
2013-09-02,2402.5
2013-09-03,2400.05
2013-09-04,2357.7
2013-09-05,2401.55
2013-09-06,2382.45
2013-09-10,2438.85
2013-09-11,2419.8
2013-09-12,2389.65
2013-09-13,2368.6
2013-09-16,2360.4
2013-09-17,2396.8
2013-09-18,2365.7
2013-09-19,2384.6
2013-09-20,2433.3
2013-09-23,2460.5
2013-09-24,2504.65
2013-09-25,2502.85
2013-09-26,2545.05
2013-09-27,2573.5
2013-09-30,2644.55
2013-10-01,2598.6
2013-10-03,2520.3
2013-10-04,2508.65
2013-10-07,2499.2
2013-10-08,2493.65
2013-10-09,2494.25
2013-10-10,2493.5
2013-10-11,2466.6
2013-10-14,2462.7
2013-10-15,2463.1
2013-10-17,2424.2
2013-10-18,2421.65
2013-10-21,2410.25
2013-10-22,2410.7
2013-10-23,2393.15
2013-10-24,2357.1
2013-10-25,2353.25
2013-10-28,2346.45
2013-10-29,2480.45
2013-10-30,2434.0
2013-10-31,2512.3
2013-11-01,2584.25
2013-11-03,2590.9
2013-11-05,2601.0
2013-11-06,2598.5
2013-11-07,2602.9
2013-11-08,2563.95
2013-11-11,2610.85
2013-11-12,2611.5
2013-11-13,2579.0
2013-11-14,2639.9
2013-11-18,2598.9
2013-11-19,2601.5
2013-11-20,2639.5
2013-11-21,2631.95
2013-11-22,2647.95
2013-11-25,2680.35
2013-11-26,2692.6
2013-11-27,2730.35
2013-11-28,2774.05
2013-11-29,2819.65
2013-12-02,2867.35
2013-12-03,2880.15
2013-12-04,2862.9
2013-12-05,2800.9
2013-12-06,2809.8
2013-12-09,2774.45
2013-12-10,2726.0
2013-12-11,2742.55
2013-12-12,2709.8
2013-12-13,2714.75
2013-12-16,2782.4
2013-12-17,2748.4
2013-12-18,2767.85
2013-12-19,2807.7
2013-12-20,2824.7
2013-12-23,2780.5
2013-12-24,2777.55
2013-12-26,2732.1
2013-12-27,2750.1
2013-12-30,2697.9
2013-12-31,2748.8
