Date,GALLANTT
2013-01-01,28.1
2013-01-02,27.8
2013-01-03,27.8
2013-01-04,27.4
2013-01-07,26.85
2013-01-08,26.75
2013-01-09,27.35
2013-01-10,27.0
2013-01-11,26.9
2013-01-14,27.9
2013-01-15,28.0
2013-01-16,27.1
2013-01-17,27.15
2013-01-18,27.35
2013-01-21,27.75
2013-01-22,27.45
2013-01-23,27.3
2013-01-24,26.95
2013-01-25,27.3
2013-01-28,27.55
2013-01-29,27.25
2013-01-30,27.4
2013-01-31,27.1
2013-02-01,26.75
2013-02-04,26.85
2013-02-05,26.85
2013-02-06,27.0
2013-02-07,26.9
2013-02-08,27.0
2013-02-11,27.75
2013-02-12,27.45
2013-02-13,27.5
2013-02-14,26.7
2013-02-15,26.0
2013-02-18,26.45
2013-02-19,23.05
2013-02-20,22.05
2013-02-21,24.2
2013-02-22,25.2
2013-02-25,24.7
2013-02-26,24.65
2013-02-27,24.85
2013-02-28,24.35
2013-03-01,23.4
2013-03-04,19.9
2013-03-05,21.25
2013-03-06,21.55
2013-03-07,21.2
2013-03-08,20.15
2013-03-11,20.25
2013-03-12,19.35
2013-03-13,19.25
2013-03-14,18.0
2013-03-15,17.3
2013-03-18,16.2
2013-03-19,17.0
2013-03-20,16.85
2013-03-21,16.95
2013-03-22,16.5
2013-03-25,16.85
2013-03-26,17.15
2013-03-28,17.0
2013-04-01,17.1
2013-04-02,17.9
2013-04-03,18.0
2013-04-04,17.55
2013-04-05,17.7
2013-04-08,17.5
2013-04-09,17.4
2013-04-10,17.0
2013-04-11,16.9
2013-04-12,16.9
2013-04-15,17.0
2013-04-16,16.65
2013-04-17,16.9
2013-04-18,17.1
2013-04-22,17.0
2013-04-23,16.95
2013-04-25,17.3
2013-04-26,17.05
2013-04-29,17.05
2013-04-30,17.15
2013-05-02,16.7
2013-05-03,16.45
2013-05-06,16.6
2013-05-07,17.0
2013-05-08,17.0
2013-05-09,17.55
2013-05-10,16.95
2013-05-11,16.95
2013-05-13,17.3
2013-05-14,17.25
2013-05-15,17.1
2013-05-16,17.05
2013-05-17,17.1
2013-05-20,18.2
2013-05-21,16.3
2013-05-22,18.05
2013-05-23,17.8
2013-05-24,18.05
2013-05-27,18.2
2013-05-28,18.25
2013-05-29,18.0
2013-05-30,18.0
2013-05-31,18.15
2013-06-03,18.05
2013-06-04,19.0
2013-06-05,19.25
2013-06-06,19.25
2013-06-07,19.0
2013-06-10,19.0
2013-06-11,18.55
2013-06-12,18.8
2013-06-13,19.25
2013-06-14,19.0
2013-06-17,19.4
2013-06-18,19.0
2013-06-19,19.25
2013-06-20,19.15
2013-06-21,19.2
2013-06-24,19.35
2013-06-25,19.0
2013-06-26,18.95
2013-06-27,19.4
2013-06-28,18.7
2013-07-01,18.8
2013-07-02,18.65
2013-07-03,18.25
2013-07-04,18.95
2013-07-05,18.75
2013-07-08,18.3
2013-07-09,18.95
2013-07-10,19.0
2013-07-11,18.45
2013-07-12,18.55
2013-07-15,18.0
2013-07-16,17.85
2013-07-17,18.6
2013-07-18,18.85
2013-07-19,18.2
2013-07-22,17.9
2013-07-23,17.85
2013-07-24,17.6
2013-07-25,16.85
2013-07-26,17.0
2013-07-29,17.05
2013-07-30,17.1
2013-07-31,17.0
2013-08-01,17.05
2013-08-02,17.25
2013-08-05,17.05
2013-08-06,17.2
2013-08-07,18.05
2013-08-08,17.9
2013-08-12,17.9
2013-08-13,17.7
2013-08-14,18.45
2013-08-16,17.5
2013-08-19,18.0
2013-08-20,17.75
2013-08-21,17.85
2013-08-22,17.6
2013-08-23,17.8
2013-08-26,17.35
2013-08-27,17.45
2013-08-28,17.3
2013-08-29,17.35
2013-08-30,18.0
2013-09-02,18.85
2013-09-03,18.75
2013-09-04,18.7
2013-09-05,19.65
2013-09-06,19.45
2013-09-10,19.2
2013-09-11,19.95
2013-09-12,19.0
2013-09-13,19.25
2013-09-16,18.9
2013-09-17,18.55
2013-09-18,18.65
2013-09-19,18.8
2013-09-20,19.15
2013-09-23,19.0
2013-09-24,19.4
2013-09-25,19.3
2013-09-26,19.55
2013-09-27,19.25
2013-09-30,19.5
2013-10-01,20.2
2013-10-03,19.95
2013-10-04,19.5
2013-10-07,19.5
2013-10-08,20.0
2013-10-09,22.9
2013-10-10,24.1
2013-10-11,23.8
2013-10-14,23.1
2013-10-15,23.4
2013-10-17,23.9
2013-10-18,23.75
2013-10-21,23.2
2013-10-22,23.25
2013-10-23,23.35
2013-10-24,23.2
2013-10-25,24.8
2013-10-28,24.9
2013-10-29,24.8
2013-10-30,23.7
2013-10-31,22.65
2013-11-01,22.6
2013-11-03,23.1
2013-11-05,23.6
2013-11-06,23.4
2013-11-07,22.55
2013-11-08,22.4
2013-11-11,22.95
2013-11-12,22.35
2013-11-13,21.95
2013-11-14,21.75
2013-11-18,21.7
2013-11-19,20.85
2013-11-20,19.35
2013-11-21,19.25
2013-11-22,18.5
2013-11-25,18.75
2013-11-26,18.35
2013-11-27,17.65
2013-11-28,18.2
2013-11-29,18.25
2013-12-02,18.7
2013-12-03,18.7
2013-12-04,18.9
2013-12-05,18.5
2013-12-06,19.05
2013-12-09,18.9
2013-12-10,19.0
2013-12-11,19.05
2013-12-12,19.05
2013-12-13,19.05
2013-12-16,18.9
2013-12-17,18.8
2013-12-18,18.8
2013-12-19,18.8
2013-12-20,19.15
2013-12-23,19.3
2013-12-24,18.85
2013-12-26,18.75
2013-12-27,18.2
2013-12-30,18.4
2013-12-31,18.35
