Date,CARERATING
2013-01-01,918.95
2013-01-02,923.95
2013-01-03,934.85
2013-01-04,934.75
2013-01-07,929.25
2013-01-08,920.85
2013-01-09,923.7
2013-01-10,936.7
2013-01-11,938.65
2013-01-14,923.45
2013-01-15,931.05
2013-01-16,919.35
2013-01-17,925.65
2013-01-18,924.85
2013-01-21,925.05
2013-01-22,926.0
2013-01-23,929.6
2013-01-24,920.85
2013-01-25,924.85
2013-01-28,917.1
2013-01-29,877.8
2013-01-30,865.1
2013-01-31,842.25
2013-02-01,852.15
2013-02-04,831.15
2013-02-05,823.25
2013-02-06,822.2
2013-02-07,829.4
2013-02-08,826.9
2013-02-11,825.1
2013-02-12,825.4
2013-02-13,826.35
2013-02-14,827.05
2013-02-15,830.4
2013-02-18,835.8
2013-02-19,824.3
2013-02-20,822.95
2013-02-21,813.0
2013-02-22,812.55
2013-02-25,796.4
2013-02-26,766.95
2013-02-27,807.7
2013-02-28,813.45
2013-03-01,788.25
2013-03-04,781.95
2013-03-05,797.65
2013-03-06,794.35
2013-03-07,771.4
2013-03-08,795.05
2013-03-11,797.0
2013-03-12,798.95
2013-03-13,798.65
2013-03-14,798.2
2013-03-15,826.0
2013-03-18,814.75
2013-03-19,795.5
2013-03-20,791.15
2013-03-21,773.75
2013-03-22,793.8
2013-03-25,785.05
2013-03-26,796.25
2013-03-28,810.5
2013-04-01,809.15
2013-04-02,808.4
2013-04-03,786.3
2013-04-04,781.55
2013-04-05,773.15
2013-04-08,767.0
2013-04-09,765.8
2013-04-10,754.5
2013-04-11,761.45
2013-04-12,756.65
2013-04-15,749.5
2013-04-16,754.35
2013-04-17,752.5
2013-04-18,745.1
2013-04-22,748.1
2013-04-23,753.35
2013-04-25,725.35
2013-04-26,729.1
2013-04-29,724.15
2013-04-30,719.2
2013-05-02,710.8
2013-05-03,694.3
2013-05-06,698.85
2013-05-07,687.85
2013-05-08,709.45
2013-05-09,713.55
2013-05-10,736.7
2013-05-11,733.55
2013-05-13,740.75
2013-05-14,714.1
2013-05-15,707.7
2013-05-16,728.25
2013-05-17,718.8
2013-05-20,718.25
2013-05-21,729.9
2013-05-22,721.4
2013-05-23,703.85
2013-05-24,698.75
2013-05-27,699.8
2013-05-28,697.15
2013-05-29,696.4
2013-05-30,696.0
2013-05-31,711.3
2013-06-03,726.25
2013-06-04,712.75
2013-06-05,703.55
2013-06-06,693.6
2013-06-07,697.8
2013-06-10,704.8
2013-06-11,696.05
2013-06-12,707.55
2013-06-13,691.95
2013-06-14,698.3
2013-06-17,699.25
2013-06-18,700.05
2013-06-19,700.4
2013-06-20,685.8
2013-06-21,660.6
2013-06-24,638.75
2013-06-25,628.75
2013-06-26,602.6
2013-06-27,597.8
2013-06-28,599.15
2013-07-01,599.1
2013-07-02,599.8
2013-07-03,598.1
2013-07-04,596.55
2013-07-05,593.9
2013-07-08,590.55
2013-07-09,583.45
2013-07-10,590.0
2013-07-11,595.45
2013-07-12,587.65
2013-07-15,586.4
2013-07-16,580.4
2013-07-17,594.0
2013-07-18,588.45
2013-07-19,583.55
2013-07-22,585.75
2013-07-23,585.35
2013-07-24,577.55
2013-07-25,569.05
2013-07-26,554.2
2013-07-29,533.2
2013-07-30,515.1
2013-07-31,495.55
2013-08-01,450.7
2013-08-02,450.1
2013-08-05,462.1
2013-08-06,491.65
2013-08-07,515.2
2013-08-08,550.25
2013-08-12,563.65
2013-08-13,569.7
2013-08-14,574.95
2013-08-16,580.95
2013-08-19,565.6
2013-08-20,563.35
2013-08-21,570.4
2013-08-22,553.35
2013-08-23,549.7
2013-08-26,538.2
2013-08-27,525.9
2013-08-28,523.2
2013-08-29,541.65
2013-08-30,531.0
2013-09-02,529.85
2013-09-03,525.35
2013-09-04,540.25
2013-09-05,548.7
2013-09-06,547.3
2013-09-10,575.15
2013-09-11,592.7
2013-09-12,589.85
2013-09-13,588.5
2013-09-16,575.1
2013-09-17,577.8
2013-09-18,581.6
2013-09-19,587.4
2013-09-20,578.05
2013-09-23,579.7
2013-09-24,565.35
2013-09-25,560.0
2013-09-26,557.15
2013-09-27,566.5
2013-09-30,553.8
2013-10-01,539.45
2013-10-03,540.2
2013-10-04,538.4
2013-10-07,538.45
2013-10-08,540.75
2013-10-09,534.7
2013-10-10,549.0
2013-10-11,570.9
2013-10-14,583.65
2013-10-15,574.95
2013-10-17,577.05
2013-10-18,586.45
2013-10-21,584.05
2013-10-22,583.85
2013-10-23,588.5
2013-10-24,595.75
2013-10-25,622.1
2013-10-28,651.65
2013-10-29,669.35
2013-10-30,661.55
2013-10-31,665.45
2013-11-01,681.1
2013-11-03,690.15
2013-11-05,728.0
2013-11-06,714.55
2013-11-07,696.25
2013-11-08,699.95
2013-11-11,693.65
2013-11-12,680.5
2013-11-13,709.45
2013-11-14,710.75
2013-11-18,704.55
2013-11-19,697.75
2013-11-20,690.45
2013-11-21,687.7
2013-11-22,683.25
2013-11-25,684.55
2013-11-26,679.8
2013-11-27,685.2
2013-11-28,693.25
2013-11-29,718.85
2013-12-02,744.3
2013-12-03,735.45
2013-12-04,735.4
2013-12-05,735.3
2013-12-06,732.15
2013-12-09,729.35
2013-12-10,725.85
2013-12-11,726.75
2013-12-12,725.1
2013-12-13,725.65
2013-12-16,725.9
2013-12-17,723.5
2013-12-18,736.5
2013-12-19,754.9
2013-12-20,786.7
2013-12-23,767.0
2013-12-24,749.65
2013-12-26,734.3
2013-12-27,724.05
2013-12-30,728.85
2013-12-31,723.25
