Date,KSL
2013-01-01,58.85
2013-01-02,59.85
2013-01-03,60.5
2013-01-04,59.75
2013-01-07,61.95
2013-01-08,62.45
2013-01-09,59.75
2013-01-10,59.35
2013-01-11,57.45
2013-01-14,58.05
2013-01-15,57.8
2013-01-16,56.3
2013-01-17,56.75
2013-01-18,56.5
2013-01-21,57.55
2013-01-22,57.35
2013-01-23,56.4
2013-01-24,53.15
2013-01-25,56.1
2013-01-28,56.4
2013-01-29,55.1
2013-01-30,55.55
2013-01-31,54.5
2013-02-01,54.7
2013-02-04,53.4
2013-02-05,52.15
2013-02-06,52.0
2013-02-07,50.9
2013-02-08,49.55
2013-02-11,49.5
2013-02-12,48.55
2013-02-13,48.7
2013-02-14,46.85
2013-02-15,47.65
2013-02-18,49.7
2013-02-19,51.8
2013-02-20,50.2
2013-02-21,49.2
2013-02-22,49.25
2013-02-25,47.8
2013-02-26,46.2
2013-02-27,45.95
2013-02-28,44.15
2013-03-01,44.1
2013-03-04,42.95
2013-03-05,43.3
2013-03-06,44.8
2013-03-07,44.35
2013-03-08,45.35
2013-03-11,44.3
2013-03-12,43.85
2013-03-13,43.3
2013-03-14,42.85
2013-03-15,42.05
2013-03-18,39.85
2013-03-19,39.55
2013-03-20,38.05
2013-03-21,37.15
2013-03-22,35.65
2013-03-25,33.05
2013-03-26,34.55
2013-03-28,36.0
2013-04-01,37.8
2013-04-02,39.7
2013-04-03,39.4
2013-04-04,38.4
2013-04-05,37.65
2013-04-08,37.05
2013-04-09,37.15
2013-04-10,37.65
2013-04-11,35.7
2013-04-12,35.7
2013-04-15,35.3
2013-04-16,35.8
2013-04-17,36.6
2013-04-18,42.2
2013-04-22,48.15
2013-04-23,46.4
2013-04-25,43.7
2013-04-26,42.85
2013-04-29,43.0
2013-04-30,42.0
2013-05-02,42.5
2013-05-03,42.75
2013-05-06,44.85
2013-05-07,44.55
2013-05-08,44.65
2013-05-09,44.85
2013-05-10,44.35
2013-05-11,43.55
2013-05-13,42.8
2013-05-14,42.25
2013-05-15,42.6
2013-05-16,43.1
2013-05-17,43.2
2013-05-20,44.2
2013-05-21,43.45
2013-05-22,42.9
2013-05-23,40.8
2013-05-24,41.15
2013-05-27,41.3
2013-05-28,41.55
2013-05-29,40.75
2013-05-30,40.15
2013-05-31,38.6
2013-06-03,38.1
2013-06-04,38.4
2013-06-05,38.55
2013-06-06,38.8
2013-06-07,37.7
2013-06-10,37.65
2013-06-11,36.4
2013-06-12,36.1
2013-06-13,36.25
2013-06-14,36.45
2013-06-17,37.0
2013-06-18,38.45
2013-06-19,38.25
2013-06-20,37.1
2013-06-21,35.35
2013-06-24,34.7
2013-06-25,34.6
2013-06-26,34.15
2013-06-27,34.4
2013-06-28,37.25
2013-07-01,38.0
2013-07-02,38.9
2013-07-03,37.75
2013-07-04,37.95
2013-07-05,37.7
2013-07-08,36.95
2013-07-09,37.15
2013-07-10,36.95
2013-07-11,38.0
2013-07-12,37.55
2013-07-15,38.8
2013-07-16,37.7
2013-07-17,37.4
2013-07-18,36.2
2013-07-19,35.8
2013-07-22,35.15
2013-07-23,36.3
2013-07-24,37.95
2013-07-25,37.4
2013-07-26,36.05
2013-07-29,35.3
2013-07-30,33.1
2013-07-31,32.6
2013-08-01,33.0
2013-08-02,32.0
2013-08-05,33.05
2013-08-06,31.65
2013-08-07,32.75
2013-08-08,38.25
2013-08-12,41.75
2013-08-13,39.85
2013-08-14,39.55
2013-08-16,37.6
2013-08-19,35.9
2013-08-20,36.5
2013-08-21,35.9
2013-08-22,40.95
2013-08-23,41.6
2013-08-26,40.55
2013-08-27,38.15
2013-08-28,37.6
2013-08-29,39.05
2013-08-30,40.1
2013-09-02,40.1
2013-09-03,38.1
2013-09-04,38.25
2013-09-05,38.7
2013-09-06,39.25
2013-09-10,39.65
2013-09-11,41.3
2013-09-12,41.8
2013-09-13,46.65
2013-09-16,49.9
2013-09-17,48.35
2013-09-18,46.6
2013-09-19,46.0
2013-09-20,44.2
2013-09-23,44.5
2013-09-24,46.6
2013-09-25,45.4
2013-09-26,45.0
2013-09-27,44.05
2013-09-30,43.85
2013-10-01,43.15
2013-10-03,44.65
2013-10-04,45.25
2013-10-07,47.1
2013-10-08,46.2
2013-10-09,46.0
2013-10-10,46.05
2013-10-11,45.15
2013-10-14,44.95
2013-10-15,45.3
2013-10-17,45.8
2013-10-18,47.15
2013-10-21,48.1
2013-10-22,48.05
2013-10-23,48.25
2013-10-24,47.6
2013-10-25,46.2
2013-10-28,49.05
2013-10-29,51.45
2013-10-30,51.65
2013-10-31,50.55
2013-11-01,51.15
2013-11-03,52.15
2013-11-05,52.9
2013-11-06,51.6
2013-11-07,51.25
2013-11-08,50.75
2013-11-11,49.7
2013-11-12,47.8
2013-11-13,46.8
2013-11-14,47.45
2013-11-18,52.6
2013-11-19,52.25
2013-11-20,52.55
2013-11-21,50.3
2013-11-22,50.45
2013-11-25,52.6
2013-11-26,51.3
2013-11-27,51.85
2013-11-28,52.7
2013-11-29,52.75
2013-12-02,54.15
2013-12-03,54.8
2013-12-04,54.05
2013-12-05,54.25
2013-12-06,54.95
2013-12-09,56.6
2013-12-10,55.55
2013-12-11,54.15
2013-12-12,52.9
2013-12-13,51.15
2013-12-16,52.6
2013-12-17,54.6
2013-12-18,53.5
2013-12-19,54.6
2013-12-20,54.55
2013-12-23,57.1
2013-12-24,56.55
2013-12-26,55.9
2013-12-27,56.4
2013-12-30,57.35
2013-12-31,57.1
