Date,ABGSHIP
2013-01-01,366.9
2013-01-02,368.85
2013-01-03,370.6
2013-01-04,389.9
2013-01-07,403.25
2013-01-08,410.5
2013-01-09,406.45
2013-01-10,404.4
2013-01-11,403.9
2013-01-14,402.25
2013-01-15,384.4
2013-01-16,386.25
2013-01-17,387.05
2013-01-18,387.5
2013-01-21,384.55
2013-01-22,384.0
2013-01-23,382.15
2013-01-24,383.2
2013-01-25,383.55
2013-01-28,377.75
2013-01-29,377.25
2013-01-30,377.95
2013-01-31,381.3
2013-02-01,397.1
2013-02-04,386.05
2013-02-05,388.85
2013-02-06,395.35
2013-02-07,395.1
2013-02-08,394.35
2013-02-11,389.15
2013-02-12,379.65
2013-02-13,385.15
2013-02-14,372.95
2013-02-15,372.95
2013-02-18,366.95
2013-02-19,368.55
2013-02-20,364.05
2013-02-21,365.4
2013-02-22,363.85
2013-02-25,291.25
2013-02-26,317.65
2013-02-27,316.75
2013-02-28,304.1
2013-03-01,306.35
2013-03-04,298.5
2013-03-05,297.5
2013-03-06,297.7
2013-03-07,295.1
2013-03-08,293.35
2013-03-11,293.95
2013-03-12,295.75
2013-03-13,295.1
2013-03-14,293.6
2013-03-15,278.4
2013-03-18,281.5
2013-03-19,317.45
2013-03-20,328.15
2013-03-21,341.2
2013-03-22,340.95
2013-03-25,324.25
2013-03-26,324.25
2013-03-28,323.35
2013-04-01,328.3
2013-04-02,333.0
2013-04-03,326.8
2013-04-04,322.55
2013-04-05,322.15
2013-04-08,324.5
2013-04-09,321.05
2013-04-10,328.95
2013-04-11,327.35
2013-04-12,325.9
2013-04-15,322.85
2013-04-16,327.95
2013-04-17,321.3
2013-04-18,321.8
2013-04-22,322.15
2013-04-23,322.65
2013-04-25,322.75
2013-04-26,323.0
2013-04-29,321.7
2013-04-30,322.55
2013-05-02,320.1
2013-05-03,316.3
2013-05-06,321.1
2013-05-07,316.5
2013-05-08,321.05
2013-05-09,319.65
2013-05-10,319.4
2013-05-11,318.4
2013-05-13,310.5
2013-05-14,311.4
2013-05-15,315.7
2013-05-16,311.3
2013-05-17,310.0
2013-05-20,306.3
2013-05-21,307.65
2013-05-22,304.4
2013-05-23,304.75
2013-05-24,303.4
2013-05-27,303.9
2013-05-28,299.8
2013-05-29,296.95
2013-05-30,301.4
2013-05-31,270.75
2013-06-03,295.1
2013-06-04,294.45
2013-06-05,293.2
2013-06-06,304.45
2013-06-07,301.15
2013-06-10,300.2
2013-06-11,293.7
2013-06-12,292.95
2013-06-13,299.3
2013-06-14,302.4
2013-06-17,300.7
2013-06-18,297.25
2013-06-19,296.6
2013-06-20,294.75
2013-06-21,294.9
2013-06-24,293.3
2013-06-25,301.2
2013-06-26,299.05
2013-06-27,298.55
2013-06-28,298.6
2013-07-01,296.75
2013-07-02,293.4
2013-07-03,285.55
2013-07-04,284.2
2013-07-05,289.25
2013-07-08,288.8
2013-07-09,282.25
2013-07-10,274.7
2013-07-11,273.1
2013-07-12,270.9
2013-07-15,271.45
2013-07-16,270.45
2013-07-17,267.85
2013-07-18,265.75
2013-07-19,272.75
2013-07-22,272.6
2013-07-23,271.85
2013-07-24,272.8
2013-07-25,268.05
2013-07-26,269.05
2013-07-29,270.7
2013-07-30,273.9
2013-07-31,273.45
2013-08-01,278.85
2013-08-02,278.3
2013-08-05,277.55
2013-08-06,278.45
2013-08-07,280.0
2013-08-08,281.45
2013-08-12,282.6
2013-08-13,282.75
2013-08-14,278.8
2013-08-16,279.65
2013-08-19,277.75
2013-08-20,270.45
2013-08-21,268.9
2013-08-22,260.55
2013-08-23,257.4
2013-08-26,257.6
2013-08-27,256.65
2013-08-28,274.65
2013-08-29,276.4
2013-08-30,282.7
2013-09-02,283.7
2013-09-03,277.4
2013-09-04,269.55
2013-09-05,282.1
2013-09-06,272.2
2013-09-10,271.25
2013-09-11,270.1
2013-09-12,268.75
2013-09-13,268.3
2013-09-16,267.75
2013-09-17,265.9
2013-09-18,268.25
2013-09-19,266.35
2013-09-20,255.45
2013-09-23,251.0
2013-09-24,259.2
2013-09-25,248.0
2013-09-26,297.6
2013-09-27,342.05
2013-09-30,343.25
2013-10-01,328.6
2013-10-03,325.8
2013-10-04,316.95
2013-10-07,312.9
2013-10-08,307.75
2013-10-09,303.5
2013-10-10,313.15
2013-10-11,313.3
2013-10-14,305.35
2013-10-15,294.15
2013-10-17,295.4
2013-10-18,300.7
2013-10-21,302.15
2013-10-22,301.9
2013-10-23,308.8
2013-10-24,308.75
2013-10-25,301.9
2013-10-28,295.8
2013-10-29,296.2
2013-10-30,292.95
2013-10-31,292.85
2013-11-01,288.6
2013-11-03,289.25
2013-11-05,287.75
2013-11-06,285.1
2013-11-07,271.3
2013-11-08,261.35
2013-11-11,280.0
2013-11-12,276.15
2013-11-13,273.8
2013-11-14,275.0
2013-11-18,269.25
2013-11-19,274.3
2013-11-20,268.65
2013-11-21,263.6
2013-11-22,262.35
2013-11-25,266.5
2013-11-26,262.45
2013-11-27,268.95
2013-11-28,266.65
2013-11-29,267.55
2013-12-02,269.55
2013-12-03,269.2
2013-12-04,265.15
2013-12-05,264.5
2013-12-06,271.75
2013-12-09,270.5
2013-12-10,265.55
2013-12-11,263.9
2013-12-12,263.0
2013-12-13,257.9
2013-12-16,254.1
2013-12-17,253.8
2013-12-18,253.95
2013-12-19,254.35
2013-12-20,259.85
2013-12-23,261.85
2013-12-24,264.6
2013-12-26,262.6
2013-12-27,267.7
2013-12-30,276.8
2013-12-31,273.9
