Date,NETWORK18
2013-01-01,41.75
2013-01-02,43.9
2013-01-03,45.2
2013-01-04,46.7
2013-01-07,44.65
2013-01-08,44.25
2013-01-09,44.2
2013-01-10,44.15
2013-01-11,42.9
2013-01-14,43.45
2013-01-15,44.25
2013-01-16,42.75
2013-01-17,42.9
2013-01-18,43.25
2013-01-21,41.75
2013-01-22,40.85
2013-01-23,40.55
2013-01-24,37.75
2013-01-25,40.5
2013-01-28,39.4
2013-01-29,38.55
2013-01-30,37.85
2013-01-31,37.85
2013-02-01,39.1
2013-02-04,38.2
2013-02-05,38.35
2013-02-06,38.85
2013-02-07,36.8
2013-02-08,35.45
2013-02-11,35.75
2013-02-12,35.75
2013-02-13,35.55
2013-02-14,32.7
2013-02-15,33.45
2013-02-18,33.45
2013-02-19,34.85
2013-02-20,34.6
2013-02-21,33.4
2013-02-22,33.35
2013-02-25,32.45
2013-02-26,30.75
2013-02-27,31.8
2013-02-28,30.15
2013-03-01,31.1
2013-03-04,31.05
2013-03-05,32.0
2013-03-06,32.2
2013-03-07,32.55
2013-03-08,32.9
2013-03-11,33.5
2013-03-12,32.8
2013-03-13,32.7
2013-03-14,32.75
2013-03-15,33.05
2013-03-18,32.5
2013-03-19,31.1
2013-03-20,29.8
2013-03-21,29.05
2013-03-22,28.6
2013-03-25,29.0
2013-03-26,29.0
2013-03-28,29.3
2013-04-01,30.85
2013-04-02,31.55
2013-04-03,31.15
2013-04-04,29.9
2013-04-05,29.4
2013-04-08,29.4
2013-04-09,29.05
2013-04-10,29.4
2013-04-11,29.9
2013-04-12,29.3
2013-04-15,30.95
2013-04-16,31.45
2013-04-17,32.1
2013-04-18,33.05
2013-04-22,34.1
2013-04-23,34.5
2013-04-25,35.2
2013-04-26,34.55
2013-04-29,34.25
2013-04-30,34.75
2013-05-02,35.0
2013-05-03,34.85
2013-05-06,35.35
2013-05-07,36.1
2013-05-08,37.05
2013-05-09,36.0
2013-05-10,38.65
2013-05-11,40.45
2013-05-13,38.0
2013-05-14,38.4
2013-05-15,38.8
2013-05-16,39.55
2013-05-17,39.05
2013-05-20,38.2
2013-05-21,37.05
2013-05-22,36.1
2013-05-23,35.4
2013-05-24,35.45
2013-05-27,36.0
2013-05-28,36.65
2013-05-29,37.3
2013-05-30,36.85
2013-05-31,35.75
2013-06-03,35.3
2013-06-04,35.35
2013-06-05,34.85
2013-06-06,35.85
2013-06-07,36.35
2013-06-10,35.8
2013-06-11,35.35
2013-06-12,34.4
2013-06-13,34.15
2013-06-14,35.35
2013-06-17,35.0
2013-06-18,35.75
2013-06-19,35.4
2013-06-20,34.25
2013-06-21,33.7
2013-06-24,32.9
2013-06-25,32.3
2013-06-26,31.65
2013-06-27,31.8
2013-06-28,33.05
2013-07-01,35.05
2013-07-02,34.9
2013-07-03,33.9
2013-07-04,33.8
2013-07-05,34.45
2013-07-08,33.65
2013-07-09,34.45
2013-07-10,34.1
2013-07-11,34.15
2013-07-12,33.55
2013-07-15,33.85
2013-07-16,33.0
2013-07-17,34.2
2013-07-18,33.9
2013-07-19,32.45
2013-07-22,32.25
2013-07-23,32.4
2013-07-24,31.55
2013-07-25,31.25
2013-07-26,30.4
2013-07-29,30.75
2013-07-30,28.35
2013-07-31,28.55
2013-08-01,28.9
2013-08-02,27.55
2013-08-05,27.6
2013-08-06,26.4
2013-08-07,27.2
2013-08-08,28.6
2013-08-12,28.6
2013-08-13,29.85
2013-08-14,30.85
2013-08-16,30.05
2013-08-19,29.0
2013-08-20,29.5
2013-08-21,28.3
2013-08-22,29.75
2013-08-23,29.15
2013-08-26,29.9
2013-08-27,28.2
2013-08-28,26.8
2013-08-29,26.4
2013-08-30,26.55
2013-09-02,27.25
2013-09-03,25.35
2013-09-04,25.8
2013-09-05,25.85
2013-09-06,25.85
2013-09-10,26.35
2013-09-11,26.65
2013-09-12,29.0
2013-09-13,29.45
2013-09-16,27.2
2013-09-17,27.15
2013-09-18,27.0
2013-09-19,27.7
2013-09-20,29.0
2013-09-23,28.3
2013-09-24,28.25
2013-09-25,28.4
2013-09-26,28.55
2013-09-27,28.0
2013-09-30,27.0
2013-10-01,27.95
2013-10-03,30.0
2013-10-04,30.1
2013-10-07,30.0
2013-10-08,30.05
2013-10-09,30.35
2013-10-10,30.6
2013-10-11,31.1
2013-10-14,31.85
2013-10-15,30.95
2013-10-17,31.1
2013-10-18,31.25
2013-10-21,31.75
2013-10-22,32.2
2013-10-23,32.3
2013-10-24,32.25
2013-10-25,33.05
2013-10-28,31.95
2013-10-29,32.3
2013-10-30,31.4
2013-10-31,31.55
2013-11-01,31.4
2013-11-03,32.55
2013-11-05,32.6
2013-11-06,32.3
2013-11-07,31.05
2013-11-08,30.85
2013-11-11,31.1
2013-11-12,30.5
2013-11-13,30.4
2013-11-14,30.95
2013-11-18,30.85
2013-11-19,31.15
2013-11-20,30.6
2013-11-21,30.15
2013-11-22,30.15
2013-11-25,30.3
2013-11-26,30.4
2013-11-27,30.05
2013-11-28,30.5
2013-11-29,31.1
2013-12-02,31.3
2013-12-03,31.25
2013-12-04,30.65
2013-12-05,31.25
2013-12-06,33.95
2013-12-09,34.85
2013-12-10,33.45
2013-12-11,32.75
2013-12-12,31.85
2013-12-13,30.75
2013-12-16,30.6
2013-12-17,30.9
2013-12-18,31.1
2013-12-19,31.4
2013-12-20,34.35
2013-12-23,35.2
2013-12-24,35.25
2013-12-26,34.8
2013-12-27,33.9
2013-12-30,34.75
2013-12-31,34.45
