Date,BBTC
2013-01-01,127.15
2013-01-02,128.45
2013-01-03,127.65
2013-01-04,126.15
2013-01-07,124.8
2013-01-08,123.7
2013-01-09,130.75
2013-01-10,153.4
2013-01-11,140.8
2013-01-14,148.4
2013-01-15,150.65
2013-01-16,147.95
2013-01-17,146.7
2013-01-18,142.55
2013-01-21,139.45
2013-01-22,138.75
2013-01-23,133.45
2013-01-24,125.9
2013-01-25,131.95
2013-01-28,132.85
2013-01-29,132.0
2013-01-30,130.95
2013-01-31,128.6
2013-02-01,131.45
2013-02-04,127.35
2013-02-05,125.7
2013-02-06,125.15
2013-02-07,120.75
2013-02-08,122.15
2013-02-11,121.55
2013-02-12,120.35
2013-02-13,120.35
2013-02-14,119.3
2013-02-15,114.9
2013-02-18,116.7
2013-02-19,117.85
2013-02-20,120.4
2013-02-21,116.2
2013-02-22,116.25
2013-02-25,114.5
2013-02-26,105.3
2013-02-27,112.65
2013-02-28,105.1
2013-03-01,105.4
2013-03-04,103.3
2013-03-05,107.85
2013-03-06,112.6
2013-03-07,117.2
2013-03-08,118.75
2013-03-11,123.05
2013-03-12,121.65
2013-03-13,116.75
2013-03-14,117.95
2013-03-15,118.3
2013-03-18,117.1
2013-03-19,113.3
2013-03-20,106.5
2013-03-21,105.6
2013-03-22,104.0
2013-03-25,107.85
2013-03-26,109.45
2013-03-28,112.95
2013-04-01,114.25
2013-04-02,120.1
2013-04-03,118.85
2013-04-04,116.8
2013-04-05,112.85
2013-04-08,113.75
2013-04-09,111.3
2013-04-10,113.0
2013-04-11,112.45
2013-04-12,110.65
2013-04-15,110.9
2013-04-16,112.0
2013-04-17,111.5
2013-04-18,111.85
2013-04-22,119.15
2013-04-23,116.95
2013-04-25,115.15
2013-04-26,123.6
2013-04-29,126.0
2013-04-30,125.15
2013-05-02,125.45
2013-05-03,122.7
2013-05-06,124.55
2013-05-07,126.6
2013-05-08,126.05
2013-05-09,127.7
2013-05-10,130.05
2013-05-11,127.8
2013-05-13,125.1
2013-05-14,124.25
2013-05-15,124.9
2013-05-16,124.4
2013-05-17,123.8
2013-05-20,124.35
2013-05-21,123.75
2013-05-22,122.4
2013-05-23,119.8
2013-05-24,119.95
2013-05-27,127.35
2013-05-28,128.8
2013-05-29,126.35
2013-05-30,124.55
2013-05-31,123.4
2013-06-03,122.9
2013-06-04,120.55
2013-06-05,121.35
2013-06-06,123.5
2013-06-07,121.95
2013-06-10,121.8
2013-06-11,121.75
2013-06-12,119.0
2013-06-13,116.75
2013-06-14,117.25
2013-06-17,117.05
2013-06-18,113.3
2013-06-19,112.4
2013-06-20,109.35
2013-06-21,108.85
2013-06-24,104.55
2013-06-25,103.95
2013-06-26,101.9
2013-06-27,103.0
2013-06-28,106.25
2013-07-01,108.8
2013-07-02,108.1
2013-07-03,107.55
2013-07-04,107.2
2013-07-05,106.75
2013-07-08,104.7
2013-07-09,106.75
2013-07-10,106.85
2013-07-11,107.7
2013-07-12,106.4
2013-07-15,108.15
2013-07-16,109.65
2013-07-17,112.75
2013-07-18,113.7
2013-07-19,113.1
2013-07-22,115.2
2013-07-23,116.3
2013-07-24,104.45
2013-07-25,102.6
2013-07-26,100.15
2013-07-29,100.3
2013-07-30,94.6
2013-07-31,91.85
2013-08-01,89.65
2013-08-02,90.45
2013-08-05,90.0
2013-08-06,86.95
2013-08-07,87.9
2013-08-08,88.1
2013-08-12,97.45
2013-08-13,98.2
2013-08-14,101.3
2013-08-16,95.2
2013-08-19,90.8
2013-08-20,91.6
2013-08-21,90.35
2013-08-22,94.25
2013-08-23,96.6
2013-08-26,94.6
2013-08-27,90.75
2013-08-28,84.9
2013-08-29,85.6
2013-08-30,86.65
2013-09-02,90.8
2013-09-03,88.0
2013-09-04,91.6
2013-09-05,90.75
2013-09-06,90.5
2013-09-10,91.25
2013-09-11,96.8
2013-09-12,95.6
2013-09-13,100.35
2013-09-16,94.6
2013-09-17,96.25
2013-09-18,95.6
2013-09-19,98.35
2013-09-20,97.05
2013-09-23,96.1
2013-09-24,95.0
2013-09-25,97.55
2013-09-26,99.05
2013-09-27,99.15
2013-09-30,94.9
2013-10-01,96.2
2013-10-03,98.55
2013-10-04,100.25
2013-10-07,105.95
2013-10-08,104.35
2013-10-09,106.8
2013-10-10,105.3
2013-10-11,106.0
2013-10-14,104.7
2013-10-15,102.35
2013-10-17,102.45
2013-10-18,103.0
2013-10-21,103.85
2013-10-22,110.1
2013-10-23,119.9
2013-10-24,124.8
2013-10-25,118.6
2013-10-28,112.75
2013-10-29,116.15
2013-10-30,114.35
2013-10-31,113.95
2013-11-01,118.7
2013-11-03,119.2
2013-11-05,117.65
2013-11-06,120.15
2013-11-07,115.65
2013-11-08,114.8
2013-11-11,113.9
2013-11-12,113.6
2013-11-13,110.65
2013-11-14,112.4
2013-11-18,112.9
2013-11-19,112.6
2013-11-20,114.8
2013-11-21,116.35
2013-11-22,116.9
2013-11-25,116.3
2013-11-26,112.85
2013-11-27,118.85
2013-11-28,123.95
2013-11-29,120.8
2013-12-02,122.0
2013-12-03,121.4
2013-12-04,117.55
2013-12-05,114.3
2013-12-06,114.95
2013-12-09,113.65
2013-12-10,113.4
2013-12-11,112.3
2013-12-12,113.75
2013-12-13,111.25
2013-12-16,110.75
2013-12-17,110.55
2013-12-18,110.4
2013-12-19,109.55
2013-12-20,114.45
2013-12-23,112.75
2013-12-24,115.7
2013-12-26,114.65
2013-12-27,115.8
2013-12-30,117.75
2013-12-31,115.8
