Date,VGUARD
2013-01-01,508.3
2013-01-02,510.55
2013-01-03,506.9
2013-01-04,502.65
2013-01-07,502.65
2013-01-08,508.6
2013-01-09,511.6
2013-01-10,508.35
2013-01-11,502.9
2013-01-14,502.15
2013-01-15,509.05
2013-01-16,503.2
2013-01-17,501.95
2013-01-18,502.95
2013-01-21,513.95
2013-01-22,511.0
2013-01-23,507.15
2013-01-24,503.65
2013-01-25,511.6
2013-01-28,502.65
2013-01-29,497.5
2013-01-30,493.55
2013-01-31,484.7
2013-02-01,487.1
2013-02-04,482.95
2013-02-05,478.95
2013-02-06,479.05
2013-02-07,483.35
2013-02-08,487.1
2013-02-11,477.15
2013-02-12,472.2
2013-02-13,466.65
2013-02-14,464.2
2013-02-15,485.55
2013-02-18,491.75
2013-02-19,483.1
2013-02-20,483.0
2013-02-21,445.3
2013-02-22,459.9
2013-02-25,455.05
2013-02-26,454.1
2013-02-27,458.2
2013-02-28,453.75
2013-03-01,464.3
2013-03-04,464.5
2013-03-05,473.45
2013-03-06,473.85
2013-03-07,469.7
2013-03-08,472.35
2013-03-11,472.75
2013-03-12,470.35
2013-03-13,475.65
2013-03-14,509.8
2013-03-15,503.2
2013-03-18,500.1
2013-03-19,487.5
2013-03-20,474.4
2013-03-21,470.25
2013-03-22,449.15
2013-03-25,439.6
2013-03-26,412.45
2013-03-28,437.8
2013-04-01,435.0
2013-04-02,443.25
2013-04-03,440.55
2013-04-04,438.65
2013-04-05,438.35
2013-04-08,454.6
2013-04-09,497.5
2013-04-10,486.55
2013-04-11,483.35
2013-04-12,476.4
2013-04-15,482.85
2013-04-16,485.6
2013-04-17,483.5
2013-04-18,484.4
2013-04-22,485.05
2013-04-23,486.7
2013-04-25,485.15
2013-04-26,507.35
2013-04-29,514.9
2013-04-30,508.75
2013-05-02,504.25
2013-05-03,504.15
2013-05-06,514.3
2013-05-07,524.75
2013-05-08,535.25
2013-05-09,536.5
2013-05-10,530.8
2013-05-11,533.15
2013-05-13,520.75
2013-05-14,530.5
2013-05-15,524.1
2013-05-16,486.35
2013-05-17,486.95
2013-05-20,492.95
2013-05-21,490.9
2013-05-22,489.55
2013-05-23,474.65
2013-05-24,448.4
2013-05-27,485.35
2013-05-28,481.55
2013-05-29,485.35
2013-05-30,481.25
2013-05-31,478.75
2013-06-03,470.7
2013-06-04,475.8
2013-06-05,480.75
2013-06-06,477.75
2013-06-07,482.75
2013-06-10,485.35
2013-06-11,473.6
2013-06-12,468.45
2013-06-13,457.3
2013-06-14,466.6
2013-06-17,476.75
2013-06-18,473.95
2013-06-19,471.9
2013-06-20,466.15
2013-06-21,460.55
2013-06-24,452.55
2013-06-25,442.2
2013-06-26,447.6
2013-06-27,455.6
2013-06-28,463.55
2013-07-01,466.25
2013-07-02,470.25
2013-07-03,468.3
2013-07-04,471.95
2013-07-05,474.4
2013-07-08,473.1
2013-07-09,483.75
2013-07-10,491.2
2013-07-11,495.2
2013-07-12,496.25
2013-07-15,505.6
2013-07-16,505.95
2013-07-17,504.9
2013-07-18,483.2
2013-07-19,526.85
2013-07-22,529.35
2013-07-23,534.25
2013-07-24,533.15
2013-07-25,527.3
2013-07-26,538.25
2013-07-29,530.3
2013-07-30,537.15
2013-07-31,530.15
2013-08-01,540.6
2013-08-02,545.35
2013-08-05,551.7
2013-08-06,560.3
2013-08-07,560.0
2013-08-08,560.15
2013-08-12,561.1
2013-08-13,555.3
2013-08-14,546.65
2013-08-16,554.95
2013-08-19,554.6
2013-08-20,545.05
2013-08-21,511.7
2013-08-22,526.1
2013-08-23,542.1
2013-08-26,549.95
2013-08-27,535.4
2013-08-28,513.6
2013-08-29,522.25
2013-08-30,515.25
2013-09-02,517.2
2013-09-03,507.8
2013-09-04,511.7
2013-09-05,515.95
2013-09-06,517.75
2013-09-10,524.95
2013-09-11,517.75
2013-09-12,510.05
2013-09-13,508.95
2013-09-16,495.4
2013-09-17,499.9
2013-09-18,489.5
2013-09-19,495.6
2013-09-20,494.4
2013-09-23,491.5
2013-09-24,494.75
2013-09-25,487.35
2013-09-26,489.6
2013-09-27,488.0
2013-09-30,487.85
2013-10-01,489.55
2013-10-03,487.4
2013-10-04,496.95
2013-10-07,511.75
2013-10-08,519.0
2013-10-09,527.4
2013-10-10,516.65
2013-10-11,530.9
2013-10-14,523.3
2013-10-15,517.4
2013-10-17,520.1
2013-10-18,520.75
2013-10-21,521.75
2013-10-22,523.25
2013-10-23,495.85
2013-10-24,491.85
2013-10-25,485.45
2013-10-28,472.1
2013-10-29,478.7
2013-10-30,482.8
2013-10-31,489.15
2013-11-01,484.75
2013-11-03,488.1
2013-11-05,485.15
2013-11-06,480.25
2013-11-07,477.0
2013-11-08,480.5
2013-11-11,480.05
2013-11-12,477.6
2013-11-13,468.6
2013-11-14,474.95
2013-11-18,475.95
2013-11-19,477.4
2013-11-20,474.4
2013-11-21,475.0
2013-11-22,476.05
2013-11-25,475.1
2013-11-26,475.0
2013-11-27,485.1
2013-11-28,487.55
2013-11-29,482.05
2013-12-02,483.2
2013-12-03,478.35
2013-12-04,479.8
2013-12-05,482.05
2013-12-06,482.6
2013-12-09,484.05
2013-12-10,484.2
2013-12-11,485.2
2013-12-12,480.7
2013-12-13,482.15
2013-12-16,486.25
2013-12-17,489.05
2013-12-18,482.0
2013-12-19,480.05
2013-12-20,481.05
2013-12-23,478.65
2013-12-24,474.65
2013-12-26,473.0
2013-12-27,472.95
2013-12-30,470.8
2013-12-31,471.15
