Date,DEEPAKFERT
2013-01-01,124.95
2013-01-02,126.0
2013-01-03,127.35
2013-01-04,128.9
2013-01-07,129.5
2013-01-08,128.45
2013-01-09,127.55
2013-01-10,126.2
2013-01-11,125.3
2013-01-14,125.05
2013-01-15,124.35
2013-01-16,123.8
2013-01-17,123.3
2013-01-18,123.35
2013-01-21,123.95
2013-01-22,123.8
2013-01-23,120.7
2013-01-24,117.5
2013-01-25,116.6
2013-01-28,116.8
2013-01-29,115.4
2013-01-30,113.95
2013-01-31,112.4
2013-02-01,111.4
2013-02-04,109.65
2013-02-05,108.0
2013-02-06,107.15
2013-02-07,108.8
2013-02-08,108.55
2013-02-11,109.35
2013-02-12,109.35
2013-02-13,111.25
2013-02-14,113.05
2013-02-15,110.5
2013-02-18,114.35
2013-02-19,113.25
2013-02-20,113.05
2013-02-21,111.8
2013-02-22,114.65
2013-02-25,114.7
2013-02-26,108.85
2013-02-27,105.25
2013-02-28,104.0
2013-03-01,101.45
2013-03-04,102.45
2013-03-05,102.55
2013-03-06,102.8
2013-03-07,104.85
2013-03-08,104.9
2013-03-11,102.95
2013-03-12,99.95
2013-03-13,98.95
2013-03-14,96.95
2013-03-15,94.9
2013-03-18,91.2
2013-03-19,92.0
2013-03-20,92.55
2013-03-21,92.7
2013-03-22,93.7
2013-03-25,92.55
2013-03-26,92.05
2013-03-28,100.25
2013-04-01,100.05
2013-04-02,101.85
2013-04-03,99.3
2013-04-04,97.35
2013-04-05,98.0
2013-04-08,96.1
2013-04-09,99.5
2013-04-10,101.3
2013-04-11,99.9
2013-04-12,99.45
2013-04-15,99.65
2013-04-16,99.95
2013-04-17,101.5
2013-04-18,106.35
2013-04-22,107.9
2013-04-23,109.35
2013-04-25,107.7
2013-04-26,109.6
2013-04-29,108.9
2013-04-30,107.0
2013-05-02,104.85
2013-05-03,102.0
2013-05-06,102.95
2013-05-07,103.2
2013-05-08,102.55
2013-05-09,102.35
2013-05-10,101.85
2013-05-11,101.6
2013-05-13,98.7
2013-05-14,99.3
2013-05-15,99.55
2013-05-16,100.15
2013-05-17,99.55
2013-05-20,100.4
2013-05-21,99.5
2013-05-22,98.85
2013-05-23,96.75
2013-05-24,96.1
2013-05-27,95.7
2013-05-28,96.45
2013-05-29,94.3
2013-05-30,93.75
2013-05-31,91.65
2013-06-03,92.8
2013-06-04,93.75
2013-06-05,95.1
2013-06-06,95.8
2013-06-07,96.6
2013-06-10,97.1
2013-06-11,96.25
2013-06-12,98.55
2013-06-13,98.5
2013-06-14,98.45
2013-06-17,99.75
2013-06-18,100.2
2013-06-19,98.8
2013-06-20,98.7
2013-06-21,98.2
2013-06-24,93.85
2013-06-25,93.6
2013-06-26,93.15
2013-06-27,93.0
2013-06-28,93.2
2013-07-01,95.4
2013-07-02,94.2
2013-07-03,94.0
2013-07-04,94.75
2013-07-05,95.4
2013-07-08,94.95
2013-07-09,95.0
2013-07-10,95.1
2013-07-11,95.95
2013-07-12,97.15
2013-07-15,98.0
2013-07-16,97.7
2013-07-17,97.2
2013-07-18,98.15
2013-07-19,98.3
2013-07-22,99.5
2013-07-23,99.05
2013-07-24,98.4
2013-07-25,91.2
2013-07-26,90.15
2013-07-29,87.45
2013-07-30,86.05
2013-07-31,84.65
2013-08-01,82.65
2013-08-02,83.0
2013-08-05,83.2
2013-08-06,83.0
2013-08-07,83.45
2013-08-08,86.3
2013-08-12,87.05
2013-08-13,87.0
2013-08-14,87.15
2013-08-16,85.65
2013-08-19,86.1
2013-08-20,84.1
2013-08-21,86.0
2013-08-22,85.75
2013-08-23,85.05
2013-08-26,85.15
2013-08-27,85.2
2013-08-28,84.05
2013-08-29,85.2
2013-08-30,85.25
2013-09-02,85.85
2013-09-03,86.25
2013-09-04,86.05
2013-09-05,87.85
2013-09-06,89.85
2013-09-10,92.2
2013-09-11,97.2
2013-09-12,99.15
2013-09-13,102.35
2013-09-16,105.4
2013-09-17,104.45
2013-09-18,106.55
2013-09-19,105.95
2013-09-20,106.8
2013-09-23,105.95
2013-09-24,106.5
2013-09-25,106.9
2013-09-26,108.0
2013-09-27,108.85
2013-09-30,108.6
2013-10-01,108.7
2013-10-03,108.5
2013-10-04,108.85
2013-10-07,108.9
2013-10-08,110.25
2013-10-09,112.95
2013-10-10,116.2
2013-10-11,120.95
2013-10-14,115.85
2013-10-15,111.95
2013-10-17,110.7
2013-10-18,109.15
2013-10-21,107.6
2013-10-22,106.5
2013-10-23,107.95
2013-10-24,105.3
2013-10-25,107.6
2013-10-28,103.95
2013-10-29,105.1
2013-10-30,104.6
2013-10-31,105.5
2013-11-01,106.9
2013-11-03,107.9
2013-11-05,107.6
2013-11-06,108.95
2013-11-07,110.3
2013-11-08,111.85
2013-11-11,110.65
2013-11-12,111.4
2013-11-13,111.85
2013-11-14,107.8
2013-11-18,107.5
2013-11-19,107.3
2013-11-20,107.3
2013-11-21,104.2
2013-11-22,104.75
2013-11-25,104.95
2013-11-26,103.35
2013-11-27,103.45
2013-11-28,104.0
2013-11-29,104.6
2013-12-02,106.0
2013-12-03,104.4
2013-12-04,104.5
2013-12-05,103.8
2013-12-06,104.35
2013-12-09,105.0
2013-12-10,104.75
2013-12-11,104.25
2013-12-12,106.3
2013-12-13,104.25
2013-12-16,103.4
2013-12-17,103.3
2013-12-18,103.7
2013-12-19,105.6
2013-12-20,104.25
2013-12-23,104.7
2013-12-24,104.4
2013-12-26,103.4
2013-12-27,103.75
2013-12-30,103.75
2013-12-31,103.9
