Date,INDIANHUME
2013-01-01,139.3
2013-01-02,139.7
2013-01-03,135.85
2013-01-04,132.45
2013-01-07,132.0
2013-01-08,131.55
2013-01-09,133.15
2013-01-10,131.7
2013-01-11,127.75
2013-01-14,128.7
2013-01-15,132.25
2013-01-16,128.25
2013-01-17,128.95
2013-01-18,127.9
2013-01-21,129.2
2013-01-22,126.4
2013-01-23,124.55
2013-01-24,124.05
2013-01-25,122.15
2013-01-28,126.45
2013-01-29,127.25
2013-01-30,125.1
2013-01-31,124.45
2013-02-01,126.0
2013-02-04,126.25
2013-02-05,123.05
2013-02-06,124.5
2013-02-07,126.05
2013-02-08,123.3
2013-02-11,120.25
2013-02-12,118.6
2013-02-13,115.5
2013-02-14,112.15
2013-02-15,111.5
2013-02-18,109.65
2013-02-19,109.75
2013-02-20,110.9
2013-02-21,111.05
2013-02-22,107.9
2013-02-25,106.65
2013-02-26,105.75
2013-02-27,105.35
2013-02-28,107.0
2013-03-01,104.35
2013-03-04,97.55
2013-03-05,99.0
2013-03-06,100.4
2013-03-07,103.1
2013-03-08,103.05
2013-03-11,104.0
2013-03-12,106.85
2013-03-13,104.0
2013-03-14,105.7
2013-03-15,106.95
2013-03-18,106.8
2013-03-19,108.4
2013-03-20,103.65
2013-03-21,106.85
2013-03-22,100.45
2013-03-25,101.85
2013-03-26,100.2
2013-03-28,98.4
2013-04-01,99.6
2013-04-02,102.35
2013-04-03,103.25
2013-04-04,98.85
2013-04-05,100.0
2013-04-08,98.9
2013-04-09,96.7
2013-04-10,96.55
2013-04-11,97.5
2013-04-12,98.25
2013-04-15,96.9
2013-04-16,96.55
2013-04-17,97.15
2013-04-18,102.2
2013-04-22,102.1
2013-04-23,103.85
2013-04-25,100.75
2013-04-26,101.1
2013-04-29,100.0
2013-04-30,100.5
2013-05-02,103.65
2013-05-03,100.5
2013-05-06,111.35
2013-05-07,114.55
2013-05-08,110.0
2013-05-09,109.95
2013-05-10,112.3
2013-05-11,110.9
2013-05-13,109.0
2013-05-14,105.0
2013-05-15,107.1
2013-05-16,105.25
2013-05-17,104.45
2013-05-20,104.3
2013-05-21,105.2
2013-05-22,103.35
2013-05-23,100.6
2013-05-24,105.45
2013-05-27,105.0
2013-05-28,104.35
2013-05-29,103.05
2013-05-30,102.3
2013-05-31,103.6
2013-06-03,101.9
2013-06-04,103.0
2013-06-05,103.0
2013-06-06,102.75
2013-06-07,101.0
2013-06-10,100.1
2013-06-11,96.75
2013-06-12,96.1
2013-06-13,95.8
2013-06-14,96.35
2013-06-17,97.0
2013-06-18,98.4
2013-06-19,98.4
2013-06-20,95.85
2013-06-21,99.9
2013-06-24,98.0
2013-06-25,96.4
2013-06-26,94.1
2013-06-27,93.15
2013-06-28,92.85
2013-07-01,99.85
2013-07-02,96.0
2013-07-03,96.55
2013-07-04,96.1
2013-07-05,95.05
2013-07-08,96.05
2013-07-09,94.35
2013-07-10,94.5
2013-07-11,95.25
2013-07-12,94.75
2013-07-15,94.5
2013-07-16,95.75
2013-07-17,95.15
2013-07-18,95.75
2013-07-19,95.8
2013-07-22,98.45
2013-07-23,96.6
2013-07-24,93.75
2013-07-25,91.05
2013-07-26,88.7
2013-07-29,88.3
2013-07-30,75.9
2013-07-31,78.5
2013-08-01,77.35
2013-08-02,78.9
2013-08-05,80.3
2013-08-06,80.1
2013-08-07,77.6
2013-08-08,79.65
2013-08-12,81.45
2013-08-13,84.8
2013-08-14,91.6
2013-08-16,90.85
2013-08-19,88.1
2013-08-20,90.1
2013-08-21,87.45
2013-08-22,88.45
2013-08-23,89.1
2013-08-26,90.9
2013-08-27,87.35
2013-08-28,86.0
2013-08-29,80.45
2013-08-30,83.1
2013-09-02,81.1
2013-09-03,79.2
2013-09-04,81.85
2013-09-05,81.4
2013-09-06,82.0
2013-09-10,84.25
2013-09-11,87.15
2013-09-12,85.0
2013-09-13,85.95
2013-09-16,84.0
2013-09-17,84.0
2013-09-18,85.95
2013-09-19,91.05
2013-09-20,90.4
2013-09-23,88.6
2013-09-24,89.0
2013-09-25,86.0
2013-09-26,86.0
2013-09-27,87.05
2013-09-30,85.5
2013-10-01,86.5
2013-10-03,94.2
2013-10-04,90.6
2013-10-07,90.9
2013-10-08,93.95
2013-10-09,96.0
2013-10-10,93.95
2013-10-11,93.7
2013-10-14,93.5
2013-10-15,92.8
2013-10-17,92.75
2013-10-18,94.9
2013-10-21,92.0
2013-10-22,94.15
2013-10-23,95.0
2013-10-24,93.2
2013-10-25,93.65
2013-10-28,96.0
2013-10-29,99.7
2013-10-30,104.9
2013-10-31,114.0
2013-11-01,116.25
2013-11-03,119.55
2013-11-05,137.65
2013-11-06,133.75
2013-11-07,122.9
2013-11-08,121.95
2013-11-11,122.85
2013-11-12,122.0
2013-11-13,122.45
2013-11-14,121.3
2013-11-18,123.25
2013-11-19,127.15
2013-11-20,126.5
2013-11-21,128.9
2013-11-22,124.1
2013-11-25,123.05
2013-11-26,121.3
2013-11-27,121.55
2013-11-28,122.15
2013-11-29,123.05
2013-12-02,124.9
2013-12-03,124.05
2013-12-04,123.75
2013-12-05,127.0
2013-12-06,124.85
2013-12-09,123.45
2013-12-10,122.15
2013-12-11,122.95
2013-12-12,123.3
2013-12-13,120.5
2013-12-16,121.45
2013-12-17,118.35
2013-12-18,121.85
2013-12-19,118.45
2013-12-20,119.05
2013-12-23,122.9
2013-12-24,123.4
2013-12-26,126.05
2013-12-27,127.65
2013-12-30,125.25
2013-12-31,125.0
