Date,SICAL
2013-01-01,65.65
2013-01-02,65.2
2013-01-03,65.05
2013-01-04,65.0
2013-01-07,65.0
2013-01-08,65.3
2013-01-09,65.0
2013-01-10,65.05
2013-01-11,65.3
2013-01-14,65.9
2013-01-15,65.1
2013-01-16,65.0
2013-01-17,65.0
2013-01-18,65.0
2013-01-21,65.0
2013-01-22,65.05
2013-01-23,66.15
2013-01-24,67.7
2013-01-25,71.3
2013-01-28,67.3
2013-01-29,65.85
2013-01-30,65.15
2013-01-31,65.05
2013-02-01,65.65
2013-02-04,68.9
2013-02-05,70.85
2013-02-06,73.8
2013-02-07,69.2
2013-02-08,71.3
2013-02-11,72.55
2013-02-12,70.3
2013-02-13,68.55
2013-02-14,65.1
2013-02-15,65.0
2013-02-18,65.2
2013-02-19,65.0
2013-02-20,65.3
2013-02-21,65.0
2013-02-22,65.0
2013-02-25,65.0
2013-02-26,61.9
2013-02-27,60.8
2013-02-28,61.6
2013-03-01,61.0
2013-03-04,61.6
2013-03-05,60.15
2013-03-06,60.4
2013-03-07,61.0
2013-03-08,60.3
2013-03-11,60.65
2013-03-12,61.55
2013-03-13,60.45
2013-03-14,61.5
2013-03-15,60.15
2013-03-18,60.15
2013-03-19,60.0
2013-03-20,60.2
2013-03-21,60.0
2013-03-22,60.05
2013-03-25,60.0
2013-03-26,60.1
2013-03-28,60.1
2013-04-01,69.1
2013-04-02,66.6
2013-04-03,63.4
2013-04-04,60.0
2013-04-05,60.25
2013-04-08,59.95
2013-04-09,60.0
2013-04-10,60.25
2013-04-11,60.0
2013-04-12,60.0
2013-04-15,60.0
2013-04-16,59.7
2013-04-17,58.5
2013-04-18,59.2
2013-04-22,58.6
2013-04-23,59.9
2013-04-25,59.0
2013-04-26,59.0
2013-04-29,58.85
2013-04-30,59.15
2013-05-02,58.55
2013-05-03,58.85
2013-05-06,58.55
2013-05-07,58.5
2013-05-08,60.35
2013-05-09,60.0
2013-05-10,58.55
2013-05-11,59.5
2013-05-13,60.0
2013-05-14,60.1
2013-05-15,58.95
2013-05-16,58.6
2013-05-17,58.5
2013-05-20,58.5
2013-05-21,58.4
2013-05-22,58.6
2013-05-23,58.5
2013-05-24,59.1
2013-05-27,59.1
2013-05-28,58.5
2013-05-29,58.0
2013-05-30,58.0
2013-05-31,58.0
2013-06-03,58.0
2013-06-04,58.0
2013-06-05,58.0
2013-06-06,58.0
2013-06-07,58.0
2013-06-10,58.0
2013-06-11,58.0
2013-06-12,58.0
2013-06-13,58.0
2013-06-14,57.5
2013-06-17,57.5
2013-06-18,57.55
2013-06-19,57.55
2013-06-20,57.5
2013-06-21,57.5
2013-06-24,57.5
2013-06-25,58.0
2013-06-26,57.85
2013-06-27,57.5
2013-06-28,57.5
2013-07-01,57.5
2013-07-02,57.55
2013-07-03,57.55
2013-07-04,57.5
2013-07-05,57.5
2013-07-08,57.95
2013-07-09,57.5
2013-07-10,57.55
2013-07-11,57.5
2013-07-12,57.8
2013-07-15,57.5
2013-07-16,57.5
2013-07-17,57.45
2013-07-18,57.6
2013-07-19,57.95
2013-07-22,57.5
2013-07-23,57.5
2013-07-24,57.5
2013-07-25,57.5
2013-07-26,57.5
2013-07-29,57.55
2013-07-30,57.4
2013-07-31,57.5
2013-08-01,57.5
2013-08-02,57.5
2013-08-05,57.55
2013-08-06,57.5
2013-08-07,57.25
2013-08-08,57.5
2013-08-12,56.95
2013-08-13,56.05
2013-08-14,57.3
2013-08-16,56.1
2013-08-19,56.75
2013-08-20,56.75
2013-08-21,56.5
2013-08-22,56.0
2013-08-23,56.0
2013-08-26,56.1
2013-08-27,56.0
2013-08-28,56.7
2013-08-29,56.15
2013-08-30,56.0
2013-09-02,56.85
2013-09-03,56.0
2013-09-04,57.1
2013-09-05,56.5
2013-09-06,56.45
2013-09-10,57.5
2013-09-11,56.0
2013-09-12,56.0
2013-09-13,57.0
2013-09-16,56.05
2013-09-17,56.05
2013-09-18,56.0
2013-09-19,56.7
2013-09-20,56.0
2013-09-23,57.35
2013-09-24,56.2
2013-09-25,56.0
2013-09-26,56.5
2013-09-27,56.0
2013-09-30,56.05
2013-10-01,56.5
2013-10-03,56.3
2013-10-04,57.0
2013-10-07,56.1
2013-10-08,56.0
2013-10-09,56.65
2013-10-10,58.0
2013-10-11,56.3
2013-10-14,56.3
2013-10-15,56.2
2013-10-17,56.2
2013-10-18,56.0
2013-10-21,56.0
2013-10-22,56.0
2013-10-23,56.0
2013-10-24,56.0
2013-10-25,56.0
2013-10-28,55.0
2013-10-29,55.5
2013-10-30,56.0
2013-10-31,55.5
2013-11-01,56.0
2013-11-03,56.0
2013-11-05,56.0
2013-11-06,56.0
2013-11-07,56.1
2013-11-08,56.0
2013-11-11,56.0
2013-11-12,56.0
2013-11-13,56.0
2013-11-14,56.0
2013-11-18,55.0
2013-11-19,54.05
2013-11-20,55.95
2013-11-21,56.0
2013-11-22,55.0
2013-11-25,55.0
2013-11-26,55.0
2013-11-27,55.0
2013-11-28,55.0
2013-11-29,54.9
2013-12-02,55.0
2013-12-03,55.0
2013-12-04,55.0
2013-12-05,55.0
2013-12-06,55.0
2013-12-09,55.25
2013-12-10,55.25
2013-12-11,55.25
2013-12-12,55.0
2013-12-13,54.0
2013-12-16,55.0
2013-12-17,54.0
2013-12-18,55.0
2013-12-19,55.0
2013-12-20,54.0
2013-12-23,54.0
2013-12-24,55.0
2013-12-26,55.0
2013-12-27,54.05
2013-12-30,55.0
2013-12-31,55.0
