Date,RENUKA
2013-01-01,32.05
2013-01-02,32.65
2013-01-03,32.95
2013-01-04,32.6
2013-01-07,33.55
2013-01-08,34.0
2013-01-09,32.55
2013-01-10,31.75
2013-01-11,30.45
2013-01-14,31.25
2013-01-15,31.6
2013-01-16,30.75
2013-01-17,31.05
2013-01-18,30.8
2013-01-21,31.45
2013-01-22,30.4
2013-01-23,29.8
2013-01-24,27.9
2013-01-25,28.7
2013-01-28,28.3
2013-01-29,28.4
2013-01-30,28.45
2013-01-31,29.3
2013-02-01,29.7
2013-02-04,28.2
2013-02-05,28.35
2013-02-06,29.8
2013-02-07,29.45
2013-02-08,28.65
2013-02-11,28.1
2013-02-12,27.8
2013-02-13,27.25
2013-02-14,26.35
2013-02-15,27.45
2013-02-18,28.8
2013-02-19,28.8
2013-02-20,28.8
2013-02-21,27.75
2013-02-22,27.7
2013-02-25,27.15
2013-02-26,26.05
2013-02-27,26.55
2013-02-28,23.75
2013-03-01,24.2
2013-03-04,23.9
2013-03-05,25.05
2013-03-06,25.35
2013-03-07,25.4
2013-03-08,25.75
2013-03-11,26.35
2013-03-12,27.05
2013-03-13,26.85
2013-03-14,26.95
2013-03-15,26.5
2013-03-18,26.85
2013-03-19,25.1
2013-03-20,23.25
2013-03-21,22.6
2013-03-22,22.3
2013-03-25,22.15
2013-03-26,21.5
2013-03-28,22.2
2013-04-01,23.5
2013-04-02,24.75
2013-04-03,23.35
2013-04-04,25.0
2013-04-05,25.6
2013-04-08,24.9
2013-04-09,23.95
2013-04-10,24.5
2013-04-11,23.85
2013-04-12,24.85
2013-04-15,24.35
2013-04-16,24.85
2013-04-17,24.25
2013-04-18,24.6
2013-04-22,25.2
2013-04-23,24.7
2013-04-25,25.2
2013-04-26,24.65
2013-04-29,24.85
2013-04-30,24.1
2013-05-02,24.2
2013-05-03,24.15
2013-05-06,24.75
2013-05-07,25.15
2013-05-08,24.9
2013-05-09,24.75
2013-05-10,24.6
2013-05-11,24.7
2013-05-13,23.7
2013-05-14,23.65
2013-05-15,24.05
2013-05-16,24.25
2013-05-17,24.15
2013-05-20,23.7
2013-05-21,23.6
2013-05-22,22.35
2013-05-23,21.9
2013-05-24,21.95
2013-05-27,22.2
2013-05-28,22.35
2013-05-29,21.95
2013-05-30,21.7
2013-05-31,21.3
2013-06-03,21.35
2013-06-04,21.3
2013-06-05,21.5
2013-06-06,22.0
2013-06-07,21.3
2013-06-10,17.7
2013-06-11,18.25
2013-06-12,18.6
2013-06-13,17.05
2013-06-14,16.55
2013-06-17,16.8
2013-06-18,16.8
2013-06-19,17.1
2013-06-20,15.8
2013-06-21,16.35
2013-06-24,15.45
2013-06-25,16.0
2013-06-26,15.2
2013-06-27,15.3
2013-06-28,16.05
2013-07-01,16.9
2013-07-02,16.3
2013-07-03,16.75
2013-07-04,16.6
2013-07-05,17.0
2013-07-08,17.15
2013-07-09,17.4
2013-07-10,18.05
2013-07-11,18.15
2013-07-12,18.2
2013-07-15,19.2
2013-07-16,18.65
2013-07-17,18.25
2013-07-18,19.15
2013-07-19,19.9
2013-07-22,20.35
2013-07-23,19.95
2013-07-24,18.5
2013-07-25,18.35
2013-07-26,18.25
2013-07-29,17.7
2013-07-30,17.05
2013-07-31,16.9
2013-08-01,15.9
2013-08-02,15.45
2013-08-05,15.7
2013-08-06,14.95
2013-08-07,15.95
2013-08-08,16.45
2013-08-12,16.6
2013-08-13,17.05
2013-08-14,16.9
2013-08-16,15.8
2013-08-19,15.65
2013-08-20,16.1
2013-08-21,15.05
2013-08-22,15.3
2013-08-23,15.3
2013-08-26,15.6
2013-08-27,15.4
2013-08-28,15.1
2013-08-29,15.25
2013-08-30,15.3
2013-09-02,17.75
2013-09-03,16.2
2013-09-04,16.7
2013-09-05,16.95
2013-09-06,16.9
2013-09-10,17.0
2013-09-11,17.35
2013-09-12,17.35
2013-09-13,18.3
2013-09-16,18.85
2013-09-17,19.05
2013-09-18,18.9
2013-09-19,19.25
2013-09-20,18.75
2013-09-23,18.25
2013-09-24,18.2
2013-09-25,18.0
2013-09-26,18.75
2013-09-27,18.85
2013-09-30,19.1
2013-10-01,20.0
2013-10-03,20.35
2013-10-04,19.85
2013-10-07,19.45
2013-10-08,19.3
2013-10-09,19.95
2013-10-10,20.0
2013-10-11,19.45
2013-10-14,19.4
2013-10-15,18.9
2013-10-17,18.75
2013-10-18,19.0
2013-10-21,19.45
2013-10-22,21.45
2013-10-23,22.85
2013-10-24,23.25
2013-10-25,23.25
2013-10-28,24.2
2013-10-29,22.75
2013-10-30,22.15
2013-10-31,22.45
2013-11-01,22.4
2013-11-03,22.55
2013-11-05,22.8
2013-11-06,22.4
2013-11-07,22.5
2013-11-08,22.3
2013-11-11,21.85
2013-11-12,21.1
2013-11-13,19.7
2013-11-14,20.45
2013-11-18,20.3
2013-11-19,19.8
2013-11-20,21.4
2013-11-21,20.4
2013-11-22,20.4
2013-11-25,20.95
2013-11-26,20.35
2013-11-27,20.6
2013-11-28,20.95
2013-11-29,20.55
2013-12-02,20.2
2013-12-03,21.2
2013-12-04,21.4
2013-12-05,21.05
2013-12-06,22.1
2013-12-09,21.55
2013-12-10,21.15
2013-12-11,21.3
2013-12-12,20.9
2013-12-13,20.6
2013-12-16,20.05
2013-12-17,19.75
2013-12-18,19.7
2013-12-19,19.7
2013-12-20,19.95
2013-12-23,19.85
2013-12-24,19.9
2013-12-26,20.3
2013-12-27,20.1
2013-12-30,20.0
2013-12-31,20.0
