Date,BANKBEES
2013-01-01,1279.18
2013-01-02,1309.46
2013-01-03,1310.29
2013-01-04,1342.4
2013-01-07,1336.32
2013-01-08,1296.59
2013-01-09,1290.61
2013-01-10,1293.71
2013-01-11,1280.74
2013-01-14,1284.52
2013-01-15,1288.43
2013-01-16,1274.77
2013-01-17,1273.13
2013-01-18,1271.25
2013-01-21,1270.47
2013-01-22,1261.38
2013-01-23,1267.42
2013-01-24,1257.54
2013-01-25,1269.14
2013-01-28,1284.48
2013-01-29,1276.21
2013-01-30,1287.76
2013-01-31,1283.45
2013-02-01,1274.51
2013-02-04,1259.98
2013-02-05,1251.98
2013-02-06,1251.39
2013-02-07,1248.45
2013-02-08,1239.23
2013-02-11,1239.91
2013-02-12,1244.7
2013-02-13,1243.61
2013-02-14,1239.07
2013-02-15,1240.27
2013-02-18,1243.94
2013-02-19,1254.82
2013-02-20,1242.73
2013-02-21,1219.04
2013-02-22,1221.82
2013-02-25,1210.05
2013-02-26,1197.28
2013-02-27,1204.74
2013-02-28,1175.33
2013-03-01,1185.95
2013-03-04,1186.36
2013-03-05,1194.64
2013-03-06,1203.12
2013-03-07,1220.25
2013-03-08,1232.88
2013-03-11,1231.96
2013-03-12,1222.17
2013-03-13,1190.85
2013-03-14,1216.87
2013-03-15,1197.19
2013-03-18,1186.66
2013-03-19,1179.14
2013-03-20,1147.27
2013-03-21,1122.47
2013-03-22,1129.26
2013-03-25,1116.54
2013-03-26,1123.93
2013-03-28,1133.51
2013-04-01,1148.46
2013-04-02,1157.41
2013-04-03,1138.72
2013-04-04,1117.68
2013-04-05,1111.75
2013-04-08,1108.63
2013-04-09,1092.97
2013-04-10,1113.12
2013-04-11,1125.98
2013-04-12,1139.46
2013-04-15,1151.34
2013-04-16,1185.1
2013-04-17,1192.27
2013-04-18,1221.44
2013-04-22,1246.72
2013-04-23,1245.99
2013-04-25,1252.18
2013-04-26,1235.92
2013-04-29,1246.04
2013-04-30,1234.97
2013-05-02,1258.53
2013-05-03,1231.22
2013-05-06,1228.9
2013-05-07,1250.34
2013-05-08,1255.34
2013-05-09,1247.05
2013-05-10,1268.17
2013-05-11,1266.15
2013-05-13,1249.84
2013-05-14,1253.04
2013-05-15,1295.09
2013-05-16,1314.89
2013-05-17,1322.01
2013-05-20,1318.3
2013-05-21,1298.0
2013-05-22,1294.12
2013-05-23,1255.24
2013-05-24,1270.82
2013-05-27,1287.26
2013-05-28,1289.85
2013-05-29,1274.9
2013-05-30,1285.29
2013-05-31,1248.12
2013-06-03,1239.69
2013-06-04,1235.09
2013-06-05,1236.25
2013-06-06,1247.8
2013-06-07,1238.38
2013-06-10,1234.17
2013-06-11,1218.04
2013-06-12,1196.11
2013-06-13,1186.59
2013-06-14,1200.47
2013-06-17,1208.43
2013-06-18,1201.48
2013-06-19,1190.51
2013-06-20,1164.46
2013-06-21,1160.48
2013-06-24,1140.23
2013-06-25,1139.04
2013-06-26,1126.72
2013-06-27,1131.82
2013-06-28,1162.02
2013-07-01,1180.92
2013-07-02,1178.62
2013-07-03,1153.1
2013-07-04,1159.68
2013-07-05,1157.56
2013-07-08,1146.67
2013-07-09,1155.25
2013-07-10,1156.79
2013-07-11,1173.93
2013-07-12,1181.07
2013-07-15,1193.25
2013-07-16,1131.97
2013-07-17,1132.45
2013-07-18,1131.0
2013-07-19,1117.11
2013-07-22,1113.89
2013-07-23,1131.11
2013-07-24,1090.8
2013-07-25,1086.4
2013-07-26,1077.8
2013-07-29,1045.22
2013-07-30,1040.21
2013-07-31,1063.42
2013-08-01,1067.77
2013-08-02,1087.1
2013-08-05,1072.23
2013-08-06,1059.48
2013-08-07,1019.31
2013-08-08,1022.05
2013-08-12,1001.91
2013-08-13,1014.51
2013-08-14,1018.62
2013-08-16,986.67
2013-08-19,958.78
2013-08-20,945.47
2013-08-21,949.25
2013-08-22,955.05
2013-08-23,970.94
2013-08-26,964.97
2013-08-27,916.79
2013-08-28,900.44
2013-08-29,919.99
2013-08-30,915.32
2013-09-02,930.55
2013-09-03,891.67
2013-09-04,904.84
2013-09-05,979.49
2013-09-06,1007.22
2013-09-10,1026.52
2013-09-11,1046.64
2013-09-12,1027.47
2013-09-13,1034.53
2013-09-16,1048.75
2013-09-17,1037.8
2013-09-18,1053.7
2013-09-19,1128.29
2013-09-20,1086.8
2013-09-23,1047.14
2013-09-24,1044.37
2013-09-25,1036.04
2013-09-26,1034.03
2013-09-27,1014.62
2013-09-30,982.44
2013-10-01,999.11
2013-10-03,1030.83
2013-10-04,1031.54
2013-10-07,1014.33
2013-10-08,1022.35
2013-10-09,1033.29
2013-10-10,1039.57
2013-10-11,1070.62
2013-10-14,1078.46
2013-10-15,1050.02
2013-10-17,1049.27
2013-10-18,1088.68
2013-10-21,1090.12
2013-10-22,1092.63
2013-10-23,1098.23
2013-10-24,1103.01
2013-10-25,1104.72
2013-10-28,1089.39
2013-10-29,1133.1
2013-10-30,1132.1
2013-10-31,1157.11
2013-11-01,1175.78
2013-11-03,1170.56
2013-11-05,1162.08
2013-11-06,1139.89
2013-11-07,1119.23
2013-11-08,1103.88
2013-11-11,1091.07
2013-11-12,1073.66
2013-11-13,1065.15
2013-11-14,1098.01
2013-11-18,1123.96
2013-11-19,1130.02
2013-11-20,1110.95
2013-11-21,1085.17
2013-11-22,1079.92
2013-11-25,1117.01
2013-11-26,1104.45
2013-11-27,1100.03
2013-11-28,1099.6
2013-11-29,1128.52
2013-12-02,1139.94
2013-12-03,1130.92
2013-12-04,1127.7
2013-12-05,1174.26
2013-12-06,1188.85
2013-12-09,1219.49
2013-12-10,1201.82
2013-12-11,1190.4
2013-12-12,1175.05
2013-12-13,1154.11
2013-12-16,1176.71
2013-12-17,1151.45
2013-12-18,1149.98
2013-12-19,1122.96
2013-12-20,1139.51
2013-12-23,1154.03
2013-12-24,1148.75
2013-12-26,1154.07
2013-12-27,1158.27
2013-12-30,1150.36
2013-12-31,1151.0
