Date,WIPRO
2013-01-01,396.9
2013-01-02,393.75
2013-01-03,397.8
2013-01-04,403.65
2013-01-07,404.95
2013-01-08,398.15
2013-01-09,397.05
2013-01-10,395.6
2013-01-11,419.95
2013-01-14,419.15
2013-01-15,420.95
2013-01-16,419.95
2013-01-17,430.7
2013-01-18,397.35
2013-01-21,397.55
2013-01-22,398.75
2013-01-23,401.75
2013-01-24,404.95
2013-01-25,407.65
2013-01-28,413.55
2013-01-29,408.65
2013-01-30,414.85
2013-01-31,411.55
2013-02-01,407.6
2013-02-04,408.1
2013-02-05,407.0
2013-02-06,405.65
2013-02-07,405.7
2013-02-08,412.4
2013-02-11,409.5
2013-02-12,411.85
2013-02-13,409.45
2013-02-14,395.8
2013-02-15,399.25
2013-02-18,402.9
2013-02-19,410.75
2013-02-20,412.3
2013-02-21,405.8
2013-02-22,415.95
2013-02-25,419.1
2013-02-26,415.9
2013-02-27,418.5
2013-02-28,416.4
2013-03-01,421.7
2013-03-04,419.5
2013-03-05,433.05
2013-03-06,441.9
2013-03-07,449.35
2013-03-08,445.35
2013-03-11,439.55
2013-03-12,438.65
2013-03-13,439.3
2013-03-14,438.5
2013-03-15,440.95
2013-03-18,433.65
2013-03-19,433.65
2013-03-20,429.95
2013-03-21,434.75
2013-03-22,435.7
2013-03-25,431.35
2013-03-26,437.95
2013-03-28,437.15
2013-04-01,431.0
2013-04-02,449.65
2013-04-03,448.6
2013-04-04,445.1
2013-04-05,454.6
2013-04-08,448.8
2013-04-09,393.7
2013-04-10,402.25
2013-04-11,402.95
2013-04-12,383.8
2013-04-15,379.1
2013-04-16,381.35
2013-04-17,374.55
2013-04-18,369.05
2013-04-22,339.4
2013-04-23,342.75
2013-04-25,335.5
2013-04-26,330.2
2013-04-29,342.0
2013-04-30,348.35
2013-05-02,352.25
2013-05-03,355.25
2013-05-06,357.35
2013-05-07,350.8
2013-05-08,351.05
2013-05-09,354.8
2013-05-10,355.0
2013-05-11,355.0
2013-05-13,347.95
2013-05-14,347.65
2013-05-15,346.15
2013-05-16,346.45
2013-05-17,344.0
2013-05-20,337.95
2013-05-21,338.9
2013-05-22,342.05
2013-05-23,337.1
2013-05-24,336.2
2013-05-27,340.25
2013-05-28,340.1
2013-05-29,339.35
2013-05-30,336.1
2013-05-31,327.65
2013-06-03,324.95
2013-06-04,330.9
2013-06-05,325.0
2013-06-06,330.0
2013-06-07,334.9
2013-06-10,343.25
2013-06-11,345.05
2013-06-12,344.35
2013-06-13,340.0
2013-06-14,337.55
2013-06-17,338.05
2013-06-18,341.2
2013-06-19,343.5
2013-06-20,347.5
2013-06-21,348.4
2013-06-24,346.55
2013-06-25,343.75
2013-06-26,348.1
2013-06-27,347.1
2013-06-28,349.0
2013-07-01,351.25
2013-07-02,352.95
2013-07-03,343.35
2013-07-04,349.65
2013-07-05,350.95
2013-07-08,355.5
2013-07-09,360.15
2013-07-10,364.85
2013-07-11,364.0
2013-07-12,375.6
2013-07-15,381.9
2013-07-16,375.4
2013-07-17,387.1
2013-07-18,385.85
2013-07-19,391.4
2013-07-22,392.95
2013-07-23,384.2
2013-07-24,392.35
2013-07-25,376.25
2013-07-26,381.95
2013-07-29,408.05
2013-07-30,418.8
2013-07-31,438.0
2013-08-01,436.4
2013-08-02,438.7
2013-08-05,449.25
2013-08-06,451.3
2013-08-07,451.05
2013-08-08,447.15
2013-08-12,454.7
2013-08-13,467.6
2013-08-14,460.1
2013-08-16,456.5
2013-08-19,456.45
2013-08-20,448.25
2013-08-21,441.95
2013-08-22,444.7
2013-08-23,448.2
2013-08-26,459.1
2013-08-27,454.95
2013-08-28,471.45
2013-08-29,473.45
2013-08-30,483.6
2013-09-02,484.45
2013-09-03,479.35
2013-09-04,481.3
2013-09-05,468.9
2013-09-06,468.5
2013-09-10,472.05
2013-09-11,475.0
2013-09-12,471.9
2013-09-13,455.5
2013-09-16,451.7
2013-09-17,474.95
2013-09-18,480.7
2013-09-19,472.0
2013-09-20,474.9
2013-09-23,483.5
2013-09-24,477.85
2013-09-25,475.55
2013-09-26,478.25
2013-09-27,475.85
2013-09-30,473.05
2013-10-01,471.85
2013-10-03,485.1
2013-10-04,482.95
2013-10-07,482.0
2013-10-08,483.45
2013-10-09,477.25
2013-10-10,480.15
2013-10-11,488.25
2013-10-14,501.1
2013-10-15,510.6
2013-10-17,495.0
2013-10-18,506.4
2013-10-21,506.0
2013-10-22,514.8
2013-10-23,492.45
2013-10-24,470.85
2013-10-25,481.1
2013-10-28,483.85
2013-10-29,486.55
2013-10-30,476.75
2013-10-31,477.7
2013-11-01,482.55
2013-11-03,485.05
2013-11-05,480.1
2013-11-06,482.4
2013-11-07,481.95
2013-11-08,481.55
2013-11-11,481.6
2013-11-12,482.6
2013-11-13,482.3
2013-11-14,486.3
2013-11-18,492.2
2013-11-19,488.05
2013-11-20,483.05
2013-11-21,478.4
2013-11-22,477.95
2013-11-25,478.85
2013-11-26,474.9
2013-11-27,469.8
2013-11-28,472.6
2013-11-29,470.8
2013-12-02,481.25
2013-12-03,482.45
2013-12-04,491.35
2013-12-05,492.9
2013-12-06,493.8
2013-12-09,507.2
2013-12-10,516.7
2013-12-11,518.6
2013-12-12,510.65
2013-12-13,518.75
2013-12-16,524.1
2013-12-17,517.9
2013-12-18,521.7
2013-12-19,529.15
2013-12-20,548.9
2013-12-23,552.0
2013-12-24,540.1
2013-12-26,548.6
2013-12-27,555.1
2013-12-30,551.55
2013-12-31,559.2
