Date,KPRMILL
2013-01-01,134.05
2013-01-02,134.75
2013-01-03,135.05
2013-01-04,137.45
2013-01-07,134.65
2013-01-08,137.55
2013-01-09,141.3
2013-01-10,136.9
2013-01-11,133.55
2013-01-14,134.65
2013-01-15,137.85
2013-01-16,137.0
2013-01-17,137.65
2013-01-18,137.3
2013-01-21,134.9
2013-01-22,133.65
2013-01-23,130.65
2013-01-24,126.85
2013-01-25,133.65
2013-01-28,135.25
2013-01-29,133.8
2013-01-30,139.45
2013-01-31,138.3
2013-02-01,136.8
2013-02-04,137.05
2013-02-05,134.85
2013-02-06,135.15
2013-02-07,136.7
2013-02-08,128.05
2013-02-11,125.45
2013-02-12,126.6
2013-02-13,127.55
2013-02-14,124.75
2013-02-15,123.7
2013-02-18,125.05
2013-02-19,126.4
2013-02-20,126.5
2013-02-21,125.7
2013-02-22,122.8
2013-02-25,125.05
2013-02-26,121.2
2013-02-27,121.5
2013-02-28,121.55
2013-03-01,118.65
2013-03-04,119.7
2013-03-05,119.65
2013-03-06,119.25
2013-03-07,118.4
2013-03-08,119.55
2013-03-11,121.2
2013-03-12,120.5
2013-03-13,119.2
2013-03-14,120.9
2013-03-15,121.4
2013-03-18,120.85
2013-03-19,117.95
2013-03-20,110.15
2013-03-21,107.6
2013-03-22,106.05
2013-03-25,103.15
2013-03-26,103.0
2013-03-28,104.0
2013-04-01,108.95
2013-04-02,114.4
2013-04-03,115.35
2013-04-04,110.0
2013-04-05,110.75
2013-04-08,122.4
2013-04-09,121.7
2013-04-10,118.05
2013-04-11,120.15
2013-04-12,118.9
2013-04-15,121.3
2013-04-16,121.75
2013-04-17,119.9
2013-04-18,120.0
2013-04-22,120.35
2013-04-23,123.65
2013-04-25,124.35
2013-04-26,123.95
2013-04-29,123.8
2013-04-30,122.85
2013-05-02,133.0
2013-05-03,130.25
2013-05-06,132.55
2013-05-07,132.1
2013-05-08,134.55
2013-05-09,133.55
2013-05-10,134.0
2013-05-11,136.25
2013-05-13,131.7
2013-05-14,131.9
2013-05-15,130.9
2013-05-16,134.85
2013-05-17,136.15
2013-05-20,135.55
2013-05-21,135.5
2013-05-22,130.2
2013-05-23,124.75
2013-05-24,126.15
2013-05-27,128.0
2013-05-28,126.35
2013-05-29,124.65
2013-05-30,124.95
2013-05-31,122.9
2013-06-03,122.05
2013-06-04,122.7
2013-06-05,122.7
2013-06-06,121.6
2013-06-07,125.6
2013-06-10,125.9
2013-06-11,121.7
2013-06-12,125.85
2013-06-13,124.25
2013-06-14,123.45
2013-06-17,125.0
2013-06-18,124.35
2013-06-19,123.0
2013-06-20,123.25
2013-06-21,122.65
2013-06-24,118.1
2013-06-25,116.85
2013-06-26,114.85
2013-06-27,115.25
2013-06-28,117.1
2013-07-01,124.4
2013-07-02,123.5
2013-07-03,120.7
2013-07-04,119.1
2013-07-05,118.95
2013-07-08,118.0
2013-07-09,122.15
2013-07-10,122.6
2013-07-11,124.85
2013-07-12,126.1
2013-07-15,132.5
2013-07-16,132.35
2013-07-17,130.15
2013-07-18,129.05
2013-07-19,129.5
2013-07-22,129.25
2013-07-23,129.0
2013-07-24,128.0
2013-07-25,127.45
2013-07-26,125.55
2013-07-29,121.0
2013-07-30,121.85
2013-07-31,119.15
2013-08-01,118.8
2013-08-02,118.95
2013-08-05,118.55
2013-08-06,117.05
2013-08-07,116.4
2013-08-08,121.55
2013-08-12,124.3
2013-08-13,122.75
2013-08-14,124.55
2013-08-16,120.7
2013-08-19,121.55
2013-08-20,124.3
2013-08-21,117.7
2013-08-22,117.2
2013-08-23,123.3
2013-08-26,127.3
2013-08-27,121.65
2013-08-28,117.35
2013-08-29,116.25
2013-08-30,117.6
2013-09-02,118.9
2013-09-03,118.55
2013-09-04,120.0
2013-09-05,122.15
2013-09-06,121.15
2013-09-10,125.05
2013-09-11,126.5
2013-09-12,127.7
2013-09-13,125.05
2013-09-16,124.9
2013-09-17,123.9
2013-09-18,125.1
2013-09-19,130.8
2013-09-20,125.75
2013-09-23,126.7
2013-09-24,123.65
2013-09-25,124.05
2013-09-26,125.35
2013-09-27,124.85
2013-09-30,125.25
2013-10-01,133.8
2013-10-03,134.5
2013-10-04,131.65
2013-10-07,131.2
2013-10-08,135.65
2013-10-09,134.75
2013-10-10,133.4
2013-10-11,137.6
2013-10-14,139.3
2013-10-15,152.15
2013-10-17,156.95
2013-10-18,154.4
2013-10-21,160.4
2013-10-22,166.65
2013-10-23,167.9
2013-10-24,171.0
2013-10-25,168.0
2013-10-28,156.05
2013-10-29,153.05
2013-10-30,153.3
2013-10-31,150.0
2013-11-01,150.05
2013-11-03,151.1
2013-11-05,151.3
2013-11-06,150.0
2013-11-07,149.1
2013-11-08,146.95
2013-11-11,142.85
2013-11-12,143.2
2013-11-13,141.6
2013-11-14,143.75
2013-11-18,146.1
2013-11-19,147.35
2013-11-20,151.45
2013-11-21,148.2
2013-11-22,153.45
2013-11-25,154.95
2013-11-26,154.75
2013-11-27,152.55
2013-11-28,151.15
2013-11-29,162.75
2013-12-02,163.05
2013-12-03,161.25
2013-12-04,161.3
2013-12-05,161.05
2013-12-06,159.65
2013-12-09,154.05
2013-12-10,156.2
2013-12-11,161.95
2013-12-12,158.05
2013-12-13,153.3
2013-12-16,157.9
2013-12-17,154.55
2013-12-18,154.6
2013-12-19,153.4
2013-12-20,152.3
2013-12-23,153.45
2013-12-24,152.8
2013-12-26,152.25
2013-12-27,151.8
2013-12-30,151.65
2013-12-31,157.05
