Date,JUNIORBEES
2013-01-01,124.12
2013-01-02,125.27
2013-01-03,125.74
2013-01-04,126.0
2013-01-07,126.26
2013-01-08,125.74
2013-01-09,126.27
2013-01-10,125.9
2013-01-11,123.93
2013-01-14,125.26
2013-01-15,126.15
2013-01-16,124.99
2013-01-17,124.01
2013-01-18,123.29
2013-01-21,123.67
2013-01-22,122.9
2013-01-23,121.74
2013-01-24,119.99
2013-01-25,121.71
2013-01-28,122.08
2013-01-29,120.96
2013-01-30,120.56
2013-01-31,120.92
2013-02-01,123.35
2013-02-04,122.12
2013-02-05,121.31
2013-02-06,121.36
2013-02-07,120.92
2013-02-08,120.18
2013-02-11,119.42
2013-02-12,119.97
2013-02-13,121.95
2013-02-14,118.96
2013-02-15,118.4
2013-02-18,119.42
2013-02-19,119.3
2013-02-20,119.96
2013-02-21,118.05
2013-02-22,118.43
2013-02-25,117.89
2013-02-26,116.09
2013-02-27,117.98
2013-02-28,115.38
2013-03-01,117.48
2013-03-04,114.84
2013-03-05,115.79
2013-03-06,116.98
2013-03-07,116.72
2013-03-08,117.52
2013-03-11,118.38
2013-03-12,116.6
2013-03-13,115.75
2013-03-14,116.27
2013-03-15,117.24
2013-03-18,115.79
2013-03-19,112.89
2013-03-20,110.78
2013-03-21,110.68
2013-03-22,110.58
2013-03-25,109.95
2013-03-26,110.92
2013-03-28,112.01
2013-04-01,113.44
2013-04-02,113.71
2013-04-03,113.5
2013-04-04,110.92
2013-04-05,111.25
2013-04-08,111.32
2013-04-09,111.48
2013-04-10,111.83
2013-04-11,112.79
2013-04-12,112.67
2013-04-15,113.21
2013-04-16,115.52
2013-04-17,115.69
2013-04-18,115.28
2013-04-22,117.44
2013-04-23,117.36
2013-04-25,117.84
2013-04-26,116.99
2013-04-29,118.18
2013-04-30,119.2
2013-05-02,120.66
2013-05-03,121.84
2013-05-06,121.55
2013-05-07,123.01
2013-05-08,122.81
2013-05-09,122.49
2013-05-10,122.92
2013-05-11,122.97
2013-05-13,121.96
2013-05-14,121.98
2013-05-15,125.25
2013-05-16,126.21
2013-05-17,127.12
2013-05-20,124.87
2013-05-21,124.29
2013-05-22,123.76
2013-05-23,119.06
2013-05-24,121.95
2013-05-27,123.86
2013-05-28,123.69
2013-05-29,122.8
2013-05-30,124.15
2013-05-31,122.64
2013-06-03,123.25
2013-06-04,124.31
2013-06-05,124.43
2013-06-06,123.52
2013-06-07,122.45
2013-06-10,121.08
2013-06-11,119.28
2013-06-12,117.29
2013-06-13,115.44
2013-06-14,116.99
2013-06-17,118.19
2013-06-18,119.05
2013-06-19,119.22
2013-06-20,117.88
2013-06-21,116.7
2013-06-24,114.45
2013-06-25,115.38
2013-06-26,115.13
2013-06-27,115.6
2013-06-28,115.92
2013-07-01,119.08
2013-07-02,118.62
2013-07-03,116.02
2013-07-04,118.1
2013-07-05,118.78
2013-07-08,119.07
2013-07-09,119.05
2013-07-10,119.88
2013-07-11,120.9
2013-07-12,120.8
2013-07-15,121.21
2013-07-16,120.01
2013-07-17,119.07
2013-07-18,121.83
2013-07-19,121.06
2013-07-22,121.77
2013-07-23,120.02
2013-07-24,117.27
2013-07-25,116.92
2013-07-26,117.1
2013-07-29,115.72
2013-07-30,113.41
2013-07-31,113.86
2013-08-01,111.52
2013-08-02,109.23
2013-08-05,108.86
2013-08-06,109.65
2013-08-07,110.77
2013-08-08,112.95
2013-08-12,112.22
2013-08-13,113.2
2013-08-14,113.46
2013-08-16,111.55
2013-08-19,109.02
2013-08-20,107.33
2013-08-21,106.13
2013-08-22,105.17
2013-08-23,106.69
2013-08-26,107.87
2013-08-27,106.07
2013-08-28,104.42
2013-08-29,105.9
2013-08-30,105.59
2013-09-02,107.87
2013-09-03,105.03
2013-09-04,107.14
2013-09-05,107.92
2013-09-06,108.21
2013-09-10,110.9
2013-09-11,111.05
2013-09-12,111.31
2013-09-13,111.03
2013-09-16,110.45
2013-09-17,110.61
2013-09-18,110.77
2013-09-19,115.32
2013-09-20,114.51
2013-09-23,112.87
2013-09-24,113.79
2013-09-25,113.66
2013-09-26,113.51
2013-09-27,114.42
2013-09-30,114.04
2013-10-01,115.13
2013-10-03,115.38
2013-10-04,115.32
2013-10-07,115.81
2013-10-08,117.01
2013-10-09,118.06
2013-10-10,117.87
2013-10-11,119.07
2013-10-14,119.55
2013-10-15,117.62
2013-10-17,117.87
2013-10-18,118.36
2013-10-21,121.05
2013-10-22,120.56
2013-10-23,121.43
2013-10-24,120.19
2013-10-25,120.23
2013-10-28,119.73
2013-10-29,120.4
2013-10-30,121.2
2013-10-31,121.65
2013-11-01,122.74
2013-11-03,123.74
2013-11-05,124.38
2013-11-06,122.54
2013-11-07,121.68
2013-11-08,120.68
2013-11-11,121.19
2013-11-12,120.06
2013-11-13,118.95
2013-11-14,122.02
2013-11-18,123.98
2013-11-19,123.04
2013-11-20,121.79
2013-11-21,120.04
2013-11-22,121.0
2013-11-25,121.47
2013-11-26,121.87
2013-11-27,120.72
2013-11-28,121.93
2013-11-29,123.35
2013-12-02,124.46
2013-12-03,124.97
2013-12-04,123.61
2013-12-05,125.11
2013-12-06,125.53
2013-12-09,126.18
2013-12-10,125.65
2013-12-11,124.77
2013-12-12,123.55
2013-12-13,122.77
2013-12-16,123.91
2013-12-17,123.55
2013-12-18,125.14
2013-12-19,125.06
2013-12-20,127.78
2013-12-23,127.33
2013-12-24,128.67
2013-12-26,129.15
2013-12-27,128.84
2013-12-30,128.72
2013-12-31,129.78
