Date,TVTODAY
2013-01-01,85.3
2013-01-02,86.55
2013-01-03,90.05
2013-01-04,91.5
2013-01-07,88.85
2013-01-08,87.8
2013-01-09,86.25
2013-01-10,84.7
2013-01-11,82.0
2013-01-14,83.5
2013-01-15,83.35
2013-01-16,79.9
2013-01-17,80.1
2013-01-18,79.65
2013-01-21,81.9
2013-01-22,81.05
2013-01-23,79.6
2013-01-24,75.25
2013-01-25,76.45
2013-01-28,74.15
2013-01-29,74.75
2013-01-30,75.8
2013-01-31,74.9
2013-02-01,76.35
2013-02-04,75.15
2013-02-05,74.7
2013-02-06,74.5
2013-02-07,69.4
2013-02-08,73.95
2013-02-11,77.25
2013-02-12,78.75
2013-02-13,76.6
2013-02-14,74.1
2013-02-15,72.95
2013-02-18,75.75
2013-02-19,77.45
2013-02-20,76.75
2013-02-21,73.35
2013-02-22,74.1
2013-02-25,73.35
2013-02-26,69.2
2013-02-27,70.2
2013-02-28,69.05
2013-03-01,67.4
2013-03-04,64.9
2013-03-05,67.6
2013-03-06,71.7
2013-03-07,69.6
2013-03-08,69.6
2013-03-11,71.9
2013-03-12,71.15
2013-03-13,70.05
2013-03-14,72.35
2013-03-15,72.15
2013-03-18,70.15
2013-03-19,67.35
2013-03-20,65.45
2013-03-21,64.85
2013-03-22,62.3
2013-03-25,62.5
2013-03-26,61.7
2013-03-28,62.15
2013-04-01,66.2
2013-04-02,70.85
2013-04-03,66.75
2013-04-04,65.15
2013-04-05,64.4
2013-04-08,64.35
2013-04-09,63.9
2013-04-10,64.0
2013-04-11,65.5
2013-04-12,63.6
2013-04-15,66.65
2013-04-16,68.1
2013-04-17,69.1
2013-04-18,68.7
2013-04-22,69.9
2013-04-23,70.25
2013-04-25,72.3
2013-04-26,71.55
2013-04-29,70.55
2013-04-30,69.2
2013-05-02,69.95
2013-05-03,69.15
2013-05-06,71.45
2013-05-07,73.15
2013-05-08,75.4
2013-05-09,75.45
2013-05-10,85.9
2013-05-11,91.15
2013-05-13,84.85
2013-05-14,88.0
2013-05-15,90.15
2013-05-16,88.35
2013-05-17,85.15
2013-05-20,84.9
2013-05-21,83.1
2013-05-22,81.35
2013-05-23,82.7
2013-05-24,85.3
2013-05-27,84.75
2013-05-28,77.3
2013-05-29,76.45
2013-05-30,74.85
2013-05-31,70.7
2013-06-03,74.5
2013-06-04,73.8
2013-06-05,72.45
2013-06-06,72.8
2013-06-07,70.6
2013-06-10,68.55
2013-06-11,68.7
2013-06-12,67.2
2013-06-13,66.75
2013-06-14,68.2
2013-06-17,69.95
2013-06-18,71.75
2013-06-19,71.45
2013-06-20,69.2
2013-06-21,67.95
2013-06-24,67.65
2013-06-25,65.9
2013-06-26,64.95
2013-06-27,65.05
2013-06-28,68.05
2013-07-01,74.7
2013-07-02,72.25
2013-07-03,69.55
2013-07-04,70.25
2013-07-05,70.0
2013-07-08,68.4
2013-07-09,69.55
2013-07-10,68.75
2013-07-11,69.15
2013-07-12,68.5
2013-07-15,70.45
2013-07-16,69.0
2013-07-17,68.6
2013-07-18,69.5
2013-07-19,69.85
2013-07-22,68.75
2013-07-23,70.15
2013-07-24,65.25
2013-07-25,64.65
2013-07-26,65.1
2013-07-29,62.1
2013-07-30,55.95
2013-07-31,56.7
2013-08-01,56.95
2013-08-02,54.4
2013-08-05,65.25
2013-08-06,76.95
2013-08-07,77.05
2013-08-08,75.85
2013-08-12,76.15
2013-08-13,77.0
2013-08-14,78.25
2013-08-16,73.2
2013-08-19,73.25
2013-08-20,75.0
2013-08-21,72.6
2013-08-22,74.0
2013-08-23,73.15
2013-08-26,72.65
2013-08-27,71.5
2013-08-28,70.65
2013-08-29,71.3
2013-08-30,71.25
2013-09-02,72.25
2013-09-03,70.65
2013-09-04,72.2
2013-09-05,72.05
2013-09-06,76.85
2013-09-10,76.55
2013-09-11,78.65
2013-09-12,81.0
2013-09-13,79.75
2013-09-16,81.4
2013-09-17,81.5
2013-09-18,82.15
2013-09-19,82.6
2013-09-20,81.8
2013-09-23,80.2
2013-09-24,79.3
2013-09-25,78.35
2013-09-26,77.55
2013-09-27,75.55
2013-09-30,73.9
2013-10-01,77.9
2013-10-03,78.85
2013-10-04,77.55
2013-10-07,78.95
2013-10-08,76.35
2013-10-09,77.95
2013-10-10,79.25
2013-10-11,78.1
2013-10-14,80.15
2013-10-15,77.75
2013-10-17,77.6
2013-10-18,78.4
2013-10-21,80.2
2013-10-22,85.6
2013-10-23,84.8
2013-10-24,84.55
2013-10-25,84.35
2013-10-28,82.2
2013-10-29,84.8
2013-10-30,83.85
2013-10-31,83.7
2013-11-01,93.35
2013-11-03,107.65
2013-11-05,111.6
2013-11-06,112.15
2013-11-07,108.8
2013-11-08,107.75
2013-11-11,103.9
2013-11-12,104.55
2013-11-13,103.8
2013-11-14,117.2
2013-11-18,116.65
2013-11-19,116.9
2013-11-20,116.0
2013-11-21,112.7
2013-11-22,116.9
2013-11-25,120.8
2013-11-26,117.2
2013-11-27,120.05
2013-11-28,116.85
2013-11-29,116.7
2013-12-02,116.15
2013-12-03,117.4
2013-12-04,117.05
2013-12-05,114.15
2013-12-06,118.65
2013-12-09,118.9
2013-12-10,115.95
2013-12-11,115.8
2013-12-12,117.75
2013-12-13,115.4
2013-12-16,114.8
2013-12-17,114.7
2013-12-18,114.65
2013-12-19,115.25
2013-12-20,115.55
2013-12-23,116.0
2013-12-24,116.3
2013-12-26,112.25
2013-12-27,111.1
2013-12-30,112.6
2013-12-31,115.0
