Date,CCL
2013-01-01,329.0
2013-01-02,338.15
2013-01-03,332.2
2013-01-04,327.9
2013-01-07,330.6
2013-01-08,335.15
2013-01-09,334.75
2013-01-10,333.7
2013-01-11,322.1
2013-01-14,323.45
2013-01-15,325.5
2013-01-16,323.5
2013-01-17,320.2
2013-01-18,320.3
2013-01-21,323.0
2013-01-22,316.1
2013-01-23,313.55
2013-01-24,310.0
2013-01-25,308.9
2013-01-28,310.7
2013-01-29,310.65
2013-01-30,325.15
2013-01-31,329.05
2013-02-01,326.3
2013-02-04,327.4
2013-02-05,332.7
2013-02-06,328.2
2013-02-07,315.5
2013-02-08,303.45
2013-02-11,298.05
2013-02-12,294.5
2013-02-13,290.1
2013-02-14,280.8
2013-02-15,280.45
2013-02-18,287.9
2013-02-19,296.85
2013-02-20,297.4
2013-02-21,295.55
2013-02-22,301.15
2013-02-25,293.95
2013-02-26,283.85
2013-02-27,282.75
2013-02-28,278.25
2013-03-01,277.95
2013-03-04,270.7
2013-03-05,269.9
2013-03-06,278.05
2013-03-07,281.9
2013-03-08,286.3
2013-03-11,287.15
2013-03-12,281.15
2013-03-13,278.3
2013-03-14,282.2
2013-03-15,276.55
2013-03-18,276.9
2013-03-19,278.7
2013-03-20,281.7
2013-03-21,277.7
2013-03-22,273.5
2013-03-25,269.0
2013-03-26,260.3
2013-03-28,257.15
2013-04-01,266.25
2013-04-02,274.3
2013-04-03,273.15
2013-04-04,266.4
2013-04-05,269.85
2013-04-08,269.55
2013-04-09,264.5
2013-04-10,267.25
2013-04-11,269.75
2013-04-12,273.5
2013-04-15,266.35
2013-04-16,270.9
2013-04-17,270.9
2013-04-18,275.55
2013-04-22,276.6
2013-04-23,284.95
2013-04-25,287.9
2013-04-26,281.2
2013-04-29,285.6
2013-04-30,286.1
2013-05-02,289.6
2013-05-03,286.5
2013-05-06,281.55
2013-05-07,281.45
2013-05-08,279.0
2013-05-09,289.75
2013-05-10,296.5
2013-05-11,300.8
2013-05-13,302.25
2013-05-14,303.15
2013-05-15,304.05
2013-05-16,328.95
2013-05-17,331.55
2013-05-20,320.7
2013-05-21,322.9
2013-05-22,322.0
2013-05-23,309.3
2013-05-24,311.45
2013-05-27,298.0
2013-05-28,304.75
2013-05-29,291.0
2013-05-30,285.0
2013-05-31,272.4
2013-06-03,277.7
2013-06-04,281.35
2013-06-05,295.6
2013-06-06,299.15
2013-06-07,297.95
2013-06-10,307.75
2013-06-11,295.45
2013-06-12,289.45
2013-06-13,285.95
2013-06-14,297.85
2013-06-17,297.25
2013-06-18,299.05
2013-06-19,303.7
2013-06-20,298.15
2013-06-21,300.15
2013-06-24,294.45
2013-06-25,278.8
2013-06-26,279.35
2013-06-27,284.85
2013-06-28,292.7
2013-07-01,295.4
2013-07-02,307.55
2013-07-03,301.75
2013-07-04,296.8
2013-07-05,290.05
2013-07-08,290.6
2013-07-09,288.3
2013-07-10,285.2
2013-07-11,295.55
2013-07-12,286.05
2013-07-15,285.05
2013-07-16,283.45
2013-07-17,285.65
2013-07-18,282.75
2013-07-19,280.15
2013-07-22,280.7
2013-07-23,280.8
2013-07-24,275.0
2013-07-25,276.65
2013-07-26,271.05
2013-07-29,269.85
2013-07-30,267.95
2013-07-31,249.85
2013-08-01,261.2
2013-08-02,252.7
2013-08-05,251.55
2013-08-06,249.6
2013-08-07,249.5
2013-08-08,278.0
2013-08-12,281.0
2013-08-13,280.8
2013-08-14,299.9
2013-08-16,293.0
2013-08-19,29.7
2013-08-20,29.0
2013-08-21,28.8
2013-08-22,27.6
2013-08-23,27.0
2013-08-26,26.8
2013-08-27,26.6
2013-08-28,24.9
2013-08-29,25.35
2013-08-30,25.3
2013-09-02,25.8
2013-09-03,25.15
2013-09-04,24.95
2013-09-05,25.45
2013-09-06,25.85
2013-09-10,26.6
2013-09-11,27.25
2013-09-12,27.05
2013-09-13,26.9
2013-09-16,26.75
2013-09-17,26.7
2013-09-18,27.1
2013-09-19,28.05
2013-09-20,27.35
2013-09-23,26.85
2013-09-24,26.65
2013-09-25,26.65
2013-09-26,25.9
2013-09-27,25.85
2013-09-30,25.7
2013-10-01,25.6
2013-10-03,25.5
2013-10-04,25.5
2013-10-07,25.65
2013-10-08,27.5
2013-10-09,28.85
2013-10-10,29.7
2013-10-11,28.75
2013-10-14,28.75
2013-10-15,28.05
2013-10-17,27.4
2013-10-18,27.5
2013-10-21,28.05
2013-10-22,28.15
2013-10-23,27.65
2013-10-24,27.8
2013-10-25,28.7
2013-10-28,28.45
2013-10-29,28.05
2013-10-30,27.75
2013-10-31,27.4
2013-11-01,27.6
2013-11-03,28.05
2013-11-05,28.1
2013-11-06,28.1
2013-11-07,27.8
2013-11-08,27.9
2013-11-11,27.3
2013-11-12,26.7
2013-11-13,26.45
2013-11-14,27.0
2013-11-18,27.35
2013-11-19,27.35
2013-11-20,27.1
2013-11-21,28.6
2013-11-22,31.15
2013-11-25,32.15
2013-11-26,32.25
2013-11-27,32.0
2013-11-28,31.8
2013-11-29,32.6
2013-12-02,33.95
2013-12-03,34.65
2013-12-04,34.9
2013-12-05,34.65
2013-12-06,35.45
2013-12-09,35.8
2013-12-10,37.05
2013-12-11,37.55
2013-12-12,38.8
2013-12-13,38.2
2013-12-16,37.9
2013-12-17,37.5
2013-12-18,38.2
2013-12-19,37.55
2013-12-20,37.95
2013-12-23,37.25
2013-12-24,38.7
2013-12-26,39.2
2013-12-27,40.4
2013-12-30,41.9
2013-12-31,41.85
