Date,JYOTHYLAB
2013-01-01,163.85
2013-01-02,166.0
2013-01-03,167.65
2013-01-04,165.45
2013-01-07,164.25
2013-01-08,163.35
2013-01-09,162.6
2013-01-10,159.75
2013-01-11,159.35
2013-01-14,157.7
2013-01-15,156.55
2013-01-16,155.55
2013-01-17,153.55
2013-01-18,149.75
2013-01-21,150.35
2013-01-22,151.8
2013-01-23,150.1
2013-01-24,151.85
2013-01-25,149.9
2013-01-28,150.1
2013-01-29,151.15
2013-01-30,149.9
2013-01-31,150.95
2013-02-01,148.1
2013-02-04,147.65
2013-02-05,144.6
2013-02-06,144.1
2013-02-07,145.7
2013-02-08,145.05
2013-02-11,144.85
2013-02-12,142.05
2013-02-13,141.3
2013-02-14,143.1
2013-02-15,143.8
2013-02-18,144.6
2013-02-19,146.75
2013-02-20,150.8
2013-02-21,154.9
2013-02-22,157.1
2013-02-25,157.15
2013-02-26,156.6
2013-02-27,157.1
2013-02-28,157.8
2013-03-01,157.3
2013-03-04,157.8
2013-03-05,159.6
2013-03-06,162.7
2013-03-07,162.75
2013-03-08,164.4
2013-03-11,166.85
2013-03-12,167.05
2013-03-13,166.15
2013-03-14,166.2
2013-03-15,166.4
2013-03-18,166.15
2013-03-19,166.05
2013-03-20,166.2
2013-03-21,171.05
2013-03-22,167.8
2013-03-25,165.0
2013-03-26,158.1
2013-03-28,166.0
2013-04-01,164.15
2013-04-02,163.1
2013-04-03,160.75
2013-04-04,159.2
2013-04-05,151.35
2013-04-08,164.55
2013-04-09,160.0
2013-04-10,160.45
2013-04-11,160.1
2013-04-12,162.25
2013-04-15,167.7
2013-04-16,163.5
2013-04-17,165.25
2013-04-18,165.75
2013-04-22,169.0
2013-04-23,174.0
2013-04-25,175.45
2013-04-26,175.1
2013-04-29,174.9
2013-04-30,176.8
2013-05-02,177.15
2013-05-03,178.85
2013-05-06,180.3
2013-05-07,180.35
2013-05-08,182.3
2013-05-09,182.15
2013-05-10,182.0
2013-05-11,179.85
2013-05-13,175.85
2013-05-14,180.75
2013-05-15,178.2
2013-05-16,175.3
2013-05-17,169.95
2013-05-20,171.05
2013-05-21,168.5
2013-05-22,174.8
2013-05-23,183.6
2013-05-24,179.7
2013-05-27,179.8
2013-05-28,184.7
2013-05-29,186.45
2013-05-30,197.8
2013-05-31,204.2
2013-06-03,206.6
2013-06-04,202.75
2013-06-05,204.9
2013-06-06,199.9
2013-06-07,198.2
2013-06-10,199.15
2013-06-11,194.5
2013-06-12,193.65
2013-06-13,191.0
2013-06-14,192.4
2013-06-17,190.2
2013-06-18,191.95
2013-06-19,192.0
2013-06-20,190.0
2013-06-21,198.8
2013-06-24,187.65
2013-06-25,184.65
2013-06-26,183.2
2013-06-27,178.4
2013-06-28,180.1
2013-07-01,180.2
2013-07-02,179.0
2013-07-03,171.0
2013-07-04,180.55
2013-07-05,185.75
2013-07-08,187.0
2013-07-09,182.65
2013-07-10,176.7
2013-07-11,179.95
2013-07-12,180.1
2013-07-15,179.0
2013-07-16,178.35
2013-07-17,180.7
2013-07-18,178.35
2013-07-19,178.2
2013-07-22,180.0
2013-07-23,178.75
2013-07-24,177.65
2013-07-25,177.35
2013-07-26,175.0
2013-07-29,175.3
2013-07-30,167.6
2013-07-31,164.0
2013-08-01,159.35
2013-08-02,160.8
2013-08-05,163.15
2013-08-06,163.1
2013-08-07,160.05
2013-08-08,161.05
2013-08-12,168.9
2013-08-13,169.6
2013-08-14,172.0
2013-08-16,164.35
2013-08-19,162.05
2013-08-20,163.15
2013-08-21,162.0
2013-08-22,162.65
2013-08-23,163.1
2013-08-26,161.25
2013-08-27,154.0
2013-08-28,151.75
2013-08-29,154.95
2013-08-30,155.0
2013-09-02,156.05
2013-09-03,151.95
2013-09-04,148.55
2013-09-05,147.5
2013-09-06,148.3
2013-09-10,148.9
2013-09-11,150.5
2013-09-12,143.6
2013-09-13,148.7
2013-09-16,149.9
2013-09-17,155.15
2013-09-18,156.8
2013-09-19,156.55
2013-09-20,160.25
2013-09-23,167.05
2013-09-24,168.45
2013-09-25,167.3
2013-09-26,167.75
2013-09-27,168.3
2013-09-30,168.1
2013-10-01,169.15
2013-10-03,177.95
2013-10-04,178.35
2013-10-07,178.5
2013-10-08,176.8
2013-10-09,179.05
2013-10-10,175.6
2013-10-11,175.4
2013-10-14,175.1
2013-10-15,170.55
2013-10-17,174.2
2013-10-18,171.75
2013-10-21,177.45
2013-10-22,190.15
2013-10-23,191.35
2013-10-24,184.0
2013-10-25,181.3
2013-10-28,181.5
2013-10-29,185.55
2013-10-30,185.6
2013-10-31,185.3
2013-11-01,189.9
2013-11-03,193.15
2013-11-05,190.85
2013-11-06,190.7
2013-11-07,187.15
2013-11-08,185.25
2013-11-11,182.15
2013-11-12,180.45
2013-11-13,178.4
2013-11-14,179.05
2013-11-18,177.5
2013-11-19,179.5
2013-11-20,178.25
2013-11-21,176.95
2013-11-22,177.8
2013-11-25,179.2
2013-11-26,174.55
2013-11-27,172.4
2013-11-28,173.95
2013-11-29,182.05
2013-12-02,186.25
2013-12-03,189.0
2013-12-04,201.2
2013-12-05,202.8
2013-12-06,197.6
2013-12-09,190.1
2013-12-10,192.75
2013-12-11,190.15
2013-12-12,185.95
2013-12-13,185.55
2013-12-16,184.55
2013-12-17,187.45
2013-12-18,194.65
2013-12-19,191.2
2013-12-20,189.6
2013-12-23,188.85
2013-12-24,186.8
2013-12-26,188.65
2013-12-27,192.15
2013-12-30,191.25
2013-12-31,189.75
