Date,HINDMOTORS
2013-01-01,9.85
2013-01-02,9.95
2013-01-03,9.85
2013-01-04,10.0
2013-01-07,12.0
2013-01-08,12.6
2013-01-09,12.4
2013-01-10,11.8
2013-01-11,11.4
2013-01-14,11.4
2013-01-15,11.95
2013-01-16,11.9
2013-01-17,11.35
2013-01-18,11.15
2013-01-21,10.8
2013-01-22,10.75
2013-01-23,10.3
2013-01-24,10.2
2013-01-25,10.15
2013-01-28,10.35
2013-01-29,10.2
2013-01-30,10.1
2013-01-31,10.25
2013-02-01,10.6
2013-02-04,10.4
2013-02-05,10.15
2013-02-06,10.4
2013-02-07,10.3
2013-02-08,10.05
2013-02-11,10.3
2013-02-12,10.05
2013-02-13,10.05
2013-02-14,9.7
2013-02-15,9.65
2013-02-18,9.6
2013-02-19,9.6
2013-02-20,9.6
2013-02-21,9.5
2013-02-22,9.45
2013-02-25,9.4
2013-02-26,9.1
2013-02-27,8.85
2013-02-28,9.0
2013-03-01,9.0
2013-03-04,8.7
2013-03-05,8.75
2013-03-06,8.9
2013-03-07,8.95
2013-03-08,10.45
2013-03-11,10.3
2013-03-12,9.9
2013-03-13,9.6
2013-03-14,9.65
2013-03-15,9.8
2013-03-18,9.5
2013-03-19,9.4
2013-03-20,8.95
2013-03-21,8.8
2013-03-22,8.75
2013-03-25,8.85
2013-03-26,8.7
2013-03-28,8.7
2013-04-01,9.05
2013-04-02,9.35
2013-04-03,9.05
2013-04-04,8.85
2013-04-05,8.9
2013-04-08,9.0
2013-04-09,8.85
2013-04-10,8.8
2013-04-11,8.85
2013-04-12,8.75
2013-04-15,8.8
2013-04-16,8.95
2013-04-17,8.9
2013-04-18,8.95
2013-04-22,9.0
2013-04-23,9.1
2013-04-25,9.05
2013-04-26,8.95
2013-04-29,9.05
2013-04-30,8.95
2013-05-02,9.0
2013-05-03,9.0
2013-05-06,9.3
2013-05-07,9.35
2013-05-08,8.95
2013-05-09,8.95
2013-05-10,8.85
2013-05-11,8.9
2013-05-13,8.8
2013-05-14,8.8
2013-05-15,8.8
2013-05-16,8.85
2013-05-17,9.8
2013-05-20,9.3
2013-05-21,9.1
2013-05-22,9.0
2013-05-23,8.75
2013-05-24,8.55
2013-05-27,8.6
2013-05-28,8.9
2013-05-29,9.1
2013-05-30,8.9
2013-05-31,8.35
2013-06-03,8.4
2013-06-04,8.4
2013-06-05,8.4
2013-06-06,8.55
2013-06-07,8.5
2013-06-10,8.75
2013-06-11,8.4
2013-06-12,8.25
2013-06-13,8.0
2013-06-14,8.1
2013-06-17,8.1
2013-06-18,8.05
2013-06-19,8.3
2013-06-20,7.95
2013-06-21,7.8
2013-06-24,7.9
2013-06-25,7.75
2013-06-26,7.6
2013-06-27,7.6
2013-06-28,7.65
2013-07-01,8.35
2013-07-02,8.0
2013-07-03,8.05
2013-07-04,7.9
2013-07-05,7.9
2013-07-08,7.65
2013-07-09,7.6
2013-07-10,7.7
2013-07-11,7.75
2013-07-12,7.7
2013-07-15,7.55
2013-07-16,7.45
2013-07-17,7.35
2013-07-18,7.35
2013-07-19,7.35
2013-07-22,7.4
2013-07-23,7.3
2013-07-24,7.2
2013-07-25,7.1
2013-07-26,7.0
2013-07-29,6.95
2013-07-30,6.75
2013-07-31,6.55
2013-08-01,6.4
2013-08-02,6.3
2013-08-05,6.35
2013-08-06,6.4
2013-08-07,6.35
2013-08-08,6.35
2013-08-12,6.3
2013-08-13,6.4
2013-08-14,6.6
2013-08-16,6.4
2013-08-19,6.4
2013-08-20,6.4
2013-08-21,6.3
2013-08-22,6.3
2013-08-23,6.5
2013-08-26,6.8
2013-08-27,6.5
2013-08-28,6.35
2013-08-29,6.3
2013-08-30,6.35
2013-09-02,6.8
2013-09-03,7.0
2013-09-04,7.0
2013-09-05,6.95
2013-09-06,7.05
2013-09-10,7.3
2013-09-11,7.5
2013-09-12,7.5
2013-09-13,8.1
2013-09-16,7.8
2013-09-17,7.7
2013-09-18,7.75
2013-09-19,7.65
2013-09-20,7.5
2013-09-23,7.9
2013-09-24,8.5
2013-09-25,8.55
2013-09-26,8.65
2013-09-27,7.95
2013-09-30,7.4
2013-10-01,7.7
2013-10-03,8.0
2013-10-04,7.9
2013-10-07,7.8
2013-10-08,7.65
2013-10-09,7.8
2013-10-10,7.85
2013-10-11,7.9
2013-10-14,7.65
2013-10-15,8.9
2013-10-17,8.3
2013-10-18,8.25
2013-10-21,8.15
2013-10-22,8.2
2013-10-23,8.25
2013-10-24,8.1
2013-10-25,8.0
2013-10-28,7.85
2013-10-29,7.95
2013-10-30,7.9
2013-10-31,7.9
2013-11-01,8.0
2013-11-03,8.15
2013-11-05,8.05
2013-11-06,8.0
2013-11-07,7.9
2013-11-08,7.9
2013-11-11,7.8
2013-11-12,7.65
2013-11-13,7.5
2013-11-14,7.45
2013-11-18,7.7
2013-11-19,8.1
2013-11-20,7.95
2013-11-21,7.7
2013-11-22,7.6
2013-11-25,7.55
2013-11-26,7.55
2013-11-27,7.55
2013-11-28,7.6
2013-11-29,7.6
2013-12-02,7.6
2013-12-03,7.7
2013-12-04,7.55
2013-12-05,7.95
2013-12-06,7.85
2013-12-09,7.75
2013-12-10,7.75
2013-12-11,7.75
2013-12-12,7.7
2013-12-13,7.55
2013-12-16,7.6
2013-12-17,7.65
2013-12-18,7.55
2013-12-19,7.5
2013-12-20,7.5
2013-12-23,7.55
2013-12-24,7.8
2013-12-26,7.95
2013-12-27,8.0
2013-12-30,8.6
2013-12-31,8.55
