Date,CARBORUNIV
2013-01-01,148.9
2013-01-02,148.05
2013-01-03,147.75
2013-01-04,147.45
2013-01-07,146.2
2013-01-08,147.7
2013-01-09,146.85
2013-01-10,146.85
2013-01-11,146.0
2013-01-14,145.6
2013-01-15,148.1
2013-01-16,150.7
2013-01-17,148.35
2013-01-18,147.15
2013-01-21,146.05
2013-01-22,145.05
2013-01-23,145.65
2013-01-24,146.0
2013-01-25,145.6
2013-01-28,147.65
2013-01-29,147.8
2013-01-30,146.3
2013-01-31,148.8
2013-02-01,147.5
2013-02-04,148.35
2013-02-05,148.35
2013-02-06,145.0
2013-02-07,130.95
2013-02-08,132.95
2013-02-11,131.3
2013-02-12,132.15
2013-02-13,132.5
2013-02-14,134.45
2013-02-15,128.1
2013-02-18,130.35
2013-02-19,132.9
2013-02-20,134.15
2013-02-21,134.0
2013-02-22,136.6
2013-02-25,133.5
2013-02-26,133.5
2013-02-27,131.95
2013-02-28,132.05
2013-03-01,134.0
2013-03-04,134.2
2013-03-05,130.55
2013-03-06,130.0
2013-03-07,130.0
2013-03-08,130.0
2013-03-11,132.05
2013-03-12,130.05
2013-03-13,130.0
2013-03-14,129.15
2013-03-15,127.15
2013-03-18,127.5
2013-03-19,125.35
2013-03-20,123.85
2013-03-21,118.65
2013-03-22,123.0
2013-03-25,118.9
2013-03-26,118.85
2013-03-28,118.45
2013-04-01,117.7
2013-04-02,119.1
2013-04-03,116.7
2013-04-04,115.6
2013-04-05,116.2
2013-04-08,117.95
2013-04-09,118.1
2013-04-10,118.8
2013-04-11,118.6
2013-04-12,117.25
2013-04-15,119.35
2013-04-16,120.0
2013-04-17,120.05
2013-04-18,127.4
2013-04-22,130.1
2013-04-23,131.45
2013-04-25,127.0
2013-04-26,130.0
2013-04-29,130.95
2013-04-30,122.85
2013-05-02,126.45
2013-05-03,125.55
2013-05-06,125.8
2013-05-07,124.4
2013-05-08,125.0
2013-05-09,125.95
2013-05-10,125.55
2013-05-11,125.5
2013-05-13,125.25
2013-05-14,125.0
2013-05-15,125.5
2013-05-16,125.5
2013-05-17,127.15
2013-05-20,129.0
2013-05-21,128.2
2013-05-22,127.7
2013-05-23,129.9
2013-05-24,129.95
2013-05-27,132.25
2013-05-28,130.5
2013-05-29,130.0
2013-05-30,127.1
2013-05-31,127.05
2013-06-03,129.25
2013-06-04,126.2
2013-06-05,129.5
2013-06-06,129.2
2013-06-07,128.8
2013-06-10,128.8
2013-06-11,123.85
2013-06-12,123.1
2013-06-13,120.2
2013-06-14,116.65
2013-06-17,114.75
2013-06-18,113.55
2013-06-19,112.4
2013-06-20,112.05
2013-06-21,109.65
2013-06-24,107.75
2013-06-25,107.0
2013-06-26,105.9
2013-06-27,105.35
2013-06-28,108.95
2013-07-01,106.1
2013-07-02,106.4
2013-07-03,105.85
2013-07-04,106.0
2013-07-05,106.0
2013-07-08,107.85
2013-07-09,107.85
2013-07-10,106.6
2013-07-11,105.5
2013-07-12,105.9
2013-07-15,111.05
2013-07-16,110.85
2013-07-17,110.6
2013-07-18,111.25
2013-07-19,112.1
2013-07-22,112.2
2013-07-23,114.3
2013-07-24,113.9
2013-07-25,111.45
2013-07-26,112.9
2013-07-29,107.5
2013-07-30,106.2
2013-07-31,104.1
2013-08-01,102.7
2013-08-02,104.7
2013-08-05,103.35
2013-08-06,103.0
2013-08-07,102.5
2013-08-08,102.75
2013-08-12,102.5
2013-08-13,105.35
2013-08-14,103.35
2013-08-16,102.05
2013-08-19,101.6
2013-08-20,102.05
2013-08-21,100.95
2013-08-22,101.35
2013-08-23,104.2
2013-08-26,106.5
2013-08-27,102.45
2013-08-28,101.95
2013-08-29,100.5
2013-08-30,100.4
2013-09-02,101.4
2013-09-03,100.6
2013-09-04,102.55
2013-09-05,102.5
2013-09-06,104.7
2013-09-10,106.4
2013-09-11,105.6
2013-09-12,106.2
2013-09-13,105.0
2013-09-16,102.2
2013-09-17,101.85
2013-09-18,102.05
2013-09-19,105.0
2013-09-20,102.95
2013-09-23,104.35
2013-09-24,101.7
2013-09-25,101.5
2013-09-26,102.5
2013-09-27,103.05
2013-09-30,104.0
2013-10-01,105.65
2013-10-03,107.4
2013-10-04,112.65
2013-10-07,111.15
2013-10-08,111.3
2013-10-09,111.05
2013-10-10,112.2
2013-10-11,112.55
2013-10-14,112.0
2013-10-15,112.5
2013-10-17,111.3
2013-10-18,113.1
2013-10-21,113.25
2013-10-22,113.5
2013-10-23,114.4
2013-10-24,117.75
2013-10-25,114.7
2013-10-28,113.25
2013-10-29,115.7
2013-10-30,114.95
2013-10-31,112.2
2013-11-01,115.05
2013-11-03,116.65
2013-11-05,118.0
2013-11-06,114.95
2013-11-07,115.0
2013-11-08,116.0
2013-11-11,115.4
2013-11-12,115.05
2013-11-13,114.55
2013-11-14,115.05
2013-11-18,115.0
2013-11-19,115.45
2013-11-20,115.6
2013-11-21,117.1
2013-11-22,117.6
2013-11-25,117.5
2013-11-26,117.85
2013-11-27,132.15
2013-11-28,141.7
2013-11-29,143.2
2013-12-02,137.05
2013-12-03,132.95
2013-12-04,135.55
2013-12-05,134.85
2013-12-06,135.6
2013-12-09,137.2
2013-12-10,136.3
2013-12-11,135.95
2013-12-12,138.05
2013-12-13,140.05
2013-12-16,140.1
2013-12-17,140.4
2013-12-18,140.1
2013-12-19,140.1
2013-12-20,140.1
2013-12-23,141.95
2013-12-24,141.7
2013-12-26,144.9
2013-12-27,147.1
2013-12-30,145.2
2013-12-31,147.4
