Date,GEPIL
2013-01-01,408.75
2013-01-02,402.95
2013-01-03,405.6
2013-01-04,406.15
2013-01-07,403.85
2013-01-08,402.9
2013-01-09,398.0
2013-01-10,397.9
2013-01-11,396.8
2013-01-14,393.75
2013-01-15,392.25
2013-01-16,382.95
2013-01-17,383.75
2013-01-18,382.5
2013-01-21,382.85
2013-01-22,377.9
2013-01-23,377.85
2013-01-24,377.85
2013-01-25,377.25
2013-01-28,367.05
2013-01-29,356.5
2013-01-30,358.75
2013-01-31,360.55
2013-02-01,363.9
2013-02-04,366.1
2013-02-05,364.35
2013-02-06,361.55
2013-02-07,359.7
2013-02-08,356.55
2013-02-11,350.35
2013-02-12,344.9
2013-02-13,347.7
2013-02-14,336.75
2013-02-15,335.75
2013-02-18,340.0
2013-02-19,337.3
2013-02-20,342.1
2013-02-21,337.5
2013-02-22,331.7
2013-02-25,329.15
2013-02-26,320.45
2013-02-27,320.65
2013-02-28,310.9
2013-03-01,305.15
2013-03-04,296.9
2013-03-05,306.25
2013-03-06,333.15
2013-03-07,343.35
2013-03-08,342.55
2013-03-11,342.05
2013-03-12,334.7
2013-03-13,325.65
2013-03-14,324.4
2013-03-15,312.3
2013-03-18,316.75
2013-03-19,319.05
2013-03-20,322.25
2013-03-21,327.35
2013-03-22,327.45
2013-03-25,316.75
2013-03-26,314.55
2013-03-28,319.55
2013-04-01,331.15
2013-04-02,331.95
2013-04-03,329.2
2013-04-04,323.65
2013-04-05,320.7
2013-04-08,319.7
2013-04-09,312.65
2013-04-10,312.55
2013-04-11,308.6
2013-04-12,312.95
2013-04-15,313.05
2013-04-16,315.7
2013-04-17,314.1
2013-04-18,315.05
2013-04-22,316.9
2013-04-23,321.2
2013-04-25,323.75
2013-04-26,319.35
2013-04-29,315.25
2013-04-30,317.4
2013-05-02,325.0
2013-05-03,342.65
2013-05-06,353.8
2013-05-07,358.8
2013-05-08,353.0
2013-05-09,348.1
2013-05-10,345.2
2013-05-11,343.9
2013-05-13,339.65
2013-05-14,339.5
2013-05-15,341.45
2013-05-16,347.55
2013-05-17,395.95
2013-05-20,384.8
2013-05-21,390.95
2013-05-22,380.65
2013-05-23,361.15
2013-05-24,369.7
2013-05-27,368.0
2013-05-28,373.45
2013-05-29,365.9
2013-05-30,360.55
2013-05-31,352.3
2013-06-03,346.95
2013-06-04,349.4
2013-06-05,346.05
2013-06-06,344.95
2013-06-07,354.0
2013-06-10,349.75
2013-06-11,340.2
2013-06-12,343.0
2013-06-13,339.3
2013-06-14,347.4
2013-06-17,342.75
2013-06-18,341.55
2013-06-19,339.55
2013-06-20,330.8
2013-06-21,331.85
2013-06-24,329.7
2013-06-25,327.95
2013-06-26,327.95
2013-06-27,330.15
2013-06-28,338.9
2013-07-01,340.75
2013-07-02,340.8
2013-07-03,337.2
2013-07-04,340.85
2013-07-05,340.0
2013-07-08,337.65
2013-07-09,344.8
2013-07-10,347.65
2013-07-11,348.55
2013-07-12,362.15
2013-07-15,361.7
2013-07-16,359.9
2013-07-17,363.25
2013-07-18,363.75
2013-07-19,354.25
2013-07-22,343.7
2013-07-23,348.75
2013-07-24,341.95
2013-07-25,336.2
2013-07-26,328.85
2013-07-29,325.05
2013-07-30,324.5
2013-07-31,329.9
2013-08-01,324.4
2013-08-02,317.75
2013-08-05,311.6
2013-08-06,293.1
2013-08-07,298.05
2013-08-08,308.95
2013-08-12,307.7
2013-08-13,306.6
2013-08-14,309.3
2013-08-16,311.15
2013-08-19,304.9
2013-08-20,305.95
2013-08-21,303.0
2013-08-22,300.25
2013-08-23,306.25
2013-08-26,308.75
2013-08-27,304.5
2013-08-28,303.85
2013-08-29,307.4
2013-08-30,306.3
2013-09-02,306.05
2013-09-03,299.8
2013-09-04,302.5
2013-09-05,312.25
2013-09-06,311.15
2013-09-10,327.6
2013-09-11,336.0
2013-09-12,325.9
2013-09-13,328.2
2013-09-16,322.65
2013-09-17,323.05
2013-09-18,325.55
2013-09-19,326.55
2013-09-20,319.0
2013-09-23,319.75
2013-09-24,327.0
2013-09-25,331.7
2013-09-26,337.3
2013-09-27,345.1
2013-09-30,339.75
2013-10-01,333.15
2013-10-03,338.55
2013-10-04,350.35
2013-10-07,350.1
2013-10-08,350.05
2013-10-09,350.25
2013-10-10,353.6
2013-10-11,350.55
2013-10-14,350.8
2013-10-15,350.0
2013-10-17,348.65
2013-10-18,350.15
2013-10-21,349.85
2013-10-22,355.0
2013-10-23,347.25
2013-10-24,362.1
2013-10-25,354.1
2013-10-28,347.2
2013-10-29,357.9
2013-10-30,352.25
2013-10-31,350.05
2013-11-01,355.95
2013-11-03,356.75
2013-11-05,352.2
2013-11-06,355.55
2013-11-07,354.45
2013-11-08,350.45
2013-11-11,346.05
2013-11-12,344.9
2013-11-13,346.2
2013-11-14,349.85
2013-11-18,345.45
2013-11-19,347.3
2013-11-20,360.25
2013-11-21,357.9
2013-11-22,359.6
2013-11-25,360.0
2013-11-26,358.7
2013-11-27,355.9
2013-11-28,366.8
2013-11-29,370.6
2013-12-02,370.15
2013-12-03,380.25
2013-12-04,376.9
2013-12-05,373.7
2013-12-06,380.75
2013-12-09,381.35
2013-12-10,372.9
2013-12-11,368.4
2013-12-12,370.85
2013-12-13,360.8
2013-12-16,363.55
2013-12-17,358.8
2013-12-18,364.1
2013-12-19,371.6
2013-12-20,372.45
2013-12-23,375.4
2013-12-24,375.05
2013-12-26,381.95
2013-12-27,381.15
2013-12-30,376.6
2013-12-31,375.0
