Date,GREAVESCOT
2013-01-01,80.65
2013-01-02,80.9
2013-01-03,81.85
2013-01-04,80.35
2013-01-07,81.95
2013-01-08,81.85
2013-01-09,82.5
2013-01-10,84.65
2013-01-11,84.7
2013-01-14,84.3
2013-01-15,84.55
2013-01-16,84.1
2013-01-17,82.85
2013-01-18,82.35
2013-01-21,82.2
2013-01-22,80.5
2013-01-23,79.4
2013-01-24,77.15
2013-01-25,77.8
2013-01-28,78.0
2013-01-29,77.0
2013-01-30,78.6
2013-01-31,82.3
2013-02-01,86.15
2013-02-04,83.9
2013-02-05,81.55
2013-02-06,79.1
2013-02-07,78.95
2013-02-08,78.6
2013-02-11,76.45
2013-02-12,78.4
2013-02-13,77.25
2013-02-14,78.05
2013-02-15,78.5
2013-02-18,76.7
2013-02-19,75.55
2013-02-20,76.3
2013-02-21,76.4
2013-02-22,76.4
2013-02-25,76.45
2013-02-26,74.75
2013-02-27,74.85
2013-02-28,74.05
2013-03-01,73.2
2013-03-04,72.05
2013-03-05,71.25
2013-03-06,71.15
2013-03-07,70.8
2013-03-08,70.0
2013-03-11,70.45
2013-03-12,69.5
2013-03-13,68.4
2013-03-14,67.0
2013-03-15,66.75
2013-03-18,65.6
2013-03-19,65.8
2013-03-20,64.25
2013-03-21,64.05
2013-03-22,63.95
2013-03-25,64.6
2013-03-26,63.15
2013-03-28,63.95
2013-04-01,64.8
2013-04-02,67.85
2013-04-03,69.25
2013-04-04,67.0
2013-04-05,68.5
2013-04-08,69.25
2013-04-09,69.0
2013-04-10,68.0
2013-04-11,68.65
2013-04-12,67.95
2013-04-15,69.25
2013-04-16,73.0
2013-04-17,75.8
2013-04-18,76.0
2013-04-22,75.55
2013-04-23,75.6
2013-04-25,74.2
2013-04-26,72.85
2013-04-29,71.75
2013-04-30,71.5
2013-05-02,71.85
2013-05-03,70.55
2013-05-06,73.65
2013-05-07,74.0
2013-05-08,73.3
2013-05-09,71.2
2013-05-10,70.85
2013-05-11,70.7
2013-05-13,70.0
2013-05-14,71.4
2013-05-15,71.05
2013-05-16,72.7
2013-05-17,70.9
2013-05-20,69.95
2013-05-21,68.55
2013-05-22,69.5
2013-05-23,69.3
2013-05-24,69.45
2013-05-27,69.6
2013-05-28,70.8
2013-05-29,71.65
2013-05-30,71.55
2013-05-31,69.25
2013-06-03,67.75
2013-06-04,67.0
2013-06-05,67.85
2013-06-06,67.3
2013-06-07,67.25
2013-06-10,68.6
2013-06-11,66.85
2013-06-12,67.95
2013-06-13,67.5
2013-06-14,67.25
2013-06-17,67.0
2013-06-18,66.3
2013-06-19,66.4
2013-06-20,66.05
2013-06-21,64.7
2013-06-24,62.85
2013-06-25,62.7
2013-06-26,61.75
2013-06-27,61.95
2013-06-28,62.3
2013-07-01,61.35
2013-07-02,59.6
2013-07-03,59.95
2013-07-04,60.05
2013-07-05,60.0
2013-07-08,61.0
2013-07-09,61.9
2013-07-10,61.55
2013-07-11,60.95
2013-07-12,62.0
2013-07-15,61.95
2013-07-16,62.3
2013-07-17,62.2
2013-07-18,62.45
2013-07-19,62.95
2013-07-22,62.9
2013-07-23,61.55
2013-07-24,60.95
2013-07-25,60.25
2013-07-26,60.4
2013-07-29,59.95
2013-07-30,60.05
2013-07-31,58.95
2013-08-01,59.45
2013-08-02,60.2
2013-08-05,59.85
2013-08-06,57.15
2013-08-07,54.8
2013-08-08,55.85
2013-08-12,58.5
2013-08-13,58.95
2013-08-14,60.55
2013-08-16,59.55
2013-08-19,59.35
2013-08-20,59.95
2013-08-21,58.3
2013-08-22,57.7
2013-08-23,59.95
2013-08-26,59.65
2013-08-27,57.95
2013-08-28,57.55
2013-08-29,58.95
2013-08-30,58.7
2013-09-02,58.35
2013-09-03,59.1
2013-09-04,57.4
2013-09-05,57.1
2013-09-06,57.2
2013-09-10,57.55
2013-09-11,56.95
2013-09-12,56.9
2013-09-13,57.0
2013-09-16,56.55
2013-09-17,55.4
2013-09-18,54.95
2013-09-19,57.4
2013-09-20,56.6
2013-09-23,57.55
2013-09-24,56.3
2013-09-25,55.9
2013-09-26,55.45
2013-09-27,55.6
2013-09-30,55.2
2013-10-01,55.35
2013-10-03,56.25
2013-10-04,57.15
2013-10-07,58.3
2013-10-08,58.7
2013-10-09,60.6
2013-10-10,59.85
2013-10-11,58.4
2013-10-14,58.55
2013-10-15,58.45
2013-10-17,57.0
2013-10-18,57.7
2013-10-21,59.8
2013-10-22,59.95
2013-10-23,60.0
2013-10-24,59.9
2013-10-25,59.1
2013-10-28,58.3
2013-10-29,57.95
2013-10-30,58.5
2013-10-31,59.85
2013-11-01,61.05
2013-11-03,59.25
2013-11-05,63.55
2013-11-06,64.7
2013-11-07,64.35
2013-11-08,61.95
2013-11-11,60.65
2013-11-12,61.0
2013-11-13,61.0
2013-11-14,60.95
2013-11-18,60.8
2013-11-19,59.95
2013-11-20,60.05
2013-11-21,58.55
2013-11-22,59.7
2013-11-25,59.6
2013-11-26,60.4
2013-11-27,60.1
2013-11-28,61.8
2013-11-29,63.7
2013-12-02,65.25
2013-12-03,64.9
2013-12-04,65.05
2013-12-05,65.5
2013-12-06,67.05
2013-12-09,66.55
2013-12-10,66.3
2013-12-11,66.05
2013-12-12,66.0
2013-12-13,64.8
2013-12-16,63.55
2013-12-17,63.65
2013-12-18,65.75
2013-12-19,65.6
2013-12-20,65.95
2013-12-23,65.95
2013-12-24,66.6
2013-12-26,67.0
2013-12-27,68.6
2013-12-30,67.35
2013-12-31,67.3
