Date,MANDHANA
2013-01-01,273.65
2013-01-02,273.65
2013-01-03,281.8
2013-01-04,274.7
2013-01-07,272.45
2013-01-08,267.2
2013-01-09,270.2
2013-01-10,273.7
2013-01-11,271.65
2013-01-14,276.6
2013-01-15,278.15
2013-01-16,275.65
2013-01-17,280.15
2013-01-18,275.85
2013-01-21,276.65
2013-01-22,267.55
2013-01-23,264.75
2013-01-24,262.9
2013-01-25,261.7
2013-01-28,263.5
2013-01-29,263.35
2013-01-30,264.35
2013-01-31,261.4
2013-02-01,261.85
2013-02-04,261.35
2013-02-05,259.7
2013-02-06,259.2
2013-02-07,258.1
2013-02-08,258.85
2013-02-11,260.1
2013-02-12,258.55
2013-02-13,258.15
2013-02-14,258.45
2013-02-15,263.25
2013-02-18,259.35
2013-02-19,260.5
2013-02-20,259.4
2013-02-21,258.2
2013-02-22,259.2
2013-02-25,259.0
2013-02-26,251.45
2013-02-27,248.5
2013-02-28,248.8
2013-03-01,250.9
2013-03-04,246.7
2013-03-05,246.4
2013-03-06,249.6
2013-03-07,248.95
2013-03-08,248.95
2013-03-11,247.75
2013-03-12,248.1
2013-03-13,247.7
2013-03-14,247.6
2013-03-15,247.55
2013-03-18,247.0
2013-03-19,245.05
2013-03-20,243.05
2013-03-21,244.35
2013-03-22,243.85
2013-03-25,243.55
2013-03-26,242.1
2013-03-28,244.0
2013-04-01,243.7
2013-04-02,243.0
2013-04-03,242.5
2013-04-04,242.0
2013-04-05,242.2
2013-04-08,242.8
2013-04-09,242.0
2013-04-10,243.3
2013-04-11,242.65
2013-04-12,242.1
2013-04-15,242.25
2013-04-16,242.0
2013-04-17,242.65
2013-04-18,242.85
2013-04-22,262.8
2013-04-23,251.85
2013-04-25,249.35
2013-04-26,251.25
2013-04-29,248.2
2013-04-30,248.8
2013-05-02,247.45
2013-05-03,247.8
2013-05-06,245.05
2013-05-07,245.5
2013-05-08,246.25
2013-05-09,244.8
2013-05-10,245.05
2013-05-11,247.1
2013-05-13,246.15
2013-05-14,246.15
2013-05-15,245.15
2013-05-16,245.0
2013-05-17,244.8
2013-05-20,245.65
2013-05-21,245.0
2013-05-22,246.55
2013-05-23,245.1
2013-05-24,244.0
2013-05-27,244.95
2013-05-28,244.05
2013-05-29,244.25
2013-05-30,244.0
2013-05-31,245.25
2013-06-03,245.0
2013-06-04,244.8
2013-06-05,243.55
2013-06-06,244.0
2013-06-07,242.05
2013-06-10,242.05
2013-06-11,242.4
2013-06-12,242.85
2013-06-13,243.35
2013-06-14,244.0
2013-06-17,242.0
2013-06-18,242.4
2013-06-19,241.0
2013-06-20,241.9
2013-06-21,241.8
2013-06-24,240.9
2013-06-25,235.05
2013-06-26,237.7
2013-06-27,235.15
2013-06-28,235.05
2013-07-01,235.0
2013-07-02,236.0
2013-07-03,235.8
2013-07-04,235.3
2013-07-05,235.5
2013-07-08,235.5
2013-07-09,236.5
2013-07-10,236.15
2013-07-11,236.0
2013-07-12,236.55
2013-07-15,238.0
2013-07-16,235.95
2013-07-17,235.15
2013-07-18,235.1
2013-07-19,235.15
2013-07-22,235.05
2013-07-23,235.55
2013-07-24,235.35
2013-07-25,234.0
2013-07-26,234.05
2013-07-29,234.1
2013-07-30,234.05
2013-07-31,231.05
2013-08-01,232.3
2013-08-02,234.9
2013-08-05,235.85
2013-08-06,233.65
2013-08-07,234.45
2013-08-08,232.5
2013-08-12,232.1
2013-08-13,233.7
2013-08-14,233.05
2013-08-16,232.75
2013-08-19,232.25
2013-08-20,231.6
2013-08-21,231.95
2013-08-22,232.4
2013-08-23,230.95
2013-08-26,231.9
2013-08-27,231.25
2013-08-28,231.25
2013-08-29,231.25
2013-08-30,231.5
2013-09-02,231.1
2013-09-03,230.05
2013-09-04,230.9
2013-09-05,231.25
2013-09-06,231.6
2013-09-10,231.85
2013-09-11,230.5
2013-09-12,230.8
2013-09-13,230.9
2013-09-16,230.9
2013-09-17,231.95
2013-09-18,230.9
2013-09-19,233.0
2013-09-20,233.25
2013-09-23,233.05
2013-09-24,233.1
2013-09-25,233.2
2013-09-26,233.5
2013-09-27,233.6
2013-09-30,233.9
2013-10-01,234.45
2013-10-03,233.25
2013-10-04,233.1
2013-10-07,233.05
2013-10-08,233.35
2013-10-09,233.95
2013-10-10,233.1
2013-10-11,233.0
2013-10-14,233.3
2013-10-15,233.5
2013-10-17,233.05
2013-10-18,233.0
2013-10-21,233.05
2013-10-22,233.2
2013-10-23,233.1
2013-10-24,233.05
2013-10-25,233.05
2013-10-28,233.2
2013-10-29,233.0
2013-10-30,232.65
2013-10-31,234.75
2013-11-01,233.25
2013-11-03,236.75
2013-11-05,234.8
2013-11-06,232.85
2013-11-07,234.0
2013-11-08,234.7
2013-11-11,233.4
2013-11-12,234.4
2013-11-13,232.3
2013-11-14,232.6
2013-11-18,232.0
2013-11-19,233.9
2013-11-20,232.1
2013-11-21,232.05
2013-11-22,232.0
2013-11-25,232.15
2013-11-26,232.0
2013-11-27,233.0
2013-11-28,232.0
2013-11-29,232.0
2013-12-02,232.0
2013-12-03,232.0
2013-12-04,232.0
2013-12-05,232.55
2013-12-06,232.6
2013-12-09,232.3
2013-12-10,232.0
2013-12-11,231.85
2013-12-12,232.6
2013-12-13,232.0
2013-12-16,231.95
2013-12-17,232.3
2013-12-18,232.9
2013-12-19,232.0
2013-12-20,232.1
2013-12-23,232.6
2013-12-24,232.5
2013-12-26,233.45
2013-12-27,232.15
2013-12-30,233.0
2013-12-31,231.95
