Date,GLAXO
2013-01-01,2145.7
2013-01-02,2140.15
2013-01-03,2144.05
2013-01-04,2160.05
2013-01-07,2181.6
2013-01-08,2186.6
2013-01-09,2190.05
2013-01-10,2190.25
2013-01-11,2190.45
2013-01-14,2188.95
2013-01-15,2200.9
2013-01-16,2198.5
2013-01-17,2203.05
2013-01-18,2187.7
2013-01-21,2173.95
2013-01-22,2148.8
2013-01-23,2102.25
2013-01-24,2055.8
2013-01-25,2054.1
2013-01-28,2043.1
2013-01-29,2051.65
2013-01-30,2052.9
2013-01-31,2048.8
2013-02-01,2043.5
2013-02-04,2037.0
2013-02-05,2079.2
2013-02-06,2070.2
2013-02-07,2079.1
2013-02-08,2098.9
2013-02-11,2077.35
2013-02-12,2094.2
2013-02-13,2098.3
2013-02-14,2096.7
2013-02-15,2096.95
2013-02-18,2097.1
2013-02-19,2106.6
2013-02-20,2119.05
2013-02-21,2099.6
2013-02-22,2099.65
2013-02-25,2101.75
2013-02-26,2097.95
2013-02-27,2097.85
2013-02-28,2110.95
2013-03-01,2098.9
2013-03-04,2099.6
2013-03-05,2111.2
2013-03-06,2111.0
2013-03-07,2110.05
2013-03-08,2116.0
2013-03-11,2126.45
2013-03-12,2134.4
2013-03-13,2133.25
2013-03-14,2117.55
2013-03-15,2119.75
2013-03-18,2160.4
2013-03-19,2150.8
2013-03-20,2151.35
2013-03-21,2160.6
2013-03-22,2169.15
2013-03-25,2168.6
2013-03-26,2189.85
2013-03-28,2205.25
2013-04-01,2222.0
2013-04-02,2229.9
2013-04-03,2268.55
2013-04-04,2200.95
2013-04-05,2201.65
2013-04-08,2200.1
2013-04-09,2200.5
2013-04-10,2217.55
2013-04-11,2204.4
2013-04-12,2201.6
2013-04-15,2204.8
2013-04-16,2200.1
2013-04-17,2225.15
2013-04-18,2204.9
2013-04-22,2207.05
2013-04-23,2204.15
2013-04-25,2203.35
2013-04-26,2204.05
2013-04-29,2216.65
2013-04-30,2262.3
2013-05-02,2269.75
2013-05-03,2278.9
2013-05-06,2309.65
2013-05-07,2398.05
2013-05-08,2344.7
2013-05-09,2310.15
2013-05-10,2323.35
2013-05-11,2303.3
2013-05-13,2322.4
2013-05-14,2328.7
2013-05-15,2303.95
2013-05-16,2271.1
2013-05-17,2317.45
2013-05-20,2282.55
2013-05-21,2278.7
2013-05-22,2287.85
2013-05-23,2282.35
2013-05-24,2273.5
2013-05-27,2272.1
2013-05-28,2266.05
2013-05-29,2272.75
2013-05-30,2293.0
2013-05-31,2498.05
2013-06-03,2666.15
2013-06-04,2757.9
2013-06-05,2683.45
2013-06-06,2706.15
2013-06-07,2637.75
2013-06-10,2514.45
2013-06-11,2424.65
2013-06-12,2506.4
2013-06-13,2470.5
2013-06-14,2434.25
2013-06-17,2449.65
2013-06-18,2439.85
2013-06-19,2467.9
2013-06-20,2505.75
2013-06-21,2484.75
2013-06-24,2424.9
2013-06-25,2396.4
2013-06-26,2330.8
2013-06-27,2329.7
2013-06-28,2334.4
2013-07-01,2476.9
2013-07-02,2479.2
2013-07-03,2618.8
2013-07-04,2619.95
2013-07-05,2551.7
2013-07-08,2530.1
2013-07-09,2513.75
2013-07-10,2494.8
2013-07-11,2480.2
2013-07-12,2553.55
2013-07-15,2579.8
2013-07-16,2601.0
2013-07-17,2575.65
2013-07-18,2544.75
2013-07-19,2527.1
2013-07-22,2494.5
2013-07-23,2482.3
2013-07-24,2449.95
2013-07-25,2436.25
2013-07-26,2453.85
2013-07-29,2449.65
2013-07-30,2374.8
2013-07-31,2368.15
2013-08-01,2348.55
2013-08-02,2282.85
2013-08-05,2261.5
2013-08-06,2320.45
2013-08-07,2402.25
2013-08-08,2331.85
2013-08-12,2285.15
2013-08-13,2277.8
2013-08-14,2291.75
2013-08-16,2265.0
2013-08-19,2249.05
2013-08-20,2237.65
2013-08-21,2246.65
2013-08-22,2274.8
2013-08-23,2289.2
2013-08-26,2311.5
2013-08-27,2256.65
2013-08-28,2263.25
2013-08-29,2293.45
2013-08-30,2350.9
2013-09-02,2349.85
2013-09-03,2290.4
2013-09-04,2268.8
2013-09-05,2253.85
2013-09-06,2258.8
2013-09-10,2322.5
2013-09-11,2415.1
2013-09-12,2402.4
2013-09-13,2358.8
2013-09-16,2352.9
2013-09-17,2350.15
2013-09-18,2349.45
2013-09-19,2350.15
2013-09-20,2465.6
2013-09-23,2393.35
2013-09-24,2402.3
2013-09-25,2430.05
2013-09-26,2432.2
2013-09-27,2438.0
2013-09-30,2468.05
2013-10-01,2475.1
2013-10-03,2473.3
2013-10-04,2475.0
2013-10-07,2493.95
2013-10-08,2480.75
2013-10-09,2486.25
2013-10-10,2489.85
2013-10-11,2480.2
2013-10-14,2479.45
2013-10-15,2478.95
2013-10-17,2481.0
2013-10-18,2479.4
