Date,SHOPERSTOP
2013-01-01,465.4
2013-01-02,462.9
2013-01-03,455.95
2013-01-04,457.15
2013-01-07,452.75
2013-01-08,454.25
2013-01-09,446.1
2013-01-10,443.4
2013-01-11,433.25
2013-01-14,439.45
2013-01-15,433.65
2013-01-16,423.7
2013-01-17,426.2
2013-01-18,419.15
2013-01-21,426.05
2013-01-22,445.55
2013-01-23,435.35
2013-01-24,424.65
2013-01-25,428.15
2013-01-28,431.4
2013-01-29,424.25
2013-01-30,434.85
2013-01-31,441.4
2013-02-01,437.95
2013-02-04,433.45
2013-02-05,427.55
2013-02-06,423.4
2013-02-07,422.75
2013-02-08,420.35
2013-02-11,416.4
2013-02-12,415.1
2013-02-13,409.65
2013-02-14,402.05
2013-02-15,406.5
2013-02-18,421.8
2013-02-19,427.55
2013-02-20,427.8
2013-02-21,420.15
2013-02-22,423.95
2013-02-25,417.7
2013-02-26,418.85
2013-02-27,417.95
2013-02-28,416.65
2013-03-01,401.6
2013-03-04,396.1
2013-03-05,402.35
2013-03-06,408.4
2013-03-07,405.2
2013-03-08,404.9
2013-03-11,401.8
2013-03-12,399.05
2013-03-13,395.25
2013-03-14,394.25
2013-03-15,386.9
2013-03-18,379.75
2013-03-19,375.35
2013-03-20,375.05
2013-03-21,376.1
2013-03-22,381.8
2013-03-25,379.95
2013-03-26,400.6
2013-03-28,401.25
2013-04-01,393.8
2013-04-02,397.85
2013-04-03,397.95
2013-04-04,386.7
2013-04-05,395.45
2013-04-08,390.6
2013-04-09,386.7
2013-04-10,383.75
2013-04-11,386.95
2013-04-12,381.55
2013-04-15,378.0
2013-04-16,383.9
2013-04-17,376.0
2013-04-18,378.25
2013-04-22,390.2
2013-04-23,377.35
2013-04-25,374.55
2013-04-26,370.95
2013-04-29,368.55
2013-04-30,372.9
2013-05-02,377.6
2013-05-03,376.4
2013-05-06,381.65
2013-05-07,385.0
2013-05-08,379.4
2013-05-09,367.25
2013-05-10,370.5
2013-05-11,370.0
2013-05-13,359.5
2013-05-14,356.0
2013-05-15,369.3
2013-05-16,372.65
2013-05-17,377.1
2013-05-20,378.25
2013-05-21,380.0
2013-05-22,379.6
2013-05-23,372.1
2013-05-24,369.85
2013-05-27,375.85
2013-05-28,375.35
2013-05-29,369.6
2013-05-30,371.85
2013-05-31,375.0
2013-06-03,373.35
2013-06-04,368.65
2013-06-05,369.55
2013-06-06,366.05
2013-06-07,363.6
2013-06-10,370.35
2013-06-11,370.4
2013-06-12,362.6
2013-06-13,369.6
2013-06-14,370.15
2013-06-17,368.6
2013-06-18,355.9
2013-06-19,351.4
2013-06-20,340.8
2013-06-21,351.95
2013-06-24,352.8
2013-06-25,356.65
2013-06-26,361.45
2013-06-27,386.3
2013-06-28,390.5
2013-07-01,380.2
2013-07-02,386.0
2013-07-03,377.8
2013-07-04,375.05
2013-07-05,382.55
2013-07-08,385.15
2013-07-09,379.55
2013-07-10,379.8
2013-07-11,377.4
2013-07-12,374.35
2013-07-15,377.8
2013-07-16,376.65
2013-07-17,371.7
2013-07-18,364.45
2013-07-19,371.35
2013-07-22,367.85
2013-07-23,372.75
2013-07-24,359.25
2013-07-25,360.15
2013-07-26,355.8
2013-07-29,365.05
2013-07-30,350.95
2013-07-31,350.95
2013-08-01,360.0
2013-08-02,354.8
2013-08-05,349.95
2013-08-06,341.75
2013-08-07,348.6
2013-08-08,358.35
2013-08-12,365.25
2013-08-13,359.95
2013-08-14,352.85
2013-08-16,352.95
2013-08-19,351.0
2013-08-20,355.65
2013-08-21,361.75
2013-08-22,356.6
2013-08-23,359.9
2013-08-26,354.45
2013-08-27,344.7
2013-08-28,344.9
2013-08-29,349.4
2013-08-30,345.25
2013-09-02,348.15
2013-09-03,349.7
2013-09-04,361.0
2013-09-05,355.3
2013-09-06,349.5
2013-09-10,355.15
2013-09-11,355.55
2013-09-12,360.45
2013-09-13,352.25
2013-09-16,352.55
2013-09-17,357.85
2013-09-18,349.25
2013-09-19,352.95
2013-09-20,345.9
2013-09-23,337.15
2013-09-24,340.65
2013-09-25,350.4
2013-09-26,359.85
2013-09-27,359.8
2013-09-30,360.15
2013-10-01,355.05
2013-10-03,354.2
2013-10-04,348.75
2013-10-07,346.1
2013-10-08,344.85
2013-10-09,340.75
2013-10-10,344.85
2013-10-11,347.15
2013-10-14,339.45
2013-10-15,337.65
2013-10-17,337.35
2013-10-18,339.75
2013-10-21,339.15
2013-10-22,337.1
2013-10-23,333.85
2013-10-24,338.4
2013-10-25,336.4
2013-10-28,327.9
2013-10-29,339.6
2013-10-30,336.75
2013-10-31,346.2
2013-11-01,337.4
2013-11-03,346.55
2013-11-05,349.95
2013-11-06,345.3
2013-11-07,336.05
2013-11-08,340.05
2013-11-11,335.8
2013-11-12,331.6
2013-11-13,326.75
2013-11-14,346.5
2013-11-18,343.8
2013-11-19,339.4
2013-11-20,337.8
2013-11-21,330.7
2013-11-22,334.05
2013-11-25,329.95
2013-11-26,325.55
2013-11-27,325.0
2013-11-28,321.25
2013-11-29,329.75
2013-12-02,341.0
2013-12-03,352.5
2013-12-04,342.65
2013-12-05,344.9
2013-12-06,349.2
2013-12-09,353.05
2013-12-10,354.15
2013-12-11,363.8
2013-12-12,367.0
2013-12-13,362.1
2013-12-16,368.5
2013-12-17,371.45
2013-12-18,386.1
2013-12-19,392.7
2013-12-20,411.2
2013-12-23,399.0
2013-12-24,411.9
2013-12-26,415.95
2013-12-27,417.0
2013-12-30,420.5
2013-12-31,429.95
