Date,PNB
2013-01-01,892.45
2013-01-02,905.5
2013-01-03,896.8
2013-01-04,908.1
2013-01-07,902.8
2013-01-08,896.1
2013-01-09,888.0
2013-01-10,888.2
2013-01-11,880.75
2013-01-14,905.45
2013-01-15,900.85
2013-01-16,882.95
2013-01-17,890.55
2013-01-18,894.3
2013-01-21,891.85
2013-01-22,882.0
2013-01-23,874.25
2013-01-24,852.15
2013-01-25,873.35
2013-01-28,872.55
2013-01-29,859.25
2013-01-30,833.65
2013-01-31,912.1
2013-02-01,899.85
2013-02-04,882.7
2013-02-05,880.1
2013-02-06,880.9
2013-02-07,877.3
2013-02-08,862.55
2013-02-11,858.95
2013-02-12,860.7
2013-02-13,850.45
2013-02-14,850.15
2013-02-15,845.85
2013-02-18,850.2
2013-02-19,861.2
2013-02-20,866.2
2013-02-21,842.0
2013-02-22,853.05
2013-02-25,844.75
2013-02-26,827.45
2013-02-27,836.75
2013-02-28,790.45
2013-03-01,788.65
2013-03-04,781.75
2013-03-05,789.6
2013-03-06,809.3
2013-03-07,810.6
2013-03-08,814.65
2013-03-11,814.0
2013-03-12,806.0
2013-03-13,789.3
2013-03-14,796.7
2013-03-15,797.0
2013-03-18,794.5
2013-03-19,769.95
2013-03-20,744.0
2013-03-21,718.1
2013-03-22,727.25
2013-03-25,724.1
2013-03-26,713.1
2013-03-28,717.9
2013-04-01,724.9
2013-04-02,743.25
2013-04-03,726.8
2013-04-04,716.85
2013-04-05,719.75
2013-04-08,705.65
2013-04-09,689.65
2013-04-10,707.6
2013-04-11,709.6
2013-04-12,713.1
2013-04-15,734.45
2013-04-16,740.45
2013-04-17,747.5
2013-04-18,766.5
2013-04-22,781.45
2013-04-23,779.1
2013-04-25,785.7
2013-04-26,772.25
2013-04-29,784.8
2013-04-30,767.9
2013-05-02,768.55
2013-05-03,743.9
2013-05-06,738.9
2013-05-07,747.95
2013-05-08,748.8
2013-05-09,783.3
2013-05-10,770.95
2013-05-11,772.75
2013-05-13,758.1
2013-05-14,765.8
2013-05-15,822.45
2013-05-16,816.95
2013-05-17,834.25
2013-05-20,835.5
2013-05-21,819.7
2013-05-22,806.6
2013-05-23,771.7
2013-05-24,787.55
2013-05-27,804.3
2013-05-28,810.5
2013-05-29,802.1
2013-05-30,798.0
2013-05-31,760.05
2013-06-03,759.35
2013-06-04,760.05
2013-06-05,764.8
2013-06-06,774.95
2013-06-07,762.95
2013-06-10,757.95
2013-06-11,746.9
2013-06-12,754.25
2013-06-13,721.8
2013-06-14,741.25
2013-06-17,742.05
2013-06-18,725.15
2013-06-19,725.55
2013-06-20,688.05
2013-06-21,667.0
2013-06-24,648.65
2013-06-25,646.75
2013-06-26,642.15
2013-06-27,635.75
2013-06-28,650.85
2013-07-01,668.75
2013-07-02,655.25
2013-07-03,621.85
2013-07-04,620.05
2013-07-05,625.2
2013-07-08,620.25
2013-07-09,632.15
2013-07-10,622.05
2013-07-11,630.15
2013-07-12,633.5
2013-07-15,662.2
2013-07-16,625.8
2013-07-17,621.5
2013-07-18,636.9
2013-07-19,631.0
2013-07-22,645.35
2013-07-23,661.25
2013-07-24,631.25
2013-07-25,625.65
2013-07-26,593.9
2013-07-29,584.05
2013-07-30,565.9
2013-07-31,570.1
2013-08-01,544.1
2013-08-02,523.75
2013-08-05,537.15
2013-08-06,520.5
2013-08-07,532.7
2013-08-08,540.55
2013-08-12,535.05
2013-08-13,539.15
2013-08-14,537.75
2013-08-16,500.25
2013-08-19,479.6
2013-08-20,478.25
2013-08-21,479.3
2013-08-22,487.2
2013-08-23,482.3
2013-08-26,479.25
2013-08-27,459.0
2013-08-28,434.5
2013-08-29,425.65
2013-08-30,429.85
2013-09-02,438.75
2013-09-03,409.45
2013-09-04,412.6
2013-09-05,442.6
2013-09-06,447.45
2013-09-10,463.75
2013-09-11,497.05
2013-09-12,494.2
2013-09-13,514.0
2013-09-16,508.1
2013-09-17,499.95
2013-09-18,509.15
2013-09-19,556.8
2013-09-20,515.55
2013-09-23,483.85
2013-09-24,483.5
2013-09-25,484.85
2013-09-26,476.05
2013-09-27,477.65
2013-09-30,461.45
2013-10-01,461.9
2013-10-03,471.05
2013-10-04,470.3
2013-10-07,467.4
2013-10-08,467.65
2013-10-09,476.4
2013-10-10,474.05
2013-10-11,486.4
2013-10-14,487.2
2013-10-15,469.85
2013-10-17,463.65
2013-10-18,475.5
2013-10-21,484.15
2013-10-22,486.95
2013-10-23,495.75
2013-10-24,494.65
2013-10-25,496.65
2013-10-28,479.9
2013-10-29,503.0
2013-10-30,499.8
2013-10-31,544.4
2013-11-01,570.85
2013-11-03,575.85
2013-11-05,583.1
2013-11-06,560.25
2013-11-07,545.55
2013-11-08,522.25
2013-11-11,518.1
2013-11-12,505.1
2013-11-13,505.05
2013-11-14,520.85
2013-11-18,529.9
2013-11-19,548.95
2013-11-20,537.9
2013-11-21,517.5
2013-11-22,516.7
2013-11-25,533.75
2013-11-26,526.15
2013-11-27,527.5
2013-11-28,532.25
2013-11-29,549.9
2013-12-02,555.9
2013-12-03,556.55
2013-12-04,568.8
2013-12-05,582.15
2013-12-06,596.9
2013-12-09,611.2
2013-12-10,606.05
2013-12-11,596.15
2013-12-12,586.2
2013-12-13,565.1
2013-12-16,565.25
2013-12-17,565.8
2013-12-18,589.7
2013-12-19,579.9
2013-12-20,594.5
2013-12-23,624.35
2013-12-24,634.9
2013-12-26,627.4
2013-12-27,635.1
2013-12-30,625.25
2013-12-31,626.45
