Date,CEATLTD
2013-01-01,107.05
2013-01-02,109.55
2013-01-03,111.05
2013-01-04,111.15
2013-01-07,111.6
2013-01-08,110.9
2013-01-09,110.15
2013-01-10,110.6
2013-01-11,110.2
2013-01-14,111.4
2013-01-15,112.0
2013-01-16,110.8
2013-01-17,113.55
2013-01-18,113.15
2013-01-21,111.25
2013-01-22,108.8
2013-01-23,106.1
2013-01-24,102.9
2013-01-25,105.55
2013-01-28,107.0
2013-01-29,104.5
2013-01-30,104.8
2013-01-31,105.3
2013-02-01,104.65
2013-02-04,103.5
2013-02-05,100.95
2013-02-06,103.35
2013-02-07,108.95
2013-02-08,103.25
2013-02-11,102.0
2013-02-12,101.3
2013-02-13,100.2
2013-02-14,98.9
2013-02-15,98.4
2013-02-18,100.35
2013-02-19,101.75
2013-02-20,101.25
2013-02-21,97.7
2013-02-22,99.05
2013-02-25,97.6
2013-02-26,95.3
2013-02-27,94.35
2013-02-28,91.7
2013-03-01,93.25
2013-03-04,92.95
2013-03-05,93.05
2013-03-06,95.25
2013-03-07,95.7
2013-03-08,96.95
2013-03-11,97.25
2013-03-12,98.15
2013-03-13,98.85
2013-03-14,97.8
2013-03-15,97.75
2013-03-18,97.3
2013-03-19,93.9
2013-03-20,92.95
2013-03-21,91.6
2013-03-22,90.1
2013-03-25,90.0
2013-03-26,89.2
2013-03-28,93.6
2013-04-01,96.05
2013-04-02,95.6
2013-04-03,94.25
2013-04-04,91.65
2013-04-05,90.05
2013-04-08,89.95
2013-04-09,87.7
2013-04-10,89.9
2013-04-11,89.85
2013-04-12,89.95
2013-04-15,89.75
2013-04-16,89.9
2013-04-17,89.85
2013-04-18,92.9
2013-04-22,99.7
2013-04-23,103.15
2013-04-25,103.5
2013-04-26,106.75
2013-04-29,107.45
2013-04-30,105.3
2013-05-02,106.9
2013-05-03,109.9
2013-05-06,113.55
2013-05-07,118.6
2013-05-08,119.3
2013-05-09,116.8
2013-05-10,115.0
2013-05-11,113.45
2013-05-13,116.6
2013-05-14,117.45
2013-05-15,115.4
2013-05-16,113.8
2013-05-17,112.8
2013-05-20,112.2
2013-05-21,111.9
2013-05-22,110.5
2013-05-23,105.2
2013-05-24,106.85
2013-05-27,112.55
2013-05-28,112.4
2013-05-29,110.8
2013-05-30,109.8
2013-05-31,107.85
2013-06-03,109.9
2013-06-04,109.8
2013-06-05,109.7
2013-06-06,109.45
2013-06-07,109.75
2013-06-10,112.1
2013-06-11,108.85
2013-06-12,106.7
2013-06-13,104.95
2013-06-14,108.4
2013-06-17,109.65
2013-06-18,108.4
2013-06-19,109.3
2013-06-20,106.0
2013-06-21,110.05
2013-06-24,109.2
2013-06-25,108.35
2013-06-26,109.1
2013-06-27,107.35
2013-06-28,105.75
2013-07-01,106.0
2013-07-02,105.05
2013-07-03,103.8
2013-07-04,105.65
2013-07-05,106.7
2013-07-08,108.5
2013-07-09,107.5
2013-07-10,107.4
2013-07-11,109.45
2013-07-12,111.8
2013-07-15,112.8
2013-07-16,111.9
2013-07-17,110.1
2013-07-18,114.45
2013-07-19,117.1
2013-07-22,119.35
2013-07-23,119.1
2013-07-24,115.6
2013-07-25,116.9
2013-07-26,120.9
2013-07-29,123.45
2013-07-30,120.6
2013-07-31,127.45
2013-08-01,118.2
2013-08-02,110.65
2013-08-05,116.75
2013-08-06,120.1
2013-08-07,121.35
2013-08-08,122.2
2013-08-12,116.85
2013-08-13,119.1
2013-08-14,120.8
2013-08-16,117.85
2013-08-19,114.85
2013-08-20,116.65
2013-08-21,116.8
2013-08-22,114.8
2013-08-23,114.3
2013-08-26,114.55
2013-08-27,105.9
2013-08-28,102.6
2013-08-29,102.4
2013-08-30,104.45
2013-09-02,105.55
2013-09-03,100.9
2013-09-04,101.75
2013-09-05,103.75
2013-09-06,105.15
2013-09-10,109.05
2013-09-11,112.55
2013-09-12,111.6
2013-09-13,112.95
2013-09-16,112.75
2013-09-17,110.95
2013-09-18,110.05
2013-09-19,114.1
2013-09-20,113.55
2013-09-23,115.05
2013-09-24,112.7
2013-09-25,114.95
2013-09-26,115.9
2013-09-27,121.5
2013-09-30,122.2
2013-10-01,128.65
2013-10-03,139.0
2013-10-04,136.1
2013-10-07,142.6
2013-10-08,146.35
2013-10-09,146.15
2013-10-10,148.1
2013-10-11,147.7
2013-10-14,149.8
2013-10-15,144.05
2013-10-17,140.9
2013-10-18,142.4
2013-10-21,145.5
2013-10-22,155.45
2013-10-23,161.35
2013-10-24,159.25
2013-10-25,161.85
2013-10-28,170.95
2013-10-29,181.5
2013-10-30,188.75
2013-10-31,184.55
2013-11-01,184.35
2013-11-03,186.5
2013-11-05,207.35
2013-11-06,217.85
2013-11-07,210.75
2013-11-08,237.85
2013-11-11,244.65
2013-11-12,220.2
2013-11-13,212.6
2013-11-14,205.15
2013-11-18,222.1
2013-11-19,236.7
2013-11-20,258.2
2013-11-21,260.7
2013-11-22,255.45
2013-11-25,262.4
2013-11-26,255.15
2013-11-27,278.0
2013-11-28,289.9
2013-11-29,286.6
2013-12-02,293.3
2013-12-03,300.8
2013-12-04,330.85
2013-12-05,314.35
2013-12-06,308.5
2013-12-09,310.65
2013-12-10,311.7
2013-12-11,317.9
2013-12-12,324.75
2013-12-13,323.85
2013-12-16,312.95
2013-12-17,305.85
2013-12-18,309.65
2013-12-19,308.55
2013-12-20,302.6
2013-12-23,307.55
2013-12-24,312.5
2013-12-26,305.5
2013-12-27,306.7
2013-12-30,307.3
2013-12-31,321.2
