Date,APOLLOTYRE
2013-01-01,89.4
2013-01-02,90.3
2013-01-03,90.05
2013-01-04,89.55
2013-01-07,88.15
2013-01-08,89.25
2013-01-09,89.05
2013-01-10,88.55
2013-01-11,87.4
2013-01-14,89.3
2013-01-15,90.1
2013-01-16,88.4
2013-01-17,88.4
2013-01-18,87.7
2013-01-21,86.9
2013-01-22,85.9
2013-01-23,85.6
2013-01-24,82.4
2013-01-25,84.4
2013-01-28,84.15
2013-01-29,85.05
2013-01-30,85.95
2013-01-31,86.0
2013-02-01,86.95
2013-02-04,86.6
2013-02-05,85.05
2013-02-06,84.85
2013-02-07,85.55
2013-02-08,86.4
2013-02-11,85.4
2013-02-12,85.1
2013-02-13,84.1
2013-02-14,84.9
2013-02-15,85.95
2013-02-18,86.9
2013-02-19,88.2
2013-02-20,89.1
2013-02-21,86.7
2013-02-22,89.0
2013-02-25,88.7
2013-02-26,84.9
2013-02-27,86.15
2013-02-28,82.7
2013-03-01,85.5
2013-03-04,85.0
2013-03-05,88.0
2013-03-06,88.95
2013-03-07,92.0
2013-03-08,91.15
2013-03-11,88.9
2013-03-12,86.7
2013-03-13,85.8
2013-03-14,87.8
2013-03-15,86.8
2013-03-18,84.45
2013-03-19,84.75
2013-03-20,83.5
2013-03-21,82.95
2013-03-22,82.05
2013-03-25,82.85
2013-03-26,80.7
2013-03-28,83.45
2013-04-01,86.1
2013-04-02,85.75
2013-04-03,83.85
2013-04-04,83.15
2013-04-05,83.75
2013-04-08,83.15
2013-04-09,83.0
2013-04-10,84.0
2013-04-11,83.6
2013-04-12,83.45
2013-04-15,83.8
2013-04-16,86.0
2013-04-17,86.2
2013-04-18,89.7
2013-04-22,93.7
2013-04-23,92.1
2013-04-25,92.15
2013-04-26,91.05
2013-04-29,95.15
2013-04-30,96.6
2013-05-02,96.0
2013-05-03,98.8
2013-05-06,99.7
2013-05-07,100.45
2013-05-08,98.05
2013-05-09,94.9
2013-05-10,94.45
2013-05-11,94.25
2013-05-13,90.05
2013-05-14,88.55
2013-05-15,90.75
2013-05-16,92.1
2013-05-17,91.7
2013-05-20,91.5
2013-05-21,91.2
2013-05-22,89.3
2013-05-23,86.65
2013-05-24,86.0
2013-05-27,90.55
2013-05-28,90.3
2013-05-29,90.45
2013-05-30,89.95
2013-05-31,89.35
2013-06-03,89.2
2013-06-04,89.9
2013-06-05,91.25
2013-06-06,93.15
2013-06-07,91.0
2013-06-10,90.0
2013-06-11,89.55
2013-06-12,91.95
2013-06-13,68.55
2013-06-14,64.75
2013-06-17,63.9
2013-06-18,62.6
2013-06-19,60.95
2013-06-20,61.5
2013-06-21,57.3
2013-06-24,58.4
2013-06-25,56.35
2013-06-26,56.45
2013-06-27,56.45
2013-06-28,56.5
2013-07-01,60.4
2013-07-02,59.9
2013-07-03,60.1
2013-07-04,60.9
2013-07-05,61.35
2013-07-08,60.3
2013-07-09,63.2
2013-07-10,63.25
2013-07-11,64.25
2013-07-12,65.75
2013-07-15,67.35
2013-07-16,68.2
2013-07-17,71.2
2013-07-18,71.2
2013-07-19,70.35
2013-07-22,69.8
2013-07-23,67.75
2013-07-24,66.0
2013-07-25,68.8
2013-07-26,68.25
2013-07-29,67.5
2013-07-30,68.05
2013-07-31,67.3
2013-08-01,64.9
2013-08-02,65.9
2013-08-05,64.15
2013-08-06,63.1
2013-08-07,60.3
2013-08-08,61.65
2013-08-12,62.95
2013-08-13,65.3
2013-08-14,65.4
2013-08-16,65.1
2013-08-19,63.15
2013-08-20,64.25
2013-08-21,63.0
2013-08-22,63.2
2013-08-23,62.05
2013-08-26,63.5
2013-08-27,61.7
2013-08-28,62.0
2013-08-29,64.1
2013-08-30,62.95
2013-09-02,63.55
2013-09-03,62.25
2013-09-04,64.9
2013-09-05,65.0
2013-09-06,65.0
2013-09-10,64.15
2013-09-11,64.0
2013-09-12,64.05
2013-09-13,64.95
2013-09-16,65.7
2013-09-17,66.8
2013-09-18,66.55
2013-09-19,67.85
2013-09-20,72.75
2013-09-23,68.3
2013-09-24,69.0
2013-09-25,68.4
2013-09-26,68.0
2013-09-27,66.75
2013-09-30,66.65
2013-10-01,65.45
2013-10-03,66.5
2013-10-04,66.65
2013-10-07,69.75
2013-10-08,70.55
2013-10-09,68.6
2013-10-10,67.4
2013-10-11,66.9
2013-10-14,66.5
2013-10-15,65.15
2013-10-17,66.85
2013-10-18,67.0
2013-10-21,67.8
2013-10-22,70.1
2013-10-23,68.8
2013-10-24,68.1
2013-10-25,69.2
2013-10-28,68.9
2013-10-29,68.85
2013-10-30,67.95
2013-10-31,68.1
2013-11-01,73.8
2013-11-03,72.85
2013-11-05,74.05
2013-11-06,73.55
2013-11-07,73.1
2013-11-08,71.65
2013-11-11,74.55
2013-11-12,70.2
2013-11-13,70.2
2013-11-14,72.35
2013-11-18,74.0
2013-11-19,78.95
2013-11-20,76.75
2013-11-21,75.35
2013-11-22,76.5
2013-11-25,77.65
2013-11-26,76.25
2013-11-27,77.5
2013-11-28,80.95
2013-11-29,80.5
2013-12-02,81.0
2013-12-03,78.45
2013-12-04,78.2
2013-12-05,78.8
2013-12-06,79.5
2013-12-09,81.55
2013-12-10,81.35
2013-12-11,82.95
2013-12-12,83.0
2013-12-13,82.0
2013-12-16,84.8
2013-12-17,86.65
2013-12-18,88.7
2013-12-19,88.9
2013-12-20,92.5
2013-12-23,93.5
2013-12-24,100.9
2013-12-26,97.3
2013-12-27,100.7
2013-12-30,101.35
2013-12-31,107.2
