Date,BIRLACORPN
2013-01-01,322.45
2013-01-02,336.15
2013-01-03,330.05
2013-01-04,327.5
2013-01-07,325.2
2013-01-08,325.1
2013-01-09,324.95
2013-01-10,309.6
2013-01-11,300.45
2013-01-14,305.7
2013-01-15,322.0
2013-01-16,321.65
2013-01-17,315.45
2013-01-18,315.0
2013-01-21,320.6
2013-01-22,314.6
2013-01-23,314.9
2013-01-24,294.65
2013-01-25,295.55
2013-01-28,293.5
2013-01-29,290.0
2013-01-30,290.1
2013-01-31,291.05
2013-02-01,290.55
2013-02-04,289.7
2013-02-05,282.55
2013-02-06,284.7
2013-02-07,270.35
2013-02-08,260.75
2013-02-11,259.65
2013-02-12,261.4
2013-02-13,267.65
2013-02-14,261.65
2013-02-15,260.0
2013-02-18,260.6
2013-02-19,266.3
2013-02-20,274.75
2013-02-21,260.95
2013-02-22,260.95
2013-02-25,260.3
2013-02-26,260.05
2013-02-27,262.7
2013-02-28,264.05
2013-03-01,263.25
2013-03-04,259.0
2013-03-05,264.2
2013-03-06,271.1
2013-03-07,274.2
2013-03-08,282.1
2013-03-11,289.2
2013-03-12,284.85
2013-03-13,280.15
2013-03-14,273.05
2013-03-15,275.65
2013-03-18,269.25
2013-03-19,260.6
2013-03-20,252.0
2013-03-21,251.9
2013-03-22,250.65
2013-03-25,248.35
2013-03-26,245.3
2013-03-28,244.5
2013-04-01,254.3
2013-04-02,255.9
2013-04-03,253.8
2013-04-04,254.65
2013-04-05,252.65
2013-04-08,252.1
2013-04-09,250.5
2013-04-10,249.25
2013-04-11,248.3
2013-04-12,242.9
2013-04-15,237.45
2013-04-16,230.9
2013-04-17,230.75
2013-04-18,239.85
2013-04-22,236.6
2013-04-23,245.0
2013-04-25,254.95
2013-04-26,259.1
2013-04-29,256.8
2013-04-30,256.3
2013-05-02,255.95
2013-05-03,253.6
2013-05-06,254.4
2013-05-07,256.1
2013-05-08,259.5
2013-05-09,271.65
2013-05-10,262.1
2013-05-11,260.0
2013-05-13,258.0
2013-05-14,256.45
2013-05-15,257.65
2013-05-16,256.25
2013-05-17,259.2
2013-05-20,267.2
2013-05-21,265.15
2013-05-22,263.85
2013-05-23,255.6
2013-05-24,253.1
2013-05-27,255.0
2013-05-28,250.6
2013-05-29,251.85
2013-05-30,256.4
2013-05-31,250.5
2013-06-03,249.05
2013-06-04,247.4
2013-06-05,245.65
2013-06-06,249.75
2013-06-07,248.9
2013-06-10,246.25
2013-06-11,242.6
2013-06-12,242.25
2013-06-13,240.55
2013-06-14,242.5
2013-06-17,240.45
2013-06-18,242.05
2013-06-19,234.1
2013-06-20,230.9
2013-06-21,231.0
2013-06-24,227.8
2013-06-25,216.75
2013-06-26,217.3
2013-06-27,218.0
2013-06-28,218.2
2013-07-01,225.55
2013-07-02,228.6
2013-07-03,229.7
2013-07-04,232.75
2013-07-05,230.1
2013-07-08,233.4
2013-07-09,241.0
2013-07-10,240.0
2013-07-11,241.35
2013-07-12,244.65
2013-07-15,240.05
2013-07-16,240.05
2013-07-17,240.0
2013-07-18,239.9
2013-07-19,237.95
2013-07-22,234.9
2013-07-23,230.0
2013-07-24,230.3
2013-07-25,233.15
2013-07-26,215.6
2013-07-29,215.6
2013-07-30,233.1
2013-07-31,218.8
2013-08-01,219.45
2013-08-02,219.75
2013-08-05,224.05
2013-08-06,210.55
2013-08-07,221.45
2013-08-08,221.3
2013-08-12,227.05
2013-08-13,220.2
2013-08-14,226.7
2013-08-16,220.3
2013-08-19,208.25
2013-08-20,213.65
2013-08-21,208.0
2013-08-22,212.75
2013-08-23,211.35
2013-08-26,210.2
2013-08-27,207.45
2013-08-28,203.05
2013-08-29,206.2
2013-08-30,199.05
2013-09-02,204.85
2013-09-03,204.15
2013-09-04,199.45
2013-09-05,201.95
2013-09-06,200.0
2013-09-10,204.8
2013-09-11,208.45
2013-09-12,206.25
2013-09-13,211.45
2013-09-16,210.75
2013-09-17,207.4
2013-09-18,206.0
2013-09-19,211.7
2013-09-20,211.35
2013-09-23,207.4
2013-09-24,207.1
2013-09-25,207.9
2013-09-26,207.85
2013-09-27,206.05
2013-09-30,204.0
2013-10-01,204.25
2013-10-03,206.5
2013-10-04,207.75
2013-10-07,210.55
2013-10-08,212.75
2013-10-09,212.95
2013-10-10,213.7
2013-10-11,214.6
2013-10-14,212.25
2013-10-15,210.5
2013-10-17,207.4
2013-10-18,211.75
2013-10-21,214.05
2013-10-22,216.8
2013-10-23,214.4
2013-10-24,214.35
2013-10-25,213.25
2013-10-28,208.35
2013-10-29,215.35
2013-10-30,214.05
2013-10-31,212.9
2013-11-01,219.6
2013-11-03,225.45
2013-11-05,244.2
2013-11-06,244.1
2013-11-07,242.2
2013-11-08,240.5
2013-11-11,235.5
2013-11-12,228.05
2013-11-13,230.0
2013-11-14,233.8
2013-11-18,235.35
2013-11-19,241.55
2013-11-20,250.0
2013-11-21,241.45
2013-11-22,239.9
2013-11-25,240.45
2013-11-26,240.1
2013-11-27,239.55
2013-11-28,239.5
2013-11-29,237.75
2013-12-02,240.9
2013-12-03,245.1
2013-12-04,249.2
2013-12-05,254.05
2013-12-06,255.85
2013-12-09,268.55
2013-12-10,257.25
2013-12-11,258.7
2013-12-12,252.2
2013-12-13,247.7
2013-12-16,248.6
2013-12-17,250.0
2013-12-18,251.85
2013-12-19,248.7
2013-12-20,247.65
2013-12-23,256.65
2013-12-24,259.2
2013-12-26,262.0
2013-12-27,258.45
2013-12-30,255.1
2013-12-31,251.6
