Date,WHEELS
2013-01-01,830.1
2013-01-02,822.75
2013-01-03,807.0
2013-01-04,810.1
2013-01-07,801.45
2013-01-08,800.65
2013-01-09,793.15
2013-01-10,787.2
2013-01-11,765.75
2013-01-14,769.05
2013-01-15,762.15
2013-01-16,750.75
2013-01-17,741.75
2013-01-18,775.1
2013-01-21,746.25
2013-01-22,740.75
2013-01-23,731.85
2013-01-24,731.4
2013-01-25,730.3
2013-01-28,741.6
2013-01-29,742.45
2013-01-30,742.15
2013-01-31,743.25
2013-02-01,743.95
2013-02-04,745.4
2013-02-05,745.35
2013-02-06,745.3
2013-02-07,745.5
2013-02-08,745.2
2013-02-11,745.6
2013-02-12,745.9
2013-02-13,745.0
2013-02-14,745.0
2013-02-15,745.0
2013-02-18,745.35
2013-02-19,746.5
2013-02-20,745.65
2013-02-21,746.15
2013-02-22,746.45
2013-02-25,715.9
2013-02-26,667.7
2013-02-27,669.3
2013-02-28,641.3
2013-03-01,633.6
2013-03-04,605.9
2013-03-05,727.05
2013-03-06,740.55
2013-03-07,733.3
2013-03-08,760.6
2013-03-11,744.85
2013-03-12,743.6
2013-03-13,743.85
2013-03-14,717.05
2013-03-15,714.7
2013-03-18,717.6
2013-03-19,681.8
2013-03-20,655.25
2013-03-21,631.7
2013-03-22,612.0
2013-03-25,620.15
2013-03-26,604.75
2013-03-28,585.65
2013-04-01,592.55
2013-04-02,594.75
2013-04-03,703.75
2013-04-04,705.6
2013-04-05,720.85
2013-04-08,692.1
2013-04-09,692.25
2013-04-10,688.4
2013-04-11,670.3
2013-04-12,637.95
2013-04-15,652.2
2013-04-16,661.5
2013-04-17,664.25
2013-04-18,665.55
2013-04-22,681.05
2013-04-23,666.95
2013-04-25,662.15
2013-04-26,652.15
2013-04-29,654.25
2013-04-30,665.4
2013-05-02,658.2
2013-05-03,654.45
2013-05-06,659.2
2013-05-07,658.6
2013-05-08,657.05
2013-05-09,649.05
2013-05-10,666.95
2013-05-11,792.8
2013-05-13,820.6
2013-05-14,813.95
2013-05-15,824.6
2013-05-16,869.55
2013-05-17,838.0
2013-05-20,845.95
2013-05-21,844.85
2013-05-22,836.5
2013-05-23,790.4
2013-05-24,795.95
2013-05-27,807.0
2013-05-28,793.15
2013-05-29,782.5
2013-05-30,768.65
2013-05-31,738.25
2013-06-03,715.4
2013-06-04,715.5
2013-06-05,708.0
2013-06-06,694.0
2013-06-07,699.25
2013-06-10,692.6
2013-06-11,665.35
2013-06-12,659.6
2013-06-13,641.6
2013-06-14,767.75
2013-06-17,752.65
2013-06-18,738.3
2013-06-19,742.1
2013-06-20,718.6
2013-06-21,682.85
2013-06-24,662.85
2013-06-25,735.9
2013-06-26,758.6
2013-06-27,754.35
2013-06-28,743.75
2013-07-01,819.6
2013-07-02,803.65
2013-07-03,781.05
2013-07-04,836.4
2013-07-05,819.8
2013-07-08,798.55
2013-07-09,818.5
2013-07-10,832.3
2013-07-11,839.6
2013-07-12,847.6
2013-07-15,852.1
2013-07-16,843.4
2013-07-17,830.0
2013-07-18,835.25
2013-07-19,826.75
2013-07-22,824.25
2013-07-23,825.45
2013-07-24,783.15
2013-07-25,777.35
2013-07-26,755.4
2013-07-29,715.4
2013-07-30,715.65
2013-07-31,701.05
2013-08-01,682.55
2013-08-02,654.3
2013-08-05,666.8
2013-08-06,648.75
2013-08-07,656.55
2013-08-08,676.55
2013-08-12,691.85
2013-08-13,706.7
2013-08-14,719.95
2013-08-16,675.05
2013-08-19,655.4
2013-08-20,663.85
2013-08-21,653.8
2013-08-22,669.75
2013-08-23,672.75
2013-08-26,699.1
2013-08-27,663.7
2013-08-28,652.65
2013-08-29,657.75
2013-08-30,647.75
2013-09-02,651.45
2013-09-03,640.05
2013-09-04,652.4
2013-09-05,659.35
2013-09-06,671.9
2013-09-10,681.4
2013-09-11,685.75
2013-09-12,687.7
2013-09-13,724.45
2013-09-16,685.25
2013-09-17,677.55
2013-09-18,682.35
2013-09-19,701.95
2013-09-20,687.6
2013-09-23,682.15
2013-09-24,678.85
2013-09-25,669.4
2013-09-26,684.3
2013-09-27,672.3
2013-09-30,662.8
2013-10-01,668.5
2013-10-03,678.5
2013-10-04,676.9
2013-10-07,675.15
2013-10-08,672.95
2013-10-09,666.35
2013-10-10,677.55
2013-10-11,674.9
2013-10-14,672.95
2013-10-15,670.7
2013-10-17,676.45
2013-10-18,673.2
2013-10-21,672.5
2013-10-22,681.05
2013-10-23,674.2
2013-10-24,768.15
2013-10-25,719.8
2013-10-28,711.1
2013-10-29,715.9
2013-10-30,714.85
2013-10-31,715.0
2013-11-01,701.85
2013-11-03,706.2
2013-11-05,703.05
2013-11-06,710.55
2013-11-07,690.4
2013-11-08,686.9
2013-11-11,693.1
2013-11-12,685.05
2013-11-13,671.1
2013-11-14,683.1
2013-11-18,687.5
2013-11-19,785.7
2013-11-20,773.3
2013-11-21,768.7
2013-11-22,768.1
2013-11-25,750.4
2013-11-26,729.65
2013-11-27,713.9
2013-11-28,764.05
2013-11-29,770.55
2013-12-02,761.15
2013-12-03,771.0
2013-12-04,759.45
2013-12-05,758.0
2013-12-06,759.9
2013-12-09,758.45
2013-12-10,751.5
2013-12-11,756.9
2013-12-12,768.95
2013-12-13,774.8
2013-12-16,762.65
2013-12-17,768.65
2013-12-18,772.25
2013-12-19,763.55
2013-12-20,788.9
2013-12-23,793.55
2013-12-24,799.5
2013-12-26,799.95
2013-12-27,805.3
2013-12-30,795.3
2013-12-31,797.9
