Date,APCOTEXIND
2013-01-01,267.25
2013-01-02,269.3
2013-01-03,271.4
2013-01-04,268.5
2013-01-07,266.7
2013-01-08,262.2
2013-01-09,260.15
2013-01-10,260.7
2013-01-11,257.4
2013-01-14,262.7
2013-01-15,263.65
2013-01-16,261.0
2013-01-17,261.45
2013-01-18,260.4
2013-01-21,264.7
2013-01-22,258.75
2013-01-23,261.35
2013-01-24,253.3
2013-01-25,258.1
2013-01-28,245.95
2013-01-29,243.55
2013-01-30,240.75
2013-01-31,239.0
2013-02-01,236.0
2013-02-04,231.4
2013-02-05,229.35
2013-02-06,231.45
2013-02-07,229.4
2013-02-08,225.6
2013-02-11,219.15
2013-02-12,220.85
2013-02-13,220.15
2013-02-14,215.65
2013-02-15,210.95
2013-02-18,213.65
2013-02-19,220.0
2013-02-20,220.45
2013-02-21,216.5
2013-02-22,215.75
2013-02-25,205.35
2013-02-26,201.15
2013-02-27,216.2
2013-02-28,213.7
2013-03-01,204.75
2013-03-04,200.75
2013-03-05,201.5
2013-03-06,200.6
2013-03-07,201.8
2013-03-08,210.5
2013-03-11,213.45
2013-03-12,216.8
2013-03-13,212.95
2013-03-14,211.35
2013-03-15,210.0
2013-03-18,208.4
2013-03-19,206.55
2013-03-20,201.25
2013-03-21,201.15
2013-03-22,197.35
2013-03-25,194.95
2013-03-26,197.45
2013-03-28,196.4
2013-04-01,206.25
2013-04-02,214.6
2013-04-03,211.0
2013-04-04,203.55
2013-04-05,210.3
2013-04-08,207.35
2013-04-09,207.3
2013-04-10,210.0
2013-04-11,213.5
2013-04-12,211.5
2013-04-15,216.4
2013-04-16,227.75
2013-04-17,236.45
2013-04-18,242.95
2013-04-22,243.95
2013-04-23,246.85
2013-04-25,248.95
2013-04-26,248.0
2013-04-29,246.45
2013-04-30,244.0
2013-05-02,242.0
2013-05-03,238.0
2013-05-06,236.3
2013-05-07,240.3
2013-05-08,243.0
2013-05-09,240.65
2013-05-10,237.7
2013-05-11,238.0
2013-05-13,236.6
2013-05-14,240.1
2013-05-15,267.75
2013-05-16,260.25
2013-05-17,260.8
2013-05-20,256.9
2013-05-21,259.3
2013-05-22,256.7
2013-05-23,249.75
2013-05-24,247.0
2013-05-27,249.1
2013-05-28,251.25
2013-05-29,258.75
2013-05-30,256.35
2013-05-31,255.5
2013-06-03,251.55
2013-06-04,247.45
2013-06-05,253.6
2013-06-06,252.45
2013-06-07,249.95
2013-06-10,250.65
2013-06-11,244.65
2013-06-12,246.0
2013-06-13,248.5
2013-06-14,250.8
2013-06-17,257.2
2013-06-18,257.9
2013-06-19,251.9
2013-06-20,231.75
2013-06-21,227.6
2013-06-24,225.75
2013-06-25,219.7
2013-06-26,225.65
2013-06-27,212.7
2013-06-28,213.3
2013-07-01,219.9
2013-07-02,223.25
2013-07-03,217.85
2013-07-04,218.05
2013-07-05,222.3
2013-07-08,222.0
2013-07-09,219.0
2013-07-10,216.8
2013-07-11,218.35
2013-07-12,225.8
2013-07-15,224.35
2013-07-16,224.0
2013-07-17,228.65
2013-07-18,235.55
2013-07-19,240.25
2013-07-22,243.65
2013-07-23,240.0
2013-07-24,243.75
2013-07-25,240.0
2013-07-26,240.0
2013-07-29,238.25
2013-07-30,227.1
2013-07-31,219.4
2013-08-01,215.65
2013-08-02,209.85
2013-08-05,215.35
2013-08-06,215.7
2013-08-07,223.1
2013-08-08,228.05
2013-08-12,226.05
2013-08-13,223.0
2013-08-14,116.2
2013-08-16,116.0
2013-08-19,109.9
2013-08-20,107.2
2013-08-21,106.5
2013-08-22,107.95
2013-08-23,105.3
2013-08-26,109.45
2013-08-27,107.3
2013-08-28,104.3
2013-08-29,106.05
2013-08-30,108.0
2013-09-02,108.95
2013-09-03,104.5
2013-09-04,108.0
2013-09-05,107.35
2013-09-06,111.0
2013-09-10,110.6
2013-09-11,112.75
2013-09-12,112.25
2013-09-13,112.4
2013-09-16,110.6
2013-09-17,109.2
2013-09-18,108.5
2013-09-19,110.0
2013-09-20,109.55
2013-09-23,108.75
2013-09-24,110.0
2013-09-25,110.0
2013-09-26,109.1
2013-09-27,109.35
2013-09-30,112.95
2013-10-01,118.65
2013-10-03,120.65
2013-10-04,120.35
2013-10-07,119.45
2013-10-08,124.5
2013-10-09,124.15
2013-10-10,129.9
2013-10-11,133.8
2013-10-14,136.3
2013-10-15,144.2
2013-10-17,149.65
2013-10-18,144.7
2013-10-21,142.6
2013-10-22,142.7
2013-10-23,143.45
2013-10-24,141.05
2013-10-25,135.25
2013-10-28,136.75
2013-10-29,133.65
2013-10-30,134.55
2013-10-31,140.0
2013-11-01,131.75
2013-11-03,132.3
2013-11-05,127.85
2013-11-06,127.5
2013-11-07,123.95
2013-11-08,121.0
2013-11-11,122.45
2013-11-12,120.95
2013-11-13,119.45
2013-11-14,120.2
2013-11-18,120.45
2013-11-19,120.05
2013-11-20,121.3
2013-11-21,121.9
2013-11-22,118.0
2013-11-25,119.55
2013-11-26,117.05
2013-11-27,112.95
2013-11-28,115.0
2013-11-29,113.25
2013-12-02,113.3
2013-12-03,116.8
2013-12-04,115.7
2013-12-05,114.6
2013-12-06,116.85
2013-12-09,121.4
2013-12-10,119.15
2013-12-11,117.4
2013-12-12,117.95
2013-12-13,117.1
2013-12-16,115.25
2013-12-17,114.1
2013-12-18,114.6
2013-12-19,113.55
2013-12-20,114.7
2013-12-23,114.05
2013-12-24,115.5
2013-12-26,117.95
2013-12-27,122.8
2013-12-30,121.35
2013-12-31,120.2
