Date,ECLERX
2013-01-01,688.55
2013-01-02,696.3
2013-01-03,687.6
2013-01-04,687.65
2013-01-07,699.15
2013-01-08,691.6
2013-01-09,689.9
2013-01-10,702.35
2013-01-11,708.5
2013-01-14,701.45
2013-01-15,712.0
2013-01-16,698.4
2013-01-17,697.7
2013-01-18,684.25
2013-01-21,693.0
2013-01-22,674.95
2013-01-23,661.7
2013-01-24,658.95
2013-01-25,630.85
2013-01-28,632.5
2013-01-29,638.6
2013-01-30,623.85
2013-01-31,625.7
2013-02-01,624.65
2013-02-04,625.3
2013-02-05,630.3
2013-02-06,637.4
2013-02-07,630.5
2013-02-08,625.65
2013-02-11,624.95
2013-02-12,620.25
2013-02-13,625.0
2013-02-14,625.5
2013-02-15,624.95
2013-02-18,625.4
2013-02-19,629.1
2013-02-20,634.0
2013-02-21,645.65
2013-02-22,623.05
2013-02-25,635.35
2013-02-26,630.0
2013-02-27,610.7
2013-02-28,606.8
2013-03-01,619.85
2013-03-04,606.7
2013-03-05,617.6
2013-03-06,630.4
2013-03-07,638.3
2013-03-08,648.8
2013-03-11,648.25
2013-03-12,646.75
2013-03-13,650.05
2013-03-14,646.15
2013-03-15,648.85
2013-03-18,654.05
2013-03-19,650.25
2013-03-20,647.2
2013-03-21,612.95
2013-03-22,612.2
2013-03-25,605.1
2013-03-26,604.65
2013-03-28,602.95
2013-04-01,623.2
2013-04-02,628.1
2013-04-03,628.65
2013-04-04,629.95
2013-04-05,632.6
2013-04-08,630.4
2013-04-09,630.1
2013-04-10,660.5
2013-04-11,673.45
2013-04-12,673.75
2013-04-15,662.85
2013-04-16,660.55
2013-04-17,649.05
2013-04-18,647.15
2013-04-22,639.7
2013-04-23,627.7
2013-04-25,617.0
2013-04-26,606.05
2013-04-29,613.85
2013-04-30,609.6
2013-05-02,611.85
2013-05-03,608.9
2013-05-06,609.3
2013-05-07,612.7
2013-05-08,611.55
2013-05-09,614.0
2013-05-10,615.45
2013-05-11,612.5
2013-05-13,604.05
2013-05-14,610.45
2013-05-15,609.9
2013-05-16,627.2
2013-05-17,615.85
2013-05-20,614.3
2013-05-21,612.25
2013-05-22,614.4
2013-05-23,618.55
2013-05-24,648.4
2013-05-27,664.1
2013-05-28,679.1
2013-05-29,687.6
2013-05-30,685.5
2013-05-31,702.85
2013-06-03,694.9
2013-06-04,693.0
2013-06-05,686.5
2013-06-06,691.95
2013-06-07,683.25
2013-06-10,685.45
2013-06-11,694.7
2013-06-12,685.0
2013-06-13,685.0
2013-06-14,685.3
2013-06-17,693.2
2013-06-18,712.9
2013-06-19,729.05
2013-06-20,708.05
2013-06-21,710.4
2013-06-24,710.4
2013-06-25,713.4
2013-06-26,714.1
2013-06-27,696.1
2013-06-28,715.35
2013-07-01,750.4
2013-07-02,738.2
2013-07-03,714.7
2013-07-04,735.0
2013-07-05,740.3
2013-07-08,746.8
2013-07-09,760.25
2013-07-10,751.8
2013-07-11,775.05
2013-07-12,789.5
2013-07-15,800.35
2013-07-16,800.2
2013-07-17,800.2
2013-07-18,796.1
2013-07-19,807.15
2013-07-22,797.5
2013-07-23,784.2
2013-07-24,749.4
2013-07-25,722.85
2013-07-26,703.15
2013-07-29,730.55
2013-07-30,724.95
2013-07-31,727.0
2013-08-01,730.3
2013-08-02,737.65
2013-08-05,740.1
2013-08-06,768.95
2013-08-07,785.05
2013-08-08,785.65
2013-08-12,803.55
2013-08-13,783.75
2013-08-14,785.1
2013-08-16,779.9
2013-08-19,780.65
2013-08-20,775.6
2013-08-21,760.4
2013-08-22,768.6
2013-08-23,780.75
2013-08-26,787.05
2013-08-27,786.9
2013-08-28,799.7
2013-08-29,824.65
2013-08-30,832.6
2013-09-02,850.9
2013-09-03,859.95
2013-09-04,829.05
2013-09-05,829.25
2013-09-06,825.0
2013-09-10,815.1
2013-09-11,809.95
2013-09-12,817.3
2013-09-13,822.4
2013-09-16,833.6
2013-09-17,850.8
2013-09-18,858.85
2013-09-19,855.55
2013-09-20,853.0
2013-09-23,852.3
2013-09-24,853.35
2013-09-25,866.2
2013-09-26,855.0
2013-09-27,855.0
2013-09-30,845.9
2013-10-01,866.55
2013-10-03,880.05
2013-10-04,886.7
2013-10-07,902.5
2013-10-08,946.75
2013-10-09,987.45
2013-10-10,1012.35
2013-10-11,1035.45
2013-10-14,1047.6
2013-10-15,1012.5
2013-10-17,958.4
2013-10-18,951.15
2013-10-21,944.65
2013-10-22,931.05
2013-10-23,909.5
2013-10-24,927.1
2013-10-25,980.1
2013-10-28,1049.35
2013-10-29,1013.2
2013-10-30,1010.9
2013-10-31,1002.25
2013-11-01,1008.55
2013-11-03,1022.35
2013-11-05,1029.6
2013-11-06,1126.35
2013-11-07,1143.3
2013-11-08,1143.0
2013-11-11,1104.6
2013-11-12,1113.9
2013-11-13,1132.3
2013-11-14,1202.5
2013-11-18,1151.85
2013-11-19,1159.6
2013-11-20,1136.4
2013-11-21,1093.1
2013-11-22,1087.75
2013-11-25,1109.5
2013-11-26,1139.2
2013-11-27,1114.05
2013-11-28,1085.4
2013-11-29,1085.2
2013-12-02,1091.5
2013-12-03,1087.55
2013-12-04,1059.1
2013-12-05,1074.45
2013-12-06,1085.3
2013-12-09,1037.55
2013-12-10,1048.55
2013-12-11,1042.15
2013-12-12,1035.85
2013-12-13,1019.85
2013-12-16,1087.9
2013-12-17,1065.95
2013-12-18,1059.3
2013-12-19,1069.65
2013-12-20,1100.0
2013-12-23,1101.4
2013-12-24,1095.5
2013-12-26,1067.05
2013-12-27,1059.35
2013-12-30,1053.7
2013-12-31,1065.3
