Date,J&KBANK
2013-09-06,1151.1
2013-09-10,1207.65
2013-09-11,1184.7
2013-09-12,1175.85
2013-09-13,1152.35
2013-09-16,1123.1
2013-09-17,1127.7
2013-09-18,1138.4
2013-09-19,1182.8
2013-09-20,1146.6
2013-09-23,1122.5
2013-09-24,1115.2
2013-09-25,1136.8
2013-09-26,1130.1
2013-09-27,1129.45
2013-09-30,1138.65
2013-10-01,1159.2
2013-10-03,1157.5
2013-10-04,1140.8
2013-10-07,1133.85
2013-10-08,1103.9
2013-10-09,1106.5
2013-10-10,1109.75
2013-10-11,1107.9
2013-10-14,1130.0
2013-10-15,1155.4
2013-10-17,1168.55
2013-10-18,1190.05
2013-10-21,1197.9
2013-10-22,1218.55
2013-10-23,1222.45
2013-10-24,1220.85
2013-10-25,1239.45
2013-10-28,1212.2
2013-10-29,1227.15
2013-10-30,1226.0
2013-10-31,1303.95
2013-11-01,1296.45
2013-11-03,1298.55
2013-11-05,1288.7
2013-11-06,1287.1
2013-11-07,1278.25
2013-11-08,1293.35
2013-11-11,1268.45
2013-11-12,1261.25
2013-11-13,1229.45
2013-11-14,1223.95
2013-11-18,1224.6
2013-11-19,1244.25
2013-11-20,1230.5
2013-11-21,1201.9
2013-11-22,1184.3
2013-11-25,1190.8
2013-11-26,1201.4
2013-11-27,1203.5
2013-11-28,1212.55
2013-11-29,1216.7
2013-12-02,1240.45
2013-12-03,1240.3
2013-12-04,1225.05
2013-12-05,1244.15
2013-12-06,1252.35
2013-12-09,1249.15
2013-12-10,1249.85
2013-12-11,1254.05
2013-12-12,1255.8
2013-12-13,1243.7
2013-12-16,1230.0
2013-12-17,1274.15
2013-12-18,1312.6
2013-12-19,1331.8
2013-12-20,1424.45
2013-12-23,1467.8
2013-12-24,1405.55
2013-12-26,1391.25
2013-12-27,1412.75
2013-12-30,1432.15
2013-12-31,1436.4
